"ID","medMz","medRt","Formula","Metabolite","_log10_FDR","high_blank","nega-Ecoli-12C14N-a","nega-Ecoli-12C14N-b","nega-Ecoli-12C14N-c","nega-Yeast-12C14N-a","nega-Yeast-12C14N-b","nega-Yeast-12C14N-c"
14529,363.0063,4.017023,NA,NA,0,NA,4670.99656590317,11811.7813405155,20933.2807600081,1361.11098598535,2401.3303451981,1910.38395627252
14530,441.2645,4.012394,"C27H38O5","Muzanzagenin",0,NA,13180.6090251546,4750.17955397053,15567.24589649,10156.4060584661,6146.50970871886,9326.37087861699
14532,270.1795,2.500481,NA,NA,0,NA,17057.7009605349,6578.66652622754,8268.13773260768,11420.6273079719,9872.71513902733,8693.45473740766
14533,156.9209,13.78557,NA,NA,1.6227119663643,NA,7019.24039550511,5859.41583584945,8791.24954380323,24098.2553958182,22521.2996873993,13425.4641187414
14534,563.2344,4.036111,NA,NA,0,NA,16844.4845140873,19675.0134457132,8299.72467249681,22621.1685970886,29600.6954238607,16065.385072029
14535,341.083,6.814534,NA,NA,1.30620272568038,NA,28615.8793312899,26816.1483964079,25710.3220690324,19559.4891697554,15088.3850860249,14825.5235008977
14536,659.4459,2.629436,NA,NA,0,NA,30467.1013261396,12531.8111684772,26087.7056179341,5989.074334581,34450.7567124354,25780.9672425543
14537,369.1556,7.089275,"C18H26O8","3,4,5-trihydroxy-6-{[1-(4-methoxyphenyl)pentan-3-yl]oxy}oxane-2-carboxylic acid",1.81278960034995,NA,15286.1585824233,15161.0726306575,14671.5901222582,18591.7840885841,23195.5893357764,25393.820099587
14538,371.9745,18.28553,NA,NA,1.51430695970634,NA,30020.5806724285,24714.9777189509,19563.7599494305,8745.30595849023,3935.4772128033,3315.68983863679
14539,414.0995,7.046511,"C16H21N3O8S","Cephalosporin C",0,NA,33303.2289855462,34462.6001958947,25550.3653356572,13587.44541447,8188.70667324773,16793.6082543008
14541,138.0175,11.13743,NA,NA,2.42121184912944,NA,26254.1310229235,31514.5703186309,35721.6281071958,3821.64100973255,2011.05303043881,2853.77885121065
14542,619.4365,3.856725,"C33H65O8P","PA(8:0/22:0)",0,NA,7528.1145594884,5941.82658516877,6586.93341036394,11410.4881280272,16352.5999256413,5400.83743205427
14543,702.4721,4.293722,NA,NA,3.16995052462778,NA,25846.7732475594,37368.505516214,27840.0500796566,1321.05025619461,1686.31100412282,1451.03539419375
14544,344.0575,7.043267,NA,NA,1.53039886788617,NA,32113.1749998449,29190.5618464037,25165.3700754701,16247.735405838,10872.4315107639,12324.9447660814
14545,309.0569,7.256803,NA,NA,1.32949439031769,NA,25156.2055621701,22650.4520716379,23497.530012546,28879.9517949858,28033.8640538177,24547.1200233587
14546,137.9865,11.7197,NA,NA,0,NA,21326.5977912612,20413.3713460763,17010.9227240018,11723.1716623129,15515.7925433112,12639.0146134417
14547,740.49185,3.177085,NA,NA,1.33885014275521,NA,13848.87654429,21359.9957234909,33890.7844104546,7484.76361933694,4902.61765549034,6801.05641837195
14548,141.0304,11.33077,"C5H6N2O3","5-Hydroxymethyluracil",1.45355605103119,NA,3888.35208842947,5579.35866598538,9504.54998853935,14289.8435434676,29861.96603425,28983.3858132061
14549,90.03486,2.719817,NA,NA,2.13994962155271,NA,13691.1793666402,13956.2880727288,20584.2056861202,1388.77196607896,937.056810875672,2208.18196473885
14550,693.2975,2.645389,NA,NA,0,NA,16809.6253697014,26208.409966549,20585.02557933,15937.2075203458,8857.13629307164,8583.42323925988
14551,351.2209,3.927114,NA,NA,0,NA,98291.8902459669,96601.4122026874,74679.8178989588,70286.4550351618,38667.5417055349,74931.9251583352
14552,350.2061,2.407958,NA,NA,0,NA,123791.789140455,86501.4216970339,118822.469447185,187428.130398952,88459.9725031354,67577.1610298293
14553,333.265,2.5271,NA,NA,0,NA,5764.12738084207,7783.06207109737,14648.7993069536,11401.5889230523,19594.7675843394,7818.04342965718
14554,97.04079,13.25203,"C4H6N2O","4-Hydroxymethylpyrazole",2.66060819132041,NA,3230.43554478521,3319.37174005257,3119.47761031756,26491.149554102,17551.5142300864,27734.7362812367
14555,258.9696,13.33516,NA,NA,1.44428902493501,NA,13108.9314917662,13233.290630861,18820.5156751162,169.781188160751,940.9693654096,1837.39424831509
14556,807.7432,13.347,NA,NA,0,NA,21352.2000551834,20748.6783734905,13239.557994253,1168.43795222989,51.8413475745414,2427.15108861114
14557,688.30145,13.39454,NA,NA,2.18832447463309,NA,31646.7096762166,33788.4627942189,19203.6938746762,928.073573485456,388.321037492319,201.451593962513
14558,496.2762,2.700183,NA,NA,1.34303024929729,NA,16986.9260005092,17516.9134857577,18684.4688004806,2389.46610440602,483.200484940065,3314.83731884784
14559,97.02026,13.78591,NA,NA,0,NA,6237.24092777597,9342.56429661118,4036.9514076402,11393.6816980531,22276.0118622811,39615.3489011565
14560,489.1131,2.388847,"C16H23N6O10P","L-2-Aminoadipate adenylate",0,NA,806.81253030861,7364.29507057079,7758.22841801738,15459.1399399073,11791.6568543512,9728.62397154314
14561,660.78,13.37238,NA,NA,0,NA,8064.99711589492,21589.6356894616,4104.27461183828,976.718745374211,1986.59956460176,15.5711376975855
14564,254.0793,2.162661,NA,NA,0,NA,5451.0345876173,10921.3904679571,6503.04171554528,2851.46742454462,3533.60504268272,11622.9492188689
14565,373.1812,2.08565,NA,NA,0,NA,5927.40620425067,20674.6547457201,14901.847158554,11380.8718027891,13206.4756993647,10887.0377873589
14567,208.0324,4.725467,NA,NA,1.33036704577684,NA,16580.7789942901,20383.3728819093,23171.4451874462,25050.0697208391,27521.0650938285,32926.6304557037
14568,677.3177,2.491081,NA,NA,0,NA,12534.5316023507,8680.29290469632,13227.9686929362,9805.11161127734,9329.99198382399,7420.15122848246
14569,383.052,13.47657,NA,NA,1.62131145525189,NA,15369.3164087054,6133.61113464952,19719.4510221872,570.388486068142,1839.87876957948,653.987783298592
14570,593.2606,2.541664,NA,NA,0,NA,6269.53764437121,20176.806947658,7241.16830508114,7863.33942351322,10348.5502400573,6430.06822355034
14571,519.2445,2.741492,"C24H40O12","7,8-Dihydrovomifoliol 9-[apiosyl-(1->6)-glucoside]",0,NA,53754.9690205456,67696.6749226117,60011.4630309879,60866.2888840975,57318.2098808376,43607.8956583891
14572,165.0305,4.078759,NA,NA,0,NA,24647.6274862778,8972.44726922485,19097.2628723349,12415.9456778918,18091.6815090405,13102.431135244
14574,322.154,7.13917,NA,NA,0,NA,12672.5812988737,18193.6628322572,14373.9467278278,21359.8565196272,18389.9159783891,21678.7899439697
14575,664.4834,4.149001,NA,NA,2.66639153241171,NA,15489.2706100056,24572.121009081,31984.1892289115,1013.91799446561,1166.91938974392,1206.76317156288
14576,213.997,9.095803,NA,NA,1.71928508050899,NA,18793.2064460922,14220.3723663963,17321.4738966675,23187.7608520957,27367.5462353035,24165.0432321042
14577,148.0843,2.684945,NA,NA,0,NA,29468.0406695777,15057.2283732612,25400.4910728349,10995.8023450791,6502.31448361834,6260.67954849936
14578,405.1437,6.801345,NA,NA,0,NA,24001.6161054273,26860.9071274937,27622.5235473885,18920.940213429,19702.5486803628,26269.5214197771
14579,100.926,2.436256,NA,NA,0,NA,17721.6647457092,15406.1953163706,13217.5316739683,7864.58607527123,10657.2605741705,6641.26734971154
14580,870.7272,13.33744,NA,NA,1.75517880540672,NA,10041.4478627204,13258.1763519688,15758.83499627,274.702147136497,1502.42094102822,790.235238152466
14581,85.00415,4.004456,NA,NA,0,NA,26505.0794387285,18938.6450692797,22090.8813351304,7256.67213131197,14005.2334888524,3945.6026966627
14582,594.7723,13.50689,NA,NA,0,NA,13110.516498647,12592.2971417995,16456.9740644077,1147.45376043474,3872.18186183068,7151.46248874567
14583,609.5417,1.845411,NA,NA,0,NA,17115.6307606306,19282.8104797769,7519.65722138871,8176.42261126994,25519.1478782264,19801.0664490178
14584,97.01615,13.82135,NA,NA,0,NA,7088.38521998186,7133.96377282117,921.82587911732,9243.13492463835,11779.7724699543,20660.194239521
14585,211.0724,6.975597,NA,NA,2.36190028516033,NA,944.399933157964,1700.54280013181,2538.34505896368,22777.5485173075,30530.2694741902,28737.0406828693
14586,546.6989,2.544767,NA,NA,2.11868383133353,NA,7304.38863686157,13252.5412199448,8517.36532503606,1390.67961987851,2061.91623937987,1700.17359735512
14588,308.1951,4.006123,NA,NA,1.89605951491698,NA,19116.9881294695,18790.96459748,15747.1681374874,8117.58579895705,6060.3122197819,7943.46018504628
14589,270.1714,2.604273,NA,NA,0,NA,15830.245215243,7376.49452009644,7053.40500429222,9039.22867148419,15818.9079244409,20669.8970046988
14590,582.4611,3.873757,NA,NA,0,NA,4247.69846439452,4181.62363086529,1698.50850082554,15741.425010897,16912.0854426066,4643.75217286385
14591,716.7921,13.44199,NA,NA,1.57227052049611,NA,5947.08010215891,13199.0019083877,25069.5201273903,1453.63219526396,1746.9555993987,1089.00644272489
14592,493.3904,2.233922,NA,NA,0,NA,11873.011369451,22177.0009496954,13207.2940884838,15381.9944202531,21028.7775093419,12461.6204272219
14593,616.8486,13.35971,NA,NA,2.13206134910922,NA,24151.0250179294,12670.2664734526,24155.9596581987,1620.55190272537,1501.44280239474,737.682648423114
14594,230.1478,4.010808,NA,NA,0,NA,12440.0035530971,9820.07560342231,19482.2913714359,8492.17937582675,15017.4211281658,5818.25973268618
14595,324.9452,13.76948,NA,NA,0,NA,8419.51692576801,11791.2747949845,13200.3693147525,9603.81598234787,6083.03535837631,4877.92261991342
14596,394.21,2.53037,NA,NA,1.34640161815671,NA,6536.69275553264,5291.89913334428,3232.26056910721,8942.78246451298,20392.9776161924,18805.4576365953
14597,181.0619,4.235845,NA,NA,0,NA,14654.9846270961,6165.64802724494,15712.1010833118,4462.40189063952,4677.08725262978,5636.92896821727
14598,898.2811,15.50146,NA,NA,2.4307665857165,NA,33949.7797090158,33734.9901706147,29325.7298147133,2100.32683331446,1997.35908957007,919.670320263645
14601,372.1537,2.494214,NA,NA,0,NA,22185.1101640645,10775.226035621,7818.97142522499,17600.2047201113,8836.34791269424,8077.84396935698
14602,404.5582,13.35573,NA,NA,1.73271091056887,NA,9048.08002253878,15851.3262876286,13190.3533220275,2242.44704138161,641.658943564135,870.037318852591
14603,237.9531,1.183275,NA,NA,0,NA,24453.2440035322,20281.8849321838,17866.3150938501,16920.8987403574,19545.3128950306,19293.2429888942
14604,158.0458,4.027017,"C6H9NO4","L-2-Amino-4-methylenepentanedioic acid",0,NA,5728.00353304916,13503.3212669996,17011.5099448143,15280.8410775315,12413.2541745426,10201.2848831572
14605,229.1712,2.52784,NA,NA,0,NA,19618.0154086935,7461.83287055012,5600.66946477596,93.4750361783912,6976.34491886951,11583.2817455843
14606,96.50741,13.90431,NA,NA,0,NA,318.102075387706,22404.1512320894,33165.0902826851,1145.54610663518,1521.00557506437,7217.23594757638
14607,237.0041,13.79798,NA,NA,1.351015834442,NA,28308.8392830913,15456.6336381157,28150.9558007373,4075.58311439534,9391.56776707895,6650.00665074431
14608,371.2803,3.979217,"C21H40O5","DG(8:0/10:0/0:0)",0,NA,11175.5863279038,11583.6640828037,10769.476800751,4761.19484378375,4679.87886028974,21091.6704651211
14609,572.2932,6.872571,NA,NA,2.11688958831088,NA,453.48807979147,87.805804712688,581.680993433405,24497.6036422179,30680.4039730434,30645.7799377225
14610,585.3798,6.859084,"C35H54O7","(3b,16a,21b,22a)-12-Oleanene-3,16,21,23,28-pentol-22-angeloyloxy-23-al",1.42118893967742,NA,23953.2293675932,20956.9226212243,21948.6741817834,24305.0355294214,26658.7674187098,23410.1447445642
14611,481.1648,2.554295,"C24H31ClO8","Melleolide D",0,NA,33248.7884019867,4150.12135335931,24137.5674591682,1798.91753298414,48.9069316740956,479.785680306854
14614,210.9386,7.097448,NA,NA,1.8418486746073,NA,31423.1796780515,24240.3817871494,20655.8133863213,5964.77750196291,9704.11631718996,7607.87491817234
14615,675.8193,13.67826,NA,NA,1.41412209700172,NA,4564.18691472161,1721.66065189815,910.74624114716,11339.0274166957,26880.5407910792,12541.8701781309
14616,412.9677,13.83767,"C8HF15O2","Perfluorooctanoic acid",0,NA,12467.0917609701,26865.6197428352,8808.635711706,4710.72404720882,12578.1390039886,3373.87918021266
14617,305.0669,3.969756,"C15H14O7","(-)-Epigallocatechin",0,NA,17791.2619575665,10146.0852187299,12410.8343129989,7843.58566841879,14259.647347421,14646.1731905047
14618,342.2369,2.406428,NA,NA,0,NA,6624.61991154716,13210.883478671,7507.53055763036,8658.63647724177,8601.21903542333,10164.5078023078
14619,346.2382,3.972,"C21H33NO3","Oxyphenonium",1.34054019140598,NA,4439.27406342274,1238.17299303714,1146.74252991157,16612.4406592377,10746.261408431,7666.65985576515
14620,321.0244,1.912764,"C14H10O9","3,4-dihydroxy-5-(3,4,5-trihydroxybenzoyloxy)benzoic acid",0,NA,30809.7930221646,55911.0574889688,35178.0167498278,28410.2492764584,51468.217030027,51959.1347438519
14621,264.8693,1.93996,NA,NA,0,NA,423.769200776009,12129.4494043754,10018.7371513499,9924.84550200666,21571.311883789,10605.1709991494
14622,766.9142,13.69855,NA,NA,1.83000246293343,NA,10669.9988517998,9144.9145416688,25102.5263689034,1624.36721032449,955.641444911829,1561.97975028905
14623,200.9419,3.388922,NA,NA,0,NA,3727.7116410579,32349.1367057779,34527.7306380832,19088.7946712522,10267.2864823876,5487.23583596153
14624,328.1195,2.497348,"C18H19NO5","N-trans-Feruloyloctopamine",0,NA,9714.3046439167,15710.3257257824,8793.53194922508,14220.1092588247,9708.143313944,11561.7546477174
14627,135.0663,7.245059,"C5H12O4","2-Methylerythritol",3.40025880608016,NA,5014.48516816542,4110.45758187859,4616.6679812615,26755.3691436099,26979.6164532645,28337.7967123032
14629,142.9202,13.39082,NA,NA,1.65906039796192,NA,13239.683552442,22932.5532272598,26600.9698469017,5542.73485213678,4639.46804078607,6270.90200039783
14630,175.0024,2.215367,NA,NA,0,NA,10157.0983300595,14886.8184241656,19692.394546264,11324.2240232112,22530.5137533267,19750.9663134758
14631,591.0164,2.620672,NA,NA,1.44694267468323,NA,12460.52058661,22928.9298484831,16327.3201408809,958.5960342784,21.5190499366021,93.4268261855132
14634,287.081,2.444153,NA,NA,0,NA,13056.3951178622,11541.3172326828,12255.20971807,8291.99113992793,17099.4185536911,9712.3102852166
14636,348.0966,1.488229,NA,NA,0,NA,4926.57782473691,25198.3653458825,14166.4472679226,10435.2668908857,950.750751744419,10712.0571274823
14637,477.234,4.0219,NA,NA,0,NA,23534.6884881255,20172.4611160576,12570.2592237515,9734.99579587455,5600.3973031505,12426.848130351
14638,197.0608,2.503633,"C13H10O2","3-(2-Furanyl)-2-phenyl-2-propenal",0,NA,6105.02163503619,13179.1955863627,11161.1065481547,6642.36468564348,7362.60697453835,9345.11463562046
14639,596.4767,3.837045,NA,NA,2.22317537191515,NA,1732.50057667906,1137.02959773519,1576.63248315378,8710.56758280027,8739.68140596313,16146.0922251078
14640,251.1443,3.933372,"C10H26N2OP2","2-({2-[Dimethyl(2-phosphanylethyl)ammonio]ethyl}dimethylammonio)ethyl phosphinite",0,NA,9898.61452737525,12310.7850630954,12229.1393299262,18819.0238091876,4851.82291625363,3939.43944572277
14641,441.0728,1.980053,NA,NA,0,NA,10831.8742836993,13162.6125153967,12578.8681024543,10672.5885618198,8573.24329236711,17168.6780335914
14642,459.3846,2.257472,"C30H52O3","(3beta,11alpha,13beta)-3,11,13-Oleananetriol",0,NA,4391.2263409493,370.118138852216,2946.52335363956,24859.1898816553,11583.4404834419,9134.16854044684
14644,181.0255,6.021103,NA,NA,0,NA,11110.6230597744,8487.5069244555,10041.2675951623,10247.5251422021,11002.3576654493,8664.87488735984
14646,324.1243,3.947184,"C19H19NO4","Nornantenine",0,NA,1145.82789092942,4427.37096040433,5885.04831662847,13370.6882514951,15321.0647041576,12928.9200014875
14647,388.2498,6.885692,NA,NA,0,NA,21217.7606521113,21199.3666741608,15791.3869726263,20667.5594174983,27646.0418670284,33225.061041639
14648,371.0937,6.879128,NA,NA,0,NA,28925.4179667243,22440.951867457,15485.7883981334,14928.8694132439,15389.6811292964,14668.7416082051
14649,337.3114,3.802139,"C22H42O2","Erucic acid",0,NA,13871.7710881242,4516.94733026775,14793.4772195679,10114.8382821737,19703.9474186087,14694.735676199
14650,716.4716,2.616317,NA,NA,0,NA,3699.77809618181,1478.24962364399,26.5911311283842,15950.9140128956,8016.45841616883,15738.1381493921
14652,360.1687,2.486392,NA,NA,0,NA,19558.1263639812,11730.1775154268,21212.4654775802,16689.8437121548,9792.63492910417,24064.9500125919
14653,545.2398,4.012417,NA,NA,0,NA,15544.3606061065,13149.930689678,20446.2974323056,4032.23740476176,13151.6119034127,5209.98005090275
14654,842.7857,13.94544,NA,NA,2.11040699762132,NA,13018.0027289711,20016.5891407044,8547.53296330121,1268.58977670674,1845.74760138037,1466.60653189134
14655,469.1865,4.010859,"C26H30O8","Limonin",0,NA,17458.6526664224,14339.1324959349,5069.29445958227,7964.97254116543,5037.9646544825,19510.2754525154
14657,866.7901,13.46096,NA,NA,1.86331113432774,NA,5851.6109550698,11966.4640473746,13098.071017374,1260.9591615085,1174.74449881178,581.971271447259
14658,234.9324,3.278361,NA,NA,0,NA,28129.1501349701,19351.9103136882,16000.7588913484,13599.6448605182,19918.619504499,17192.1904515148
14659,519.8831,13.38718,NA,NA,2.15663016349398,NA,19728.4595687087,12790.2936740972,20050.8429938747,594.23415856263,1547.41531816839,523.579505081313
14661,168.9612,11.11419,NA,NA,0,NA,33990.0873145546,23106.153083438,22264.3109082773,15887.4082179083,21902.861754994,29591.2538330367
14662,365.2848,3.793961,NA,NA,0,NA,12957.3762157796,19096.6399444684,21810.5664944853,13846.857716403,22282.1839170583,23088.3379881604
14663,199.0591,2.525561,NA,NA,0,NA,97090.4220093252,53406.0245684688,112972.6421917,73231.9869609089,89538.2627512995,65176.8798857076
14664,454.3541,3.9375,NA,NA,1.63795128228529,NA,2376.40962201404,3473.34755461039,1312.93709946397,9034.54824288697,11552.1791727158,20679.979316358
14665,405.2133,2.633111,"C19H34O9","Kiwiionoside",0,NA,13885.6839263003,16624.8176245356,20395.4529736605,8777.28014382464,9122.59724936682,17076.7888572536
14666,885.2595,13.33553,NA,NA,2.40524292789084,NA,12996.3739892432,11759.3312655232,10221.3039564308,1479.38552155801,1880.96059218572,1004.33838149427
14667,378.9615,13.64336,NA,NA,2.49607319580649,NA,33918.3657531973,32113.7393465361,17152.4983379845,764.969173623161,792.292293120349,1358.58176411434
14668,637.3231,2.511692,NA,NA,0,NA,11959.6474052772,6012.1868213907,13080.1220038623,17274.8734411345,5015.85089625674,9943.04729640385
14669,117.9548,1.665551,NA,NA,0,NA,2809.57989485194,30968.5960478591,25794.1727691906,26140.74216593,6516.43684920855,4947.99663233698
14670,357.0976,6.970848,"C19H18O7","Chrysoobtusin",0,NA,32748.740745071,27812.8443118263,19881.2802143793,16369.7584811268,16504.2505393763,17833.8673040712
14673,830.8128,13.42933,NA,NA,1.78388690268482,NA,17495.6031393316,7604.57287650235,6020.54231732935,970.041957075754,598.620843690931,315.315538376107
14674,258.9087,13.770815,NA,NA,0,NA,14543.8580335627,21394.4956244818,16131.2991859129,719.185482433745,57.7101793754329,2278.25208437798
14675,250.1531,3.949184,NA,NA,1.95671633442943,NA,5178.98796910978,5273.88671725347,4317.3593172442,13573.4527738502,19855.7447531388,11101.9194875856
14676,78.96895,13.98622,NA,NA,1.65931798075409,NA,13005.1685760333,25750.5860549135,27611.177998107,2089.83473741689,640.680804930653,2421.31191197455
14677,264.1024,3.99665,"C17H15NO2","Anonaine",2.62589349119599,NA,2683.50470517379,4095.74733092451,3872.7988153657,20947.2119262446,20650.8443041372,26196.0743096498
14678,75.01787,2.829445,NA,NA,0,NA,28495.5618992462,27346.4176542607,24757.8388316517,20271.9692490837,15858.4247252336,12322.8329305311
14679,438.3307,2.273386,NA,NA,0,NA,10495.4301564629,20524.8847180614,12265.225710795,10145.1699775867,11246.344566185,6127.11227572169
14680,189.0404,7.0367485,"C7H10O6 ; C8H14OS2","3-Dehydroquinate ; 5-(Methylthio)-2-[(methylthio)methyl]-2-pentenal",0,NA,30889.6377437861,24021.1229125206,24466.9207774692,26044.3102663623,23750.8101682998,22027.8559233053
14681,266.0888,14.1755,"C9H17NO8 ; C10H13N5O4","Neuraminic acid ; Adenosine",2.39647673268721,NA,182.716070983942,520.166032981493,688.045517946942,26603.0334494461,23776.9362512001,21647.1026787551
14682,510.2125,2.562756,NA,NA,2.11797094274544,NA,1001.63629274329,1792.79446837425,740.119816406694,9539.35636046077,19372.0454174956,11481.3686493536
14683,144.9581,12.7872,NA,NA,2.28294560030948,NA,10007.974498656,11931.3639548071,11461.353657508,25699.2252322911,32397.7121904612,22952.48954371
14684,639.2805,2.531789,NA,NA,0,NA,11358.9187904525,10235.9527926545,7953.79289190108,18133.0791942112,10028.8651904764,11479.519576752
14685,171.9577,13.49535,NA,NA,0,NA,19899.8714586746,14595.714394896,11843.7673620481,17852.2630166471,23427.0951875489,10685.9268120335
14687,349.114,3.999827,NA,NA,1.69284639812416,NA,17334.5818500289,19148.9899875313,10190.6598937329,3774.63451245761,2802.12362840594,1710.87875452221
14688,432.3201,4.026871,NA,NA,0,NA,13161.07161395,22713.1276327487,4203.13378959083,1590.98326883221,1221.69515321891,5019.08374190699
14689,386.1046,6.987917,NA,NA,0,NA,28996.8423392914,24628.0833162618,21415.6660379529,17587.0705237014,18994.72843963,9155.66157645004
14690,554.4295,3.871889,NA,NA,0,NA,2085.8250271962,2256.27574135135,772.250766520158,3683.96945032597,9640.3553722278,16698.6048504235
14692,735.506633333333,4.05974666666667,NA,NA,0,NA,71380.4326541825,59666.9563428835,49864.0436403611,1673.01238221325,5109.49984530357,108.997963883099
14693,382.0222,6.897372,NA,NA,1.41073196053728,NA,31087.8406528348,30362.4692435298,28036.336945936,4820.34355749287,9082.0680750885,13126.0895325832
14694,176.95115,14.02225,NA,NA,1.444518608991,NA,80827.2938037414,63471.8041542607,38531.568331722,4413.37423416395,3545.58919722014,412.635148986016
14695,320.021,7.317158,NA,NA,0,NA,13203.4045060587,9168.88552635537,12217.7827010068,7815.4267906835,4595.87044561451,6190.19290092682
14697,178.0591,2.619953,NA,NA,0,NA,15469.0837862596,9082.3756908616,13052.0129623321,7095.07382412442,6253.73815641431,2713.07415819085
14698,844.7493,13.40713,NA,NA,2.28165611408445,NA,18940.8762538223,9045.4261190658,23735.5871139728,892.781978193614,1020.19859472164,961.517752825906
14700,275.0552,12.63061,"C14H12O6","O-Demethylfonsecin",2.36377295925846,NA,1317.53696968541,1088.12509890787,2609.2547419727,18334.9757340875,22321.1725229889,21080.8387924603
14701,344.1584,4.007648,NA,NA,0,NA,22610.3543017991,36161.6758610616,20215.6636883188,23857.1851851679,26478.0954317194,26742.8450779395
14702,391.2493,3.833959,"C23H36O5","20, 22-Dihydrodigoxigenin",0,NA,45571.3253340272,31201.9149659007,26322.5607039875,18176.2017083502,13994.4544011114,18424.2956496805
14703,194.0904,2.547947,NA,NA,0,NA,12148.538398901,10651.1175322561,19566.3636643535,16284.4482032105,18107.5958246072,17184.1518516784
14704,527.343,2.664333,NA,NA,1.39294192099316,NA,4425.60558047407,3220.26010438371,6848.63224329152,15783.8130783232,10741.820659035,26405.768874631
14705,416.0918,13.36898,NA,NA,2.77487171201791,NA,1392.38451683546,863.608990655172,1586.60415732693,23585.8786617946,22008.0214394797,19817.6497106657
14706,497.2543,4.015553,NA,NA,0,NA,16727.1719909218,11322.4251417952,10798.438974405,9021.8842831386,12330.4938647637,12400.4161241094
14708,164.0214,14.24015,"C5H3N5O2","8-Oxoguanine",2.47185492174689,NA,6496.57997375633,4354.38877616573,6503.10930133689,22485.295955215,25601.8886252326,23082.0414093539
14709,86.9698,11.60455,NA,NA,0,NA,15080.4929326441,19366.5483193599,17147.4681823461,18167.6554193282,8820.50304497047,8968.12863319696
14710,488.222,2.736392,NA,NA,0,NA,23908.2217763731,20908.9295244206,27128.471410661,18362.6557907191,30678.2129425044,22946.9423259053
14711,477.2859,6.887414,"C27H42O7","Erinacine D",0,NA,28214.9496393869,24595.3839900004,27631.3761781266,28104.480987196,24200.8321907921,27283.4360509554
14712,419.0288,3.890806,NA,NA,1.67759461893235,NA,16982.5562245947,23307.3839814536,12611.0766100336,419.683835902981,2407.19917699899,581.971271447259
14713,164.0248,3.213411,NA,NA,0,NA,8748.43006892201,6931.55916683372,7031.19919387243,8416.97012477914,5936.79482942307,10116.032904263
14714,264.0669,2.055517,"C16H11NO3","Piperolactam A",1.9865728729293,NA,22928.8856498837,17426.0733791859,21584.3978446005,4087.92277299779,3058.77938072253,5878.38378812099
14715,300.049,13.79997,"C8H16NO9P","N-Acetyl-D-Glucosamine 6-Phosphate",1.57593547458251,NA,10088.2000622087,15460.4904247277,10924.1540866334,25647.8998068139,20655.5980578959,20752.3364468465
14716,395.1159,13.00976,NA,NA,1.45722435176537,NA,1119.41110958234,1367.10303540008,706.880902496214,4277.70666507382,29827.7116193055,29110.543616429
14717,468.9454,13.88582,NA,NA,2.2465088650109,NA,1684.06981087609,1230.39273186007,2781.37027005636,18213.5535697455,16663.5599786115,27501.7823293198
14718,398.2548,2.555838,NA,NA,0,NA,1225.07823497065,3900.60170861527,445.401446400436,18720.2645719844,10516.8683361068,10346.7971649412
14719,197.9995,1.636333,NA,NA,0,NA,9593.69552657896,28676.986806105,19834.2914697479,19039.7393537966,4436.2450676007,1766.35093256986
14720,570.2794,2.525542,"C26H37N9O6","Kinetensin 4-7",0,NA,11956.5984684301,9467.81872130089,9528.1839642935,10620.5000748228,10141.8695468026,11437.8473194889
14721,364.9279,5.908092,NA,NA,0,NA,20329.5844352537,18217.6482660002,11556.9930924665,12119.8396551242,7879.55617674944,8931.60361013895
14722,238.877,13.36173,NA,NA,0,NA,22672.1915841357,27150.6218244103,43944.6584176993,22842.1989045745,30050.0034051506,20312.0917243305
14723,292.8309,13.83998,NA,NA,1.52046787670692,NA,27935.3940507815,30163.0500349026,33735.3814082852,1730.24199620002,2234.06863887269,216.049535553999
14725,806.25505,13.44655,NA,NA,1.75745857170162,NA,19774.7439710272,8849.35686860825,23134.1954445905,837.460018006403,2261.45652061018,784.396061515871
14726,244.9453,2.133195,NA,NA,0,NA,12929.9467911475,7132.53665062812,3867.61686868706,10483.4065345175,9280.79063242122,6943.21701276648
14727,596.356,2.7245,NA,NA,1.51664096371931,NA,1707.18449455478,1771.67661660791,7685.39198596535,22371.7619393343,26948.5703330378,23881.3371032542
14728,115.0593,11.65518,NA,NA,0,NA,28810.8571916158,15538.7265081926,17695.4227577983,24306.2373513151,16944.7063660332,9642.6450151576
14729,717.3851,2.491967,NA,NA,0,NA,8771.82322950407,10454.221351182,2745.53428900567,2190.94038879352,22395.2958686342,7951.49781168655
14730,199.0375,8.812915,NA,NA,3.21920040632011,NA,782.597147407124,1013.65688478445,1285.23800453857,30861.0788806348,31166.5584366565,30211.851257935
14731,418.1877,2.500509,NA,NA,0,NA,5806.11245199635,7478.41260711846,10160.6628818925,11200.8083606487,8106.1820948795,16243.5967429779
14732,265.0319,3.954324,NA,NA,0,NA,9061.54047333434,4609.61690968199,16150.7328709125,3757.52667318317,4863.33267355381,1329.38588093136
14733,534.9425,14.15059,NA,NA,2.39089671716799,NA,20785.3289484519,21548.7782036231,26842.9380605321,850.813594603316,2032.57208037541,906.045574778258
14734,287.0774,11.13328,"C12H16O8","Phlorin",1.92617171559889,NA,14102.3125403385,17153.8198112825,18087.4868270104,24886.7459407899,27390.4738048723,31368.056891786
14735,625.3386,2.473817,NA,NA,0,NA,24697.7863498605,8982.68053560446,6779.99831792157,8115.44445756704,22836.9548058103,8785.15608689706
