"id","formula","degree","parent","score","parent_formula"
924,"C7H12O5",5,371,0.997174789183051,"C6H12O3"
924,"C8H16S2",9,959,0.00114435868624859,"C8H18S2"
924,"C8H16S2",7,546,0.000886657605513913,"C6H12S2"
925,"C6H12N2O4",6,372,0.996613394362966,"C5H12N2O2"
926,"C11H12O2",6,2228,0.996671219851556,"C11H12O5S"
926,"C3H16N2O4S",10,1576,0.0224730638453831,"C5H18N2O5S"
926,"C3H16N2O4S",11,1345,0.0224553601552891,"C5H20N2O4S"
927,"C8H16O2S",6,502,0.996554838953752,"C8H16O2"
927,"C8H8N4O3S-1 Illegal_formula",13,1406,0,"C8H8N4O3"
927,"C8H8N4O3S-1 Illegal_formula",11,1406,0,"C8H8N4O3"
927,"C8H8N4O3S-1 Illegal_formula",10,1406,0,"C8H8N4O3"
928,"C5H12N4O3",8,1141,0.995469667125617,"C6H14N4O3"
929,"C10H12N2O",8,1196,0.995489110423301,"C10H14N2O2"
929,"C10H12N2O",9,962,0.994830899927944,"C10H14N2O"
929,"C10H12N2O",10,3865,0.994347375572409,"C16H22N2O6"
930,"C12H16O",6,963,0.996629209873112,"C12H18O"
930,"C12H16O",7,397,0.995931452162369,"C10H14"
930,"C12H16O",9,3867,0.994935638662853,"C18H26O6"
930,"C4H20N2O3S",11,1619,0.0224606092209837,"C5H20N2O5S"
930,"C4H20N2O3S",12,1143,0.0224423859423094,"C5H22N2O3S"
931,"C11H16N2",8,553,0.995487936787679,"C9H12N2"
931,"C11H16N2",9,1170,0.994813222487619,"C11H16N2O"
931,"C11H16N2",10,553,0.994346196751328,"C9H12N2"
931,"C3H20N4O2S",13,1583,0.0224296174718784,"C5H22N4O3S"
932,"C13H20",4,1144,0.997735974785414,"C14H22"
932,"C13H20",7,554,0.995942108514382,"C11H16"
932,"C13H20",10,3869,0.994371324450266,"C19H30O5"
932,"C5H24N2O2S",12,908,0.0224421201108106,"C5H22N2O2S"
933,"C9H7NOS",8,508,0.995444472343339,"C9H7NO"
933,"C9H7NOS",10,967,0.994307215883473,"C9H9NOS"
934,"C6H11NOS2",7,1173,0.995952451963235,"C6H11NO2S2"
934,"C6H3N5O2",10,970,0.142681766440112,"C6H5N5O2"
934,"C6H3N5O2",11,970,0.142606680440444,"C6H5N5O2"
934,"C6H3N5O2",14,970,0.142362483601537,"C6H5N5O2"
934,"C5H7NO6",5,378,0.00114663228432621,"C4H7NO4"
935,"C9H7NO3",6,971,0.996596273231151,"C9H9NO3"
935,"C9H7NO3",9,3877,0.994913398518722,"C15H17NO8"
935,"CH11N3O5S",16,5188,0.0224708329095944,"C17H41N3O6S"
935,"C3H16NOPS2",15,6146,0.000307811384470297,"C14H33N2O10PS2"
936,"C6H11NO3S",5,509,0.997125744894724,"C6H11NO3"
936,"C6H11NO3S",6,400,0.996561404204949,"C4H9NO2S"
936,"C7H15NO-2S3 Illegal_formula",16,6147,0,"C18H32N2O7S3"
936,"C14H7N-1O Illegal_formula",17,6147,0,"C25H24O10"
936,"C14H7N-1O Illegal_formula",14,6147,0,"C25H24O10"
936,"C14H7N-1O Illegal_formula",12,6147,0,"C25H24O10"
937,"C7H15NO-2S3 Illegal_formula",16,6147,0,"C18H32N2O7S3"
937,"C14H7N-1O Illegal_formula",17,6147,0,"C25H24O10"
937,"C4H16N-1O4PS Illegal_formula",10,6392,0,"C14H28N4O10P2S"
937,"C14H7N-1O Illegal_formula",14,6147,0,"C25H24O10"
937,"C14H7N-1O Illegal_formula",12,6147,0,"C25H24O10"
938,"C10H11NS",9,511,0.99474298854063,"C10H11N"
938,"C10H11NS",14,511,0.9920737998289,"C10H11N"
939,"C5H11N3O4",6,557,0.996618014099511,"C3H7N3O4"
940,"C10H11NO2",7,403,0.996085805312757,"C8H9NO"
940,"C10H11NO2",9,3882,0.994912213917589,"C16H21NO7"
941,"C9H11N3O",8,1204,0.995493817796751,"C9H13N3O2"
941,"C9H11N3O",9,1177,0.994955989510658,"C9H11N3O2"
941,"C9H11N3O",10,732,0.99435207101122,"C9H10N2O"
941,"C8H15N-1O5 Illegal_formula",7,1168,0,"C8H16O5"
941,"C14H14N-5O6P-1 Illegal_formula",12,6394,0,"C24H26O12"
941,"C9H19N-1S2 Illegal_formula",10,1168,0,"C9H20S2"
941,"C14H14N-5O6P-1 Illegal_formula",11,6394,0,"C24H26O12"
942,"C7H15NO4",5,683,0.997178328457151,"C7H13NO3"
943,"C11H15NO",7,2247,0.995966182006451,"C11H15NO4S"
943,"C3H19N3O3S",12,1600,0.0224423604949598,"C5H21N3O4S"
943,"C3H19N3O3S",13,1362,0.0224293663980868,"C5H23N3O3S"
944,"C10H15N3",9,737,0.994929170977158,"C10H14N2"
944,"C10H15N3",11,737,0.993788048535513,"C10H14N2"
944,"C15H18N-5O5P-1 Illegal_formula",13,6398,0,"C25H30O11"
944,"C15H18N-5O5P-1 Illegal_formula",12,6398,0,"C25H30O11"
944,"C15H18N-5O5P-1 Illegal_formula",9,6398,0,"C25H30O11"
945,"H4O7P2",6,1364,0.996836309910282,"C2H8O7P2"
945,"H4O7P2",8,3891,0.99541080500458,"C6H14O12P2"
945,"C-2H7N-2O10PS Illegal_formula",13,6409,0,"C8H19N3O16P2S"
946,"C6H10S3",6,520,0.996487943453407,"C6H10S2"
946,"C5H6O5S",2,107,0.00115510634661851,"C5H6O2"
948,"C6H10O2S2",5,522,0.997073059996677,"C6H10O2S"
948,"C5H6O7",4,384,0.00114909009535502,"C4H6O5"
949,"C9H6O4",4,1208,0.997746014268077,"C9H8O5"
949,"CH10N2O6S",14,5211,0.0224170804626252,"C17H40N2O7S"
950,"C6H10O4S",5,388,0.997127495113446,"C5H10O2S"
950,"C7H14O-1S3 Illegal_formula",9,1183,0,"C7H14S3"
951,"C5H10N2O3S",5,525,0.997130444686059,"C5H10N2O3"
951,"C13H6O",10,985,0.0224685440855393,"C13H8O"
951,"C13H6O",12,3899,0.0224590039960149,"C19H16O6"
951,"C13H6O",14,985,0.0224176950190595,"C13H8O"
951,"C6H14N2O-2S3 Illegal_formula",12,3899,0,"C12H24N2O3S3"
952,"C6H10O6",4,390,0.997745975295778,"C5H10O4"
952,"C7H14OS2",9,953,0.00114500840067608,"C7H14OS2"
952,"C7H14OS2",8,409,0.000886775627228083,"C5H12S2"
952,"C7H14OS2",7,527,0.000882841570931845,"C7H14OS"
953,"C7H14OS2",8,409,0.995383483145893,"C5H12S2"
953,"C7H6N4O2",9,987,0.142767655877201,"C7H8N4O2"
953,"C7H6N4O2",12,987,0.142522357177242,"C7H8N4O2"
953,"C7H14OS2",7,1186,0.0205416096781327,"C7H14O2S2"
953,"C6H10O6",4,390,0.00114728226726956,"C5H10O4"
954,"C7H6N4O2",9,987,0.994923305835065,"C7H8N4O2"
954,"C7H6N4O2",12,987,0.993213861269484,"C7H8N4O2"
954,"C7H14OS2",7,1186,0.143204986128453,"C7H14O2S2"
954,"C6H10O6",4,570,0.000164700003091654,"C4H6O6"
954,"C6H10O6",5,409,0.000164476784271395,"C4H8O5"
955,"C10H10O3",5,1212,0.997180149083998,"C10H12O4"
955,"C2H14N2O5S",10,1613,3.93546837834184e-07,"C4H16N2O6S"
956,"C9H10N2O2",7,749,0.996090822984452,"C9H9NO2"
956,"C9H10N2O2",10,395,0.994353774175141,"C8H10N2"
957,"C14H10",9,3902,0.994912631557069,"C20H20O5"
957,"C14H10",10,1215,0.994355557066921,"C14H12O"
957,"C14H10",11,1215,0.993843054725258,"C14H12O"
957,"C14H10",13,1215,0.992584713642492,"C14H12O"
957,"C14H10",15,1191,0.991581133282021,"C14H10O"
957,"C14H10",18,3902,0.989873782227537,"C20H20O5"
957,"C6H14N2O2S",7,530,0.0225961330776972,"C6H14N2O2"
958,"C7H14O5",5,413,0.997180088542458,"C5H12O4"
958,"C7H14O5",6,396,0.996615745965241,"C6H14O3"
958,"C8H18S2",9,959,0.00114500703233787,"C8H18S2"
958,"C8H18S2",8,532,0.000882335646305651,"C8H18S"
959,"C8H18S2",8,532,0.99538229361641,"C8H18S"
959,"C8H10N4O",10,1194,0.142634702034126,"C8H10N4O2"
959,"C8H10N4O",12,1194,0.142472776264837,"C8H10N4O2"
959,"C7H14O5",5,413,0.00114743305231976,"C5H12O4"
959,"C7H14O5",6,396,0.00114598264582184,"C6H14O3"
960,"C11H14O2",5,1217,0.997178957407404,"C11H16O3"
960,"C3H18N2O4S",11,1619,0.0224604640151245,"C5H20N2O5S"
960,"C3H18N2O4S",12,1379,0.0224421079652358,"C5H22N2O4S"
961,"C8H18O2S",7,533,0.996070777134359,"C8H18O2"
961,"C7H14O7S-1 Illegal_formula",7,1434,0,"C7H14O7"
961,"C7H14O7S-1 Illegal_formula",5,1434,0,"C7H14O7"
961,"C8H10N4O3S-1 Illegal_formula",13,1435,0,"C8H10N4O3"
961,"C8H10N4O3S-1 Illegal_formula",10,1435,0,"C8H10N4O3"
961,"C8H10N4O3S-1 Illegal_formula",9,1435,0,"C8H10N4O3"
962,"C10H14N2O",8,416,0.995388978357072,"C8H12N2"
963,"C12H18O",5,1381,0.997188297110718,"C14H22O"
963,"C12H18O",6,1220,0.996613370818568,"C12H20O2"
963,"C4H22N2O3S",12,1644,0.0224420011740194,"C5H22N2O5S"
963,"C4H22N2O3S",13,1171,0.0224298033119427,"C5H24N2O3S"
965,"C5H9NO4S",5,537,0.997132226568359,"C5H9NO4"
965,"C5H9NO4S",6,400,0.996567846928254,"C4H9NO2S"
965,"C6H13NO-1S3 Illegal_formula",16,6172,0,"C17H30N2O8S3"
965,"C13H5N-1O2 Illegal_formula",13,6172,0,"C24H22O11"
965,"C13H5N-1O2 Illegal_formula",12,6172,0,"C24H22O11"
967,"C9H9NOS",7,1227,0.9960073763393,"C9H11NO2S"
967,"C9H9NOS",9,538,0.994865000533123,"C9H9NO"
967,"C9H9NOS",9,418,0.439142335039592,"C7H7NS"
968,"C5H9NO6",5,401,0.997171305794929,"C4H9NO4"
968,"C6H13NOS2",8,969,0.00114565180840512,"C6H13NOS2"
968,"C6H13NOS2",7,706,0.000887273927807767,"C6H11NS2"
969,"C6H13NOS2",7,706,0.995942813039049,"C6H11NS2"
969,"C6H5N5O2",9,1390,0.142597492130287,"C8H9N5O2"
969,"C6H5N5O2",13,996,0.142322334604225,"C6H7N5O2"
969,"C6H5N5O2",10,402,0.124126541028478,"C5H5N5"
969,"C5H9NO6",5,401,0.0011484438175586,"C4H9NO4"
970,"C6H5N5O2",9,1390,0.994897264123794,"C8H9N5O2"
970,"C6H5N5O2",10,402,0.994373701390397,"C5H5N5"
970,"C6H5N5O2",13,996,0.992670955671737,"C6H7N5O2"
970,"C6H13NOS2",7,706,0.142815926664434,"C6H11NS2"
970,"C5H9NO6",5,706,0.000164684222707715,"C5H7NO5"
971,"C9H9NO3",5,1228,0.997155341996185,"C9H11NO4"
972,"C6H13NO3S",6,539,0.996566695639454,"C6H13NO3"
972,"C7H17NO-2S3 Illegal_formula",17,6173,0,"C18H34N2O7S3"
972,"C14H9N-1O Illegal_formula",13,6173,0,"C25H26O10"
972,"C14H9N-1O Illegal_formula",11,1191,0,"C14H10O"
973,"C8H9N3O2",8,1229,0.995491456673072,"C8H11N3O3"
973,"C8H9N3O2",9,1177,0.994964206706278,"C9H11N3O2"
973,"C8H9N3O2",10,420,0.994361326924537,"C6H7N3O"
973,"C7H13N-1O6 Illegal_formula",6,1193,0,"C7H14O6"
973,"C6H12NO5P-1S Illegal_formula",8,2278,0,"C6H13NO8S"
973,"C13H12N-5O7P-1 Illegal_formula",12,6421,0,"C23H24O13"
973,"C8H17N-1OS2 Illegal_formula",9,1193,0,"C8H18OS2"
973,"C13H12N-5O7P-1 Illegal_formula",10,6421,0,"C23H24O13"
974,"C6H13NO5",6,710,0.996605766917272,"C6H11NO4"
974,"C7H17NS2",9,765,0.000885587873164424,"C7H16S2"
975,"C7H9N5O",9,999,0.994898524102655,"C7H11N5O"
975,"C7H9N5O",10,999,0.994378396795364,"C7H11N5O"
975,"C7H9N5O",13,999,0.992669888474608,"C7H11N5O"
975,"C7H17NS2",9,585,0.142712074022155,"C5H13NS2"
975,"C6H13NO5",6,585,0.000164449536566854,"C4H9NO5"
976,"C10H13NO2",6,1232,0.996619254093916,"C10H15NO3"
977,"C11H17NO",6,588,0.996618071839951,"C9H13NO"
977,"C3H21N3O3S",13,1631,0.0224297765664805,"C5H23N3O4S"
977,"C3H21N3O3S",14,1396,0.0224167910673046,"C5H25N3O3S"
978,"C12H21N",6,1633,0.996640366120872,"C14H23NO"
978,"C12H21N",8,1206,0.995466801108307,"C12H21NO"
978,"C12H21N",9,589,0.994825030120491,"C10H17N"
978,"C4H25N3O2S",14,1658,0.0224166852165284,"C5H25N3O4S"
978,"C4H25N3O2S",15,1633,0.0224043671117062,"C6H27N3O3S"
979,"C6H12S3",7,546,0.995905873883885,"C6H12S2"
979,"C5H8O5S",3,119,0.00115372586438755,"C5H8O2"
980,"C6H12O2S2",6,549,0.996514689038294,"C6H12O2S"
980,"C6H4N4O3",9,1008,0.142648292760116,"C6H6N4O3"
980,"C6H4N4O3",12,1008,0.142403199145947,"C6H6N4O3"
980,"C5H8O7",5,408,0.00114844583842106,"C4H8O5"
981,"C9H8O4",4,1010,0.997742467142514,"C9H10O4"
981,"CH12N2O6S",16,5237,0.0224706613102619,"C17H42N2O7S"
982,"C6H12O4S",5,550,0.997132687735264,"C6H12O4"
982,"C5H11N2O3P-1S2 Illegal_formula",8,2294,0,"C5H12N2O6S2"
982,"C7H16O-1S3 Illegal_formula",10,1209,0,"C7H16S3"
983,"C8H8N2O3",6,1245,0.99661046855811,"C8H10N2O4"
983,"C6H11O6P-1S Illegal_formula",7,2295,0,"C6H12O9S"
984,"C5H12N2O3S",6,725,0.9965713541599,"C5H10N2O2S"
984,"C13H8O",10,1011,0.0224967589513638,"C13H10O"
984,"C13H8O",9,1246,0.0224865092214889,"C13H10O2"
984,"C13H8O",12,1011,0.0224716185743747,"C13H10O"
984,"C13H8O",11,1246,0.0224613829278958,"C13H10O2"
984,"C13H8O",13,3938,0.0224452502716466,"C19H18O6"
984,"C6H16N2O-2S3 Illegal_formula",13,3938,0,"C12H26N2O3S3"
985,"C13H8O",9,1246,0.994909765542298,"C13H10O2"
985,"C13H8O",10,1011,0.99441442412911,"C13H10O"
985,"C13H8O",11,1246,0.993798059202225,"C13H10O2"
985,"C13H8O",12,1011,0.993303155009858,"C13H10O"
985,"C13H8O",13,3938,0.992658162918787,"C19H18O6"
985,"C5H12N2O3S",6,725,0.0225240637104145,"C5H10N2O2S"
985,"C6H16N2O-2S3 Illegal_formula",13,3938,0,"C12H26N2O3S3"
985,"C12H7N2P-1S Illegal_formula",12,2296,0,"C12H8N2O3S"
986,"C6H12O6",5,413,0.997171832622917,"C5H12O4"
986,"C7H16OS2",9,1193,0.00114435531675144,"C8H18OS2"
986,"C7H16OS2",8,552,0.000882342951457949,"C7H16OS"
987,"C7H8N4O2",8,429,0.995496157508066,"C5H6N4O"
987,"C7H8N4O2",11,429,0.993785728687544,"C5H6N4O"
987,"C7H16OS2",8,1211,0.143122579766089,"C7H16O2S2"
987,"C6H12O6",5,597,0.000164579743223931,"C4H8O6"
987,"C6H12O6",6,429,0.000164494964152256,"C4H10O5"
988,"C5H13N2O3P",10,787,0.492326782677546,"C4H11N2O3P"
988,"C5H13N2O3P",9,1013,0.0942895522987543,"C5H15N2O3P"
988,"C7H8N4O2",10,6185,0.000261114832150753,"C18H25N5O11"
988,"C7H8N4O2",13,6185,0.000260666193217284,"C18H25N5O11"
988,"C6H12O6",7,6185,4.31686367679251e-08,"C17H29NO15"
988,"C5H11N2O5P-1S Illegal_formula",10,2298,0,"C5H12N2O8S"
988,"C6H15N2P-1S3 Illegal_formula",12,2298,0,"C6H16N2O3S3"
988,"C13H7O3P-1 Illegal_formula",8,2298,0,"C13H8O6"
989,"C10H12O3",5,1016,0.997161855516912,"C10H14O3"
989,"C2H16N2O5S",18,5239,0.0224555742193338,"C18H46N2O6S"
989,"C2H16N2O5S",11,1641,3.93314543096441e-07,"C4H18N2O6S"
990,"C9H12N2O2",6,1252,0.996609287039404,"C9H14N2O3"
991,"C11H16O2",5,1017,0.997160663862192,"C11H18O2"
991,"C3H20N2O4S",12,1644,0.0224418542827084,"C5H22N2O5S"
991,"C3H20N2O4S",13,1415,0.022429525490908,"C5H24N2O4S"
992,"C12H20O",5,1416,0.997164235030226,"C14H24O"
992,"C12H20O",6,1220,0.996608073012643,"C12H20O2"
992,"C4H24N2O3S",14,1199,0.0224165647286731,"C5H26N2O3S"
993,"C13H24",4,3948,0.997735997416737,"C19H34O5"
993,"C13H24",7,1674,0.996036953361751,"C14H24O2"
993,"C5H28N2O2S",15,1221,0.0224041428585715,"C5H28N2O3S"
994,"C8H7NO4",5,1024,0.997182496409999,"C8H9NO4"
995,"C5H11NO4S",5,744,0.997122116719086,"C5H9NO3S"
995,"C6H15NO-1S3 Illegal_formula",13,6193,0,"C17H32N2O8S3"
995,"C13H7N-1O2 Illegal_formula",13,6193,0,"C24H24O11"
995,"C13H7N-1O2 Illegal_formula",11,6193,0,"C24H24O11"
996,"C6H7N5O2",9,1026,0.994892012114678,"C6H9N5O2"
996,"C6H7N5O2",10,786,0.994355509067446,"C6H6N4O2"
996,"C6H7N5O2",11,777,0.993792669063414,"C6H7N5O"
996,"C6H7N5O2",12,786,0.993227822415116,"C6H6N4O2"
996,"C6H15NOS2",8,747,0.142738393335889,"C6H13NS2"
996,"C5H11NO6",5,748,0.000164606457485496,"C5H9NO5"
996,"C5H11NO6",6,747,0.000164591890727732,"C5H9NO5"
997,"C9H11NO3",5,1028,0.997181305460036,"C9H13NO3"
997,"CH15N3O5S",18,5246,0.0223715767321543,"C17H45N3O6S"
998,"C6H15NO5",6,751,0.996611067991467,"C6H13NO4"
999,"C7H11N5O",8,1681,0.995456640463312,"C8H11N5O3"
999,"C7H11N5O",9,609,0.994936221375953,"C5H7N5O"
999,"C7H11N5O",12,609,0.993226754619313,"C5H7N5O"
999,"C7H19NS2",10,1681,0.143574009790717,"C8H19NO2S2"
999,"C6H15NO5",7,609,0.000164402440767525,"C4H11NO5"
1000,"C10H15NO2",6,1030,0.996615708782952,"C10H17NO2"
1001,"C11H19NO",6,612,0.99659810169599,"C9H15NO"
1001,"C11H19NO",7,1272,0.996044605165526,"C11H21NO2"
1001,"C3H23N3O3S",14,1658,0.0224168708117724,"C5H25N3O4S"
1001,"C3H23N3O3S",15,1425,0.0224045513201102,"C5H27N3O3S"
1002,"C-1H6N2O4S3 Illegal_formula",17,5262,0,"C15H36N2O5S3"
1002,"C6H-2O7 Illegal_formula",10,5262,0,"C22H28O8"
1002,"C6H-2O7 Illegal_formula",7,5262,0,"C22H28O8"
1003,"C4H6O4S2",5,567,0.997086394385754,"C4H6O4S"
1004,"C5H10OS3",7,570,0.99592101015876,"C5H10OS2"
1004,"C5H10OS3",8,444,0.995357378977046,"C3H8S3"
1004,"C5H2N4O2S",11,1036,0.142478932455946,"C5H4N4O2S"
1004,"C5H2N4O2S",14,1036,0.142236796414516,"C5H4N4O2S"
1004,"C4H6O6S",3,128,0.00115554927302826,"C4H6O3"
1005,"C8H6O5",4,1039,0.99774891749717,"C8H8O5"
1005,"C9H10S2",9,1692,0.00114577308743997,"C10H10O2S2"
1006,"C5H10O5S",4,131,0.997763508228178,"C5H10O2"
1006,"C6H14S3",9,1007,0.00115401682133119,"C6H14S3"
1006,"C6H14S3",8,575,0.000889412266158157,"C6H14S2"
1007,"C6H14S3",8,575,0.995356189483161,"C6H14S2"
1007,"C6H6N4OS",10,576,0.123841321638146,"C6H6N4O"
1007,"C6H6N4OS",13,576,0.12363378182828,"C6H6N4O"
1007,"C5H10O5S",4,131,0.00115489392147522,"C5H10O2"
1008,"C6H6N4O3",8,429,0.995502593344601,"C5H6N4O"
1008,"C6H6N4O3",11,429,0.993792153466236,"C5H6N4O"
1008,"C6H14O2S2",7,617,0.142749170358644,"C4H10O2S2"
1008,"C5H10O7",6,429,0.000164496027604578,"C4H10O5"
1008,"C5H10O7",5,759,0.000164424050639418,"C5H8O6"
1009,"C8H10N2OS",8,579,0.995469418957013,"C8H10N2O"
1009,"C8H10N2OS",10,448,0.994297132739378,"C6H8N2S"
1009,"C8H10N2OS",11,3971,0.99387703058484,"C14H20N2O6S"
1009,"C5H11O7PS-1 Illegal_formula",5,1500,0,"C5H11O7P"
1010,"C9H10O4",3,450,0.998302178893154,"C7H8O3"
1010,"C10H14O-1S2 Illegal_formula",10,1284,0,"C10H16S2"
1010,"C4H13N4P-1S3 Illegal_formula",13,2337,0,"C4H14N4O3S3"
1010,"C12H9N2O-2P-1S2 Illegal_formula",16,2337,0,"C12H10N2OS2"
1010,"C12H9N2O-2P-1S2 Illegal_formula",14,2337,0,"C12H10N2OS2"
1011,"C13H10O",9,1285,0.994986982805105,"C13H12O2"
1011,"C13H10O",11,3975,0.993875073845198,"C19H20O6"
1011,"C13H10O",15,1285,0.991534933396929,"C13H12O2"
1011,"C5H14N2O3S",7,762,0.0225111045105674,"C5H12N2O2S"
1011,"C6H18N2O-2S3 Illegal_formula",14,3975,0,"C12H28N2O3S3"
1012,"C6H14O6",6,764,0.996612833640803,"C6H12O5"
1012,"C7H18OS2",9,765,0.000886269472107318,"C7H16S2"
1013,"C5H15N2O3P",8,133,0.768783511254455,"C5H14N2"
1013,"C5H13N2O5P-1S Illegal_formula",10,2340,0,"C5H14N2O8S"
1013,"C13H9O3P-1 Illegal_formula",7,2340,0,"C13H10O6"
1014,"C12H10N2",11,1286,0.993806870970597,"C12H12N2O"
1014,"C12H10N2",12,1044,0.993149772768616,"C12H12N2"
1014,"C12H10N2",13,1286,0.992667065510957,"C12H12N2O"
1014,"C12H10N2",14,1044,0.992028835941009,"C12H12N2"
1014,"C12H10N2",15,3977,0.991557655535794,"C18H20N2O5"
1014,"C4H14N4O2S",10,1667,0.0225578951272189,"C6H16N4O3S"
1015,"C6H18N2S2",15,1507,0.00765782567937832,"C6H18N2S3"
1015,"C5H14N2O5",8,1507,0.000276671152107027,"C5H14N2O5S"
1015,"C13H10O3S-1 Illegal_formula",7,2340,0,"C13H10O6"
1016,"C10H14O3",4,454,0.997735996094416,"C8H12O2"
1016,"C13H13N2O-3P-1S2 Illegal_formula",15,2342,0,"C13H14N2S2"
1017,"C11H18O2",4,625,0.997734803753571,"C9H14O2"
1018,"C12H22O",5,1221,0.997180720569547,"C13H24O"
1018,"C12H22O",6,1221,0.996609291572042,"C13H24O"
1018,"C12H22O",7,1257,0.996034649249541,"C12H22O2"
1018,"C4H26N2O3S",15,1221,0.0224043278911015,"C5H28N2O3S"
1019,"C13H26",4,3987,0.997755969182145,"C19H36O5"
1019,"C13H26",8,1707,0.99549319150104,"C14H26O2"
1019,"C5H30N2O2S",16,1259,0.0223919109998827,"C5H30N2O3S"
1022,"C4H9NO5S",5,136,0.997129480202601,"C4H9NO2"
1022,"C5H13NS3",13,6211,0.0141435848281797,"C16H30N2O9S3"
1022,"C5H13NS3",9,815,0.000885552194372762,"C5H12S3"
1022,"C12H5N-1O3 Illegal_formula",13,6211,0,"C23H22O12"
1022,"C12H5N-1O3 Illegal_formula",11,6211,0,"C23H22O12"
1023,"C5H5N5OS",10,585,0.994337658126489,"C5H5N5O"
1023,"C5H5N5OS",13,585,0.992629219801576,"C5H5N5O"
1023,"C5H13NS3",9,585,0.142706227255213,"C5H13NS2"
1023,"C5H13NS3",13,6211,0.00769336442944357,"C16H30N2O9S3"
1023,"C4H9NO5S",5,815,0.00016532170479876,"C4H8O5S"
1023,"C4H9NO5S",6,585,0.000164442799238422,"C4H9NO5"
1023,"C12H5N-1O3 Illegal_formula",13,6211,0,"C23H22O12"
1023,"C12H5N-1O3 Illegal_formula",11,6211,0,"C23H22O12"
1024,"C8H9NO4",4,463,0.997741894029278,"C6H7NO3"
1025,"C5H14NO4P",7,137,0.996054910384628,"C5H13NO"
1026,"C6H9N5O2",8,1681,0.99545012482641,"C8H11N5O3"
1026,"C6H9N5O2",11,1681,0.993792029740315,"C8H11N5O3"
1026,"C6H9N5O2",13,996,0.992670955667591,"C6H7N5O2"
1026,"C6H17NOS2",10,1681,0.143573070044998,"C8H19NO2S2"
1026,"C6H17NOS2",9,777,0.142595613024996,"C6H15NS2"
1026,"C5H13NO6",6,777,0.000164508520993624,"C5H11NO5"
1026,"C7H21NO-4S4 Illegal_formula",18,6215,0,"C18H38N2O5S4"
1026,"C14H13N-1O-1S Illegal_formula",14,6215,0,"C25H30O8S"
1026,"C14H13N-1O-1S Illegal_formula",13,6215,0,"C25H30O8S"
1026,"C14H13N-1O-1S Illegal_formula",10,6215,0,"C25H30O8S"
1027,"C11H9N3",11,820,0.993782199413158,"C11H8N2"
1027,"C11H9N3",13,820,0.992642321318926,"C11H8N2"
1027,"C11H9N3",17,1231,0.990450755280555,"C12H11N3"
1027,"C3H13N5O2S",12,1231,0.0225327131927801,"C4H15N5O2S"
1027,"C9H12NO3P-1S Illegal_formula",6,2361,0,"C9H13NO6S"
1027,"C9H20N-3O2P-1S3 Illegal_formula",17,6472,0,"C19H32N2O8S3"
1027,"C10H13N-1O4 Illegal_formula",8,1251,0,"C10H14O4"
1027,"C16H12N-5O5P-1 Illegal_formula",18,6472,0,"C26H24O11"
1027,"C16H12N-5O5P-1 Illegal_formula",15,6472,0,"C26H24O11"
1027,"C16H12N-5O5P-1 Illegal_formula",13,6472,0,"C26H24O11"
1028,"C9H13NO3",4,465,0.997740702411218,"C7H11NO2"
1029,"C10H17NS",8,1058,0.995433390018126,"C10H19NS"
1029,"C10H17NS",9,589,0.994769627764131,"C10H17N"
1029,"C9H13NO5S-1 Illegal_formula",7,1521,0,"C9H13NO5"
1029,"C10H9N5OS-1 Illegal_formula",17,1521,0,"C10H9N5O"
1029,"C10H9N5OS-1 Illegal_formula",15,1521,0,"C10H9N5O"
1029,"C10H9N5OS-1 Illegal_formula",14,1521,0,"C10H9N5O"
1030,"C10H17NO2",5,636,0.997174788450906,"C8H13NO2"
1031,"C4H8S4",7,593,0.995858793238711,"C4H8S3"
1031,"C3H4O5S2",3,592,0.00115990532552419,"C3H4O5S"
1033,"C3H5O7P",3,139,0.998282891096172,"C3H4O4"
1033,"C4HN4O3P",9,1062,0.000164168008091394,"C4H3N4O3P"
1033,"C4HN4O3P",12,1062,0.000163884368794257,"C4H3N4O3P"
1033,"C2H4N2O6S",12,1062,4.12428828817185e-05,"C2H6N2O6S"
1034,"C4H8O6S",4,141,0.997769646636691,"C4H8O3"
1034,"C6H5N2O3P",9,829,0.540940717514559,"C6H4NO3P"
1034,"C6H5N2O3P",11,829,0.540318691616946,"C6H4NO3P"
1034,"C5H12OS3",10,1035,0.00115333715651006,"C5H12OS3"
1034,"C5H12OS3",8,1004,0.000894173784405312,"C5H10OS3"
1034,"C5H12OS3",9,815,0.000892847454212461,"C5H12S3"
1035,"C5H12OS3",9,815,0.994769968750513,"C5H12S3"
1035,"C5H4N4O2S",10,597,0.123843450479249,"C5H4N4O2"
1035,"C5H4N4O2S",13,597,0.123632984536396,"C5H4N4O2"
1035,"C5H12OS3",8,597,0.0178254936739728,"C5H12OS2"
1035,"C4H8O6S",4,141,0.0011530694867402,"C4H8O3"
1036,"C5H4N4O2S",10,597,0.994320675084319,"C5H4N4O2"
1036,"C5H4N4O2S",13,597,0.992630875280047,"C5H4N4O2"
1036,"C5H12OS3",8,597,0.143118241901582,"C5H12OS2"
1036,"C4H8O6S",4,1004,0.000165581819775948,"C4H6O6S"
1036,"C4H8O6S",5,597,0.000164573000560373,"C4H8O6"
1037,"C8H8O3S",5,1279,0.997193247446804,"C8H8O4S"
1038,"C5H4N4O4",10,1242,0.994378409591032,"C6H6N4O4"
