label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,nega-Ecoli-12C14N-a,nega-Ecoli-12C14N-b,nega-Ecoli-12C14N-c,nega-process-blank-A,nega-process-blank-A-end,nega-process-blank-B,nega-process-blank-B-end,nega-Yeast-12C14N-a,nega-Yeast-12C14N-b,nega-Yeast-12C14N-c
,,,,,,,,,,,,,,,,,,,,,,
,0,1,9,208.0649,6.853372,0.7928376,,,,,0,0,208.0649,106079.8,108849.5,190861.2,8.463757e+008,7.980849e+008,8.657692e+008,8.145108e+008,4.354098e+007,4.06356e+007,4.030714e+007
,0,2,10,96.96018,13.73618,0.8403284,,,,,0,0,96.96018,1.639258e+008,1.679869e+008,1.724621e+008,3.398636e+007,5.112037e+007,3.196071e+007,5.425881e+007,6.061699e+008,5.728529e+008,5.565564e+008
,0,3,10,265.148,1.939119,0.8375026,,,,,0,0,265.148,2.406476e+008,2.469512e+008,2.445399e+008,4.153438e+008,4.240616e+008,4.139872e+008,4.4328e+008,2.349816e+008,2.287063e+008,2.202773e+008
,0,4,10,255.2332,2.31153,0.8387064,,,,,0,0,255.2332,3.596827e+008,3.540638e+008,3.90462e+008,3.219104e+008,3.870932e+008,3.303882e+008,3.661935e+008,2.778336e+008,2.809023e+008,2.791195e+008
,0,5,10,283.2644,2.276007,0.8380769,,,,,0,0,283.2644,3.853187e+008,3.622647e+008,3.926162e+008,2.740412e+008,3.130837e+008,2.92408e+008,3.246945e+008,2.242105e+008,2.278768e+008,2.058715e+008
,0,6,10,253.2176,2.312465,0.8387601,,,,,0,0,253.2176,2498976,2411164,2812445,1855345,2263795,1962619,2381180,3.596703e+008,3.712255e+008,3.627361e+008
,0,7,10,281.2488,2.280685,0.839156,,,,,0,0,281.2488,9294635,8603651,9526585,8732337,9736665,9357266,9923632,2.985861e+008,3.167852e+008,2.942046e+008
,0,8,9,96.96971,13.93859,0.7982021,,,,,0,0,96.96971,2.367836e+008,2.368416e+008,2.584832e+008,9534163,7665236,9964765,8961606,421378.1,4981942,4674404
,0,9,10,293.1762,2.375265,0.8313339,,,,,0,0,293.1762,4842252,4294464,4962986,4439078,6411798,5116506,5965554,3932219,4836188,4463736
,0,10,10,179.0561,11.62597,0.806788,,,,,0,0,179.0561,8.923373e+007,8.641215e+007,9.199308e+007,2.865609e+007,3.465612e+007,2.884155e+007,3.313517e+007,1.914142e+008,1.861092e+008,1.951407e+008
,0,11,10,293.1795,1.920387,0.8374785,,,,,0,0,293.1795,1.47486e+008,1.448356e+008,1.465605e+008,1.89842e+008,1.895716e+008,1.876036e+008,1.968705e+008,1.231504e+008,1.231276e+008,1.207534e+008
,0,12,10,293.1795,1.920387,0.8376427,,,,,0,0,293.1795,1.474709e+008,1.448227e+008,1.465467e+008,1.898236e+008,1.895516e+008,1.875824e+008,1.968478e+008,1.231388e+008,1.231133e+008,1.207406e+008
,0,13,10,156.9908,13.42921,0.8010625,,,,,0,0,156.9908,1.68007e+008,1.68647e+008,1.65233e+008,2.338868e+007,3.019175e+007,2.361772e+007,3.089975e+007,3.536976e+007,3.818293e+007,3.680328e+007
,0,14,10,224.0599,11.10415,0.8457744,,,,,0,0,224.0599,15614.26,40913.86,89559.98,1.19685e+008,1.419485e+008,1.141456e+008,1.394527e+008,5047596,5022120,5550984
,0,15,10,194.9274,13.73446,0.8498065,,,,,0,0,194.9274,2.462258e+007,2.397641e+007,2.426402e+007,554658.8,3128286,524014.8,2967227,1.443818e+008,1.328918e+008,1.286379e+008
,0,16,10,194.9464,13.9759,0.8515031,,,,,0,0,194.9464,1.344056e+008,1.320006e+008,1.396321e+008,538508.2,272107.8,548901,413234.2,290460.8,114457.2,98864.9
,0,17,10,239.0599,2.505272,0.8288247,,,,,0,0,239.0599,6.968363e+007,8.618516e+007,1.045372e+008,3.096807e+007,1.10679e+008,5.149036e+007,1.323304e+008,2454479,1.180692e+007,3.536435e+007
,0,18,10,426.9679,1.95879,0.8184734,,,,,0,0,426.9679,8.58387e+007,8.649198e+007,7.982653e+007,1.24065e+008,1.310875e+008,1.208135e+008,1.22056e+008,9.964966e+007,9.760883e+007,1.011364e+008
,0,19,10,372.2759,2.537253,0.8504683,,,,,0,0,372.2759,233315.1,231940.8,240617.7,52874.47,58260.06,52593.42,60678.31,1.241203e+008,1.184503e+008,1.156396e+008
,0,20,10,141.0169,13.86554,0.7495702,,,,,0,0,141.0169,3.283611e+007,3.072853e+007,3.239671e+007,6.539864e+007,9.550129e+007,6.598258e+007,9.882831e+007,4.5358e+007,4.68345e+007,5.018549e+007
,0,21,6,186.1137,2.510147,0.8370841,,,,,0,0,186.1137,1330364,1145997,1306143,23749.04,59496.02,13288.27,69119.48,9.245836e+007,8.678963e+007,8.097519e+007
,0,22,6,294.2444,2.562788,0.8410121,,,,,0,0,294.2444,5287454,4444516,5157326,0,0,5052.694,4717.114,8.439046e+007,8.042013e+007,8.103935e+007
,0,23,10,227.2019,2.343349,0.836699,,,,,0,0,227.2019,5.522283e+007,5.063311e+007,5.670214e+007,7.192799e+007,8.071468e+007,7.587026e+007,7.824881e+007,7.016801e+007,7.566589e+007,6.855153e+007
,0,24,10,284.2678,2.276942,0.8388304,,,,,0,0,284.2678,7.807834e+007,7.116947e+007,7.882206e+007,5.436078e+007,6.17125e+007,5.789557e+007,6.382229e+007,4.294091e+007,4.370201e+007,3.957948e+007
,0,25,10,205.1599,2.411092,0.8395795,,,,,0,0,205.1599,2.956127e+007,2.578277e+007,2.863206e+007,4.520065e+007,7.306567e+007,4.109706e+007,7.10265e+007,4.132684e+007,4.184541e+007,4.071403e+007
,0,26,10,256.2365,2.30966,0.8387405,,,,,0,0,256.2365,6.437654e+007,6.098154e+007,6.895254e+007,5.556056e+007,6.769175e+007,5.775194e+007,6.456803e+007,4.823882e+007,4.845722e+007,4.892371e+007
,0,27,7,209.0677,6.281144,0.7972556,,,,,0,0,209.0677,50069.52,27894.02,25833.85,6.164586e+007,6.145216e+007,6.48299e+007,6.189183e+007,3316619,3068938,3060113
,0,28,6,176.9333,13.73693,0.8529944,,,,,0,0,176.9333,54620.22,70493.01,75419.22,0,8691.508,0,18447.56,113985.5,211054,159649.2
,0,29,10,254.2209,2.30966,0.8523914,,,,,0,0,254.2209,425512.3,379180.9,429359.8,336416.4,405725.5,396620.6,403658.4,6.272972e+007,6.55044e+007,6.386176e+007
,0,30,10,176.9356,13.91903,0.843769,,,,,0,0,176.9356,6.656395e+007,6.371522e+007,6.484376e+007,281269.7,75294.09,260658.4,121780.7,113784,66693.53,34000.43
,0,31,10,282.2522,2.283489,0.8398226,,,,,0,0,282.2522,1745416,1747021,1868037,1522277,1816181,1645897,1860215,6.018945e+007,6.327464e+007,5.760275e+007
,0,32,10,165.0409,2.410142,0.8394156,,,,,0,0,165.0409,4.395964e+007,5.0153e+007,5.906126e+007,1.840999e+007,5.977907e+007,2.389794e+007,6.551853e+007,1589743,7142062,2.080082e+007
,0,33,6,176.9333,13.73693,0.8529944,,,,,0,0,176.9333,54620.22,70493.01,75419.22,0,8691.508,0,18447.56,113985.5,211054,159649.2
,0,34,10,78.95878,13.97569,0.8018448,,,,,0,0,78.95878,5.479952e+007,5.497521e+007,5.952744e+007,2145124,1483737,2214099,1837633,1760584,1161272,1145715
,0,35,8,266.1481,1.90916,0.8561757,,,,,0,0,266.1481,503444.8,1475306,507862.2,988187.5,1320898,793973.4,1259148,1118726,1156947,1168465
,0,36,10,216.9094,13.74486,0.8443569,,,,,0,0,216.9094,1.363284e+007,1.201219e+007,1.1602e+007,1852059,264561.3,1786270,252697.6,5.502792e+007,4.787972e+007,3.642868e+007
,0,37,10,239.0773,11.62895,0.8092725,,,,,0,0,239.0773,2.477329e+007,2.407053e+007,2.431682e+007,8066228,1.058704e+007,8075294,9682315,5.283328e+007,5.008798e+007,5.418831e+007
,0,38,10,89.02431,11.63184,0.7720974,,,,,0,0,89.02431,2.567173e+007,2.519809e+007,2.628475e+007,8610401,9145119,8275410,8812017,5.281602e+007,5.230664e+007,5.44391e+007
,0,39,7,417.1383,6.950228,0.8542355,,,,,0,0,417.1383,1228.855,2029.685,1436.396,4.995678e+007,4.72915e+007,5.068382e+007,5.152836e+007,346566.4,337047.2,343979.8
,0,40,10,157.1234,2.52695,0.8334267,,,,,0,0,157.1234,1.148988e+007,1.269933e+007,1.487852e+007,8779225,2.335938e+007,1.14116e+007,2.160265e+007,5.2352e+007,5.281306e+007,5.206312e+007
,0,41,10,679.1888,2.309667,0.8395454,,,,,0,0,679.1888,3.873719e+007,4.199502e+007,4.638124e+007,4.724912e+007,4.960079e+007,4.27479e+007,4.725158e+007,4.039933e+007,4.489755e+007,4.056346e+007
,0,42,7,143.1077,4.012595,0.8347744,,,,,0,0,143.1077,7242826,7578054,7673426,4592914,6748888,5146392,6444098,5.195766e+007,5.161866e+007,4.956e+007
,0,43,5,87.00864,4.017347,0.7962365,,,,,0,0,87.00864,971588.3,1009572,958799.2,272227.5,576849.2,276346.5,652310.6,3.252001e+007,3.71773e+007,4.890752e+007
,0,44,10,353.0101,1.895102,0.840273,,,,,0,0,353.0101,3.782002e+007,3.839811e+007,3.641531e+007,5.121779e+007,5.23076e+007,5.200643e+007,5.425275e+007,4.461805e+007,4.496713e+007,4.233844e+007
,0,45,6,719.4894,2.43843,0.8506921,,,,,0,0,719.4894,4.935464e+007,3.966037e+007,4.585067e+007,2457.281,2115.929,4119.703,0,84096.14,110461.8,71063.34
,0,46,10,313.0789,2.440348,0.8396523,,,,,0,0,313.0789,3.065245e+007,3.747757e+007,4.500766e+007,1.254831e+007,4.642344e+007,1.970918e+007,4.85884e+007,959343,5043961,1.57142e+007
,0,47,10,417.0226,1.87635,0.8178886,,,,,0,0,417.0226,3.653718e+007,3.711841e+007,3.608736e+007,4.814428e+007,4.762292e+007,4.930378e+007,5.063416e+007,4.117876e+007,4.135523e+007,3.883374e+007
,0,48,10,321.207,2.515588,0.8512095,,,,,0,0,321.207,62654.94,125498.4,113740.2,98407.75,213397.2,134286.8,151248,146048.5,154423.9,138754.7
,0,49,6,719.4893,2.43843,0.8507483,,,,,0,0,719.4893,4.935464e+007,3.966037e+007,4.585067e+007,2457.281,2115.929,4119.703,0,84096.14,110461.8,71063.34
,0,50,10,312.2549,2.536812,0.8494177,,,,,0,0,312.2549,192744.1,198512.2,213107.3,35090.57,38953.77,33972.61,28576.47,4.529301e+007,4.406671e+007,4.353123e+007
,0,51,10,223.0285,2.505267,0.8185562,,,,,0,0,223.0285,2.364044e+007,2.989438e+007,3.767921e+007,1.073607e+007,4.070133e+007,1.76566e+007,4.386636e+007,819382.9,3864717,1.22257e+007
,0,52,10,481.0349,1.869777,0.8162948,,,,,0,0,481.0349,3.078712e+007,3.233199e+007,3.078806e+007,3.956344e+007,4.278137e+007,4.23019e+007,4.318436e+007,3.517435e+007,3.430747e+007,3.481945e+007
,0,53,6,88.0403,12.81682,0.839445,,,,,0,0,88.0403,540191.2,512718.8,496863.2,18933.65,29340.9,16542.3,28866.92,4.274219e+007,4.35192e+007,4.309218e+007
,0,54,10,615.1764,2.317153,0.8412551,,,,,0,0,615.1764,2.948895e+007,2.956276e+007,3.124317e+007,3.858624e+007,4.166601e+007,3.554613e+007,4.066594e+007,3.333721e+007,3.279543e+007,2.923468e+007
,0,55,8,292.9234,13.98196,0.8381342,,,,,0,0,292.9234,4.092456e+007,4.220605e+007,4.22373e+007,19358.82,7068.748,16910.65,13441.4,1386.365,1147.382,996.2947
,0,56,7,280.2648,2.582906,0.8393213,,,,,0,0,280.2648,4.085289e+007,3.706604e+007,3.895515e+007,3117.073,0,1400.05,0,2.018283e+007,1.864141e+007,1.89846e+007
,0,57,6,340.2859,2.461975,0.8389693,,,,,0,0,340.2859,4.080417e+007,3.689398e+007,3.904705e+007,7370.322,15897.88,11325.68,18017.55,2.67909e+007,2.507697e+007,2.349573e+007
,0,58,10,743.2013,2.294708,0.8405032,,,,,0,0,743.2013,3.143806e+007,3.369598e+007,3.891012e+007,3.714474e+007,3.806054e+007,3.148499e+007,3.72964e+007,3.259239e+007,3.4445e+007,3.17151e+007
,0,59,10,145.0619,13.24533,0.83973,,,,,0,0,145.0619,2307047,2451606,3221609,10326.25,14575.66,9664.212,16610.25,4.144284e+007,3.773169e+007,3.409669e+007
,0,60,8,210.0606,6.542019,0.8309706,,,,,0,0,210.0606,4603.557,2538.163,8714.445,3.784809e+007,3.54334e+007,3.856458e+007,3.67761e+007,1948182,1819705,1764027
,0,61,4,208.0621,7.206094,0.8138928,,,,,0,0,208.0621,6935.971,4578.24,2406.872,7979038,0,0,1.374576e+007,0,0,0
,0,62,10,161.0455,11.6603,0.7943236,,,,,0,0,161.0455,1.68171e+007,1.641599e+007,1.688231e+007,4754934,5328250,4491566,5091258,3.677644e+007,3.474912e+007,3.450616e+007
,0,63,4,313.2175,3.822398,0.7222659,,,,,0,0,313.2175,3.565807e+007,3.433676e+007,3.535965e+007,3.568082e+007,2.715435e+007,3.487088e+007,2.689662e+007,3.617158e+007,3.528912e+007,3.640358e+007
,0,64,8,299.2018,3.829043,0.7929894,,,,,0,0,299.2018,3.454966e+007,3.141044e+007,3.310443e+007,3.424718e+007,1.989125e+007,3.443637e+007,1.891933e+007,3.708203e+007,3.296745e+007,3.454119e+007
,0,65,10,75.00841,2.814768,0.7970352,,,,,0,0,75.00841,3.450168e+007,3.167467e+007,3.546074e+007,3.032104e+007,1.941476e+007,3.242563e+007,1.777553e+007,3.145197e+007,3.01378e+007,2.324397e+007
,0,66,5,222.0442,6.532464,0.7983618,,,,,0,0,222.0442,9377.053,6464.526,11080.67,3.492353e+007,3.381182e+007,3.1627e+007,3.322709e+007,976300,924581.8,862676.8
,0,67,10,321.2107,1.90915,0.8389336,,,,,0,0,321.2107,3.606145e+007,3.470603e+007,3.420437e+007,4.362673e+007,4.366725e+007,4.363075e+007,4.616932e+007,3.117303e+007,3.132701e+007,2.869689e+007
,0,68,10,266.1514,1.942867,0.838642,,,,,0,0,266.1514,3.116329e+007,3.168965e+007,3.213158e+007,5.318577e+007,5.333658e+007,5.454123e+007,5.680202e+007,3.060875e+007,2.988173e+007,2.882093e+007
,0,69,10,253.1447,4.005963,0.8413352,,,,,0,0,253.1447,2.036692e+007,2.136557e+007,1.90742e+007,3.226266e+007,2.563301e+007,2.834863e+007,2.365508e+007,2.445789e+007,2.587913e+007,2.396971e+007
,0,70,8,266.1481,1.90916,0.8561143,,,,,0,0,266.1481,503444.8,1475306,507862.2,988187.5,1320898,793973.4,1259148,1118726,1156947,1168465
,0,71,10,288.9977,1.909152,0.8200812,,,,,0,0,288.9977,2.389839e+007,2.254338e+007,2.222093e+007,3.156822e+007,2.935432e+007,2.969591e+007,3.106283e+007,2.664091e+007,2.617835e+007,2.522612e+007
,0,72,10,113.0244,11.63751,0.8057916,,,,,0,0,113.0244,1.438454e+007,1.440083e+007,1.431475e+007,4845786,5425578,4752792,5200212,3.000757e+007,2.964601e+007,3.101586e+007
,0,73,10,294.1796,2.378092,0.8532379,,,,,0,0,294.1796,805377.2,737411.2,813267.6,766122.8,1085165,929815.9,1046248,663031.8,751017.2,747273.5
,0,74,6,146.0458,13.36515,0.838649,,,,,0,0,146.0458,1.556938e+007,1.628098e+007,1.769096e+007,22597.97,45139.61,26153.52,44772.29,2.655066e+007,2.65659e+007,2.881372e+007
,0,75,10,367.1053,11.65205,0.8238845,,,,,0,0,367.1053,2.201549e+007,2.14744e+007,2.258221e+007,1.075638e+007,1.11243e+007,1.036289e+007,1.075723e+007,2.932846e+007,2.631665e+007,2.78938e+007
,0,76,10,98.95592,13.73815,0.8409916,,,,,0,0,98.95592,7696588,7834418,8091318,1552106,2483607,1481950,2515122,2.800133e+007,2.671836e+007,2.586114e+007
,0,77,10,545.0474,1.851912,0.8141166,,,,,0,0,545.0474,1.814765e+007,1.819192e+007,1.892869e+007,2.399672e+007,2.706454e+007,2.592088e+007,2.510197e+007,2.089753e+007,2.041355e+007,2.166051e+007
,0,78,10,359.1197,11.62233,0.81453,,,,,0,0,359.1197,1.008096e+007,9540579,9816360,2093860,2464310,2046180,2486471,2.702892e+007,2.433055e+007,2.622368e+007
,0,79,4,373.2717,2.571686,0.8052278,,,,,0,0,373.2717,7022.986,3535.242,4273.478,0,0,0,6665.244,1681961,1299019,1060039
,0,80,6,373.2785,2.518462,0.8433403,,,,,0,0,373.2785,38358.22,16098.91,54743.8,3367.145,8470.718,4050.103,21161.91,2.731517e+007,2.605768e+007,2.518598e+007
,0,81,10,119.0349,11.6268,0.7846529,,,,,0,0,119.0349,1.222408e+007,1.193397e+007,1.285465e+007,3858729,4396044,3907361,4288953,2.574533e+007,2.557037e+007,2.586758e+007
,0,82,9,182.0491,11.45279,0.8477495,,,,,0,0,182.0491,2566.012,19132.11,42242.91,2.648056e+007,2.586663e+007,2.602901e+007,2.616282e+007,3963330,3692906,3627862
,0,83,10,807.2134,2.28536,0.8187109,,,,,0,0,807.2134,2.177975e+007,2.275086e+007,2.383846e+007,2.222641e+007,2.369797e+007,2.076045e+007,2.372135e+007,2.231979e+007,2.138383e+007,1.879591e+007
,0,84,10,567.2299,2.479885,0.8542909,,,,,0,0,567.2299,2.452044e+007,2.129657e+007,2.540461e+007,296469.9,387921.3,351576.8,442303.6,275281.1,231353.2,160431.6
,0,85,10,311.169,1.970977,0.8387566,,,,,0,0,311.169,1.823307e+007,1.782694e+007,1.887935e+007,2.122881e+007,2.480914e+007,2.074442e+007,2.342482e+007,1.100677e+007,1.109756e+007,1.087863e+007
,0,86,10,225.0622,2.638675,0.8385307,,,,,0,0,225.0622,7427902,9207972,1.244552e+007,3572010,2.385492e+007,5909670,2.473193e+007,344139.4,1974532,6280424
,0,87,10,101.0244,11.64515,0.7905719,,,,,0,0,101.0244,1.094335e+007,1.099063e+007,1.145606e+007,3642237,4042566,3524227,3866619,2.470172e+007,2.348214e+007,2.268791e+007
,0,88,10,325.1845,1.961604,0.8370949,,,,,0,0,325.1845,1.944522e+007,1.961132e+007,1.956258e+007,2.155295e+007,2.425471e+007,2.002478e+007,2.234491e+007,1.23177e+007,1.178162e+007,1.199964e+007
,0,89,10,352.9451,13.51831,0.7915307,,,,,0,0,352.9451,2.323205e+007,2.287291e+007,2.433865e+007,467406.9,312980.4,558271.2,324625.1,732989.2,857352,769673.1
,0,90,10,71.01343,11.62617,0.8022702,,,,,0,0,71.01343,1.132754e+007,1.161675e+007,1.207303e+007,3871407,4210866,3862328,4141183,2.377782e+007,2.367491e+007,2.418851e+007
,0,91,4,94.98066,4.698497,0.5764648,,,,,0,0,94.98066,6395984,5398172,5164482,5887190,4364864,6203030,4221626,4713550,4858784,4842584
,0,92,10,301.2174,6.322683,0.6007792,,,,,0,0,301.2174,3991127,3911407,3944134,4686662,4049589,4249236,4267254,3835285,3986560,4078414
,0,93,6,356.2811,2.5307,0.8400434,,,,,0,0,356.2811,2008146,1946574,2214408,4322.238,8602.621,10040.68,26907.02,2.00557e+007,2.132238e+007,2.304672e+007
,0,94,10,294.1828,1.920387,0.8227077,,,,,0,0,294.1828,2.219628e+007,2.111162e+007,2.202023e+007,2.820962e+007,2.89243e+007,2.841379e+007,2.916247e+007,1.904775e+007,1.860422e+007,1.823735e+007
,0,95,3,720.4918,2.415703,0.8134433,,,,,0,0,720.4918,2.067703e+007,1.605476e+007,1.898801e+007,0,0,0,20209.99,6691.417,4249.901,4833.922
,0,96,10,198.0596,2.517485,0.8398522,,,,,0,0,198.0596,1.1356e+007,1.164876e+007,1.177422e+007,1.917717e+007,2.031161e+007,2.019283e+007,2.028045e+007,1.427897e+007,1.383649e+007,1.317315e+007
,0,97,3,191.0198,16.15515,0.7130836,,,,,0,0,191.0198,2.13254e+007,1.525195e+007,1.122663e+007,1.554441e+007,513078,1.342411e+007,493895.6,5215052,4200458,3233358
,0,98,7,296.2598,2.580017,0.8407643,,,,,0,0,296.2598,2665038,2330965,2448557,4086.268,9063.879,0,8644.836,2.02166e+007,2.033559e+007,2.009516e+007
,0,99,10,267.1439,1.934437,0.8185927,,,,,0,0,267.1439,1.065706e+007,1.09415e+007,1.087926e+007,1.85058e+007,1.843055e+007,1.854309e+007,1.958809e+007,1.044993e+007,9895464,9787909
,0,100,10,240.0596,2.505278,0.8280525,,,,,0,0,240.0596,1.030327e+007,1.279938e+007,1.571327e+007,4533288,1.636211e+007,7949868,1.974269e+007,333343.5,1669206,5213090
,0,101,10,294.1796,2.378092,0.8546727,,,,,0,0,294.1796,805377.2,737411.2,813267.6,766122.8,1085165,929815.9,1046248,663031.8,751017.2,747273.5
,0,102,10,374.2452,2.477067,0.8609972,,,,,0,0,374.2452,7891926,6842008,7640434,3921108,2614834,3922562,3091472,1.888311e+007,1.204874e+007,7349414
,0,103,3,96.9777,14.65349,0.6144789,,,,,0,0,96.9777,60123.34,60669.13,111102.5,131230.7,57510.57,132149.3,61176.83,87910.31,83547.88,80610.56
,0,104,3,208.0686,7.343712,0.7711446,,,,,0,0,208.0686,1237.588,1571.983,616.6315,5488807,0,6549228,6055928,0,0,0
,0,105,10,311.169,1.970977,0.8392623,,,,,0,0,311.169,1.818091e+007,1.778499e+007,1.883519e+007,2.117317e+007,2.475298e+007,2.069035e+007,2.336826e+007,1.09672e+007,1.106536e+007,1.084379e+007
,0,106,10,609.0598,1.846262,0.819962,,,,,0,0,609.0598,1.247847e+007,1.205117e+007,1.250682e+007,1.607646e+007,1.758224e+007,1.637446e+007,1.713343e+007,1.308668e+007,1.326435e+007,1.434021e+007
,0,107,2,224.9833,4.441272,0.7746272,,,,,0,0,224.9833,7286.078,9521.573,8961.602,12745.68,12481.09,12046.36,9522.779,9366.93,8153.225,9178.709
,0,108,10,216.9285,13.94965,0.8091887,,,,,0,0,216.9285,8110338,1.137384e+007,1.66671e+007,422768,352256.2,494764.2,468524.1,252064.4,141993.8,134692.2
,0,109,2,121.0295,2.707563,0.5545365,,,,,0,0,121.0295,1377587,1489308,1247017,684573.5,4642718,984169.3,4481924,495775,1106576,1191718
,0,110,8,224.9846,1.876626,0.8628125,,,,,0,0,224.9846,1.261045e+007,1.209671e+007,1.252097e+007,1.579099e+007,926.8467,1.643999e+007,1956.291,1.511897e+007,1.453178e+007,1.481606e+007
,0,111,6,295.2474,2.568072,0.8397453,,,,,0,0,295.2474,988543.5,874715,948085.3,0,0,0,0,1.650982e+007,1.554695e+007,1.538166e+007
,0,112,10,143.0349,11.62684,0.8048519,,,,,0,0,143.0349,7850694,7705032,8075212,2636230,2952443,2647824,2860320,1.646094e+007,1.622728e+007,1.565192e+007
,0,113,7,449.1274,11.10715,0.8487226,,,,,0,0,449.1274,450.5947,0,0,1.247419e+007,1.584726e+007,1.209431e+007,1.47944e+007,27895.74,31123.71,34771.29
,0,114,9,206.067,11.03256,0.8386155,,,,,0,0,206.067,1778.719,2110.542,1629.714,9732681,1.616613e+007,9500509,1.616951e+007,229289.1,270551.4,265444.1
,0,115,10,224.9852,1.932565,0.812209,,,,,0,0,224.9852,1.261045e+007,1.209671e+007,1.252097e+007,1.579099e+007,1.677768e+007,1.643999e+007,1.732286e+007,1.511897e+007,1.453178e+007,1.481606e+007
,0,116,10,314.9057,13.96147,0.8473752,,,,,0,0,314.9057,6600132,1.013226e+007,1.529299e+007,69317.65,38737.05,72805.03,71161.76,23776.83,6503.73,5823.885
,0,117,7,174.0883,13.4707,0.848594,,,,,0,0,174.0883,63008.74,48489.29,40121.36,3479.42,2409.288,2997.541,2585.957,1.501816e+007,1.38204e+007,1.362593e+007
,0,118,8,131.0826,13.47151,0.8509203,,,,,0,0,131.0826,60736.65,33069.05,48219.22,867.4487,2714.015,2084.513,3539.281,1.530767e+007,1.339919e+007,1.363217e+007
,0,119,10,242.0518,11.56827,0.8094217,,,,,0,0,242.0518,1.2854e+007,1.230008e+007,1.220474e+007,9113195,9786724,9064997,9594933,1.374514e+007,1.394738e+007,1.406667e+007
,0,120,8,196.8949,13.96608,0.808538,,,,,0,0,196.8949,1.456454e+007,1.24497e+007,1.368085e+007,908932,20554.52,662402.4,28419.8,180697.8,33025.4,43532.71
,0,121,6,354.2654,2.535458,0.8411499,,,,,0,0,354.2654,4704228,4500457,5335342,4154.305,7384.943,10569.42,10388.91,1.466332e+007,1.361066e+007,1.386889e+007
,0,122,8,218.067,8.78812,0.8355094,,,,,0,0,218.067,1715.122,2118.706,3932.047,1.46019e+007,1.176892e+007,1.396707e+007,1.130212e+007,556863,511685.7,496562.1
,0,123,10,173.1044,16.65841,0.8466069,,,,,0,0,173.1044,37452.23,39206.49,36864.65,1659.986,3096.078,2018.013,2430.817,1.420692e+007,1.349867e+007,1.411082e+007
,0,124,6,688.4924,4.120692,0.8435435,,,,,0,0,688.4924,1.34008e+007,1.223656e+007,1.248469e+007,0,0,0,0,15338.08,16629.23,15854.85
,0,125,10,450.9221,13.41938,0.8453288,,,,,0,0,450.9221,1.321064e+007,1.311728e+007,1.421563e+007,44011.04,60088.53,44152.54,61642.24,170798,197498.5,178205.5
,0,126,8,218.067,8.78812,0.8354362,,,,,0,0,218.067,1715.122,2118.706,3932.047,1.46019e+007,1.177198e+007,1.39687e+007,1.130446e+007,556863,511685.7,496562.1
,0,127,10,871.2254,2.271333,0.8339776,,,,,0,0,871.2254,1.246542e+007,1.249481e+007,1.276638e+007,1.106375e+007,1.288296e+007,1.107107e+007,1.310206e+007,1.1501e+007,1.13846e+007,1.052772e+007
,0,128,10,299.2594,2.433737,0.838372,,,,,0,0,299.2594,3540376,3199157,3805268,2153763,2993181,2061769,2831040,1.276707e+007,1.349835e+007,1.23997e+007
,0,129,10,294.1828,1.920387,0.8208859,,,,,0,0,294.1828,2.219628e+007,2.111162e+007,2.202023e+007,2.820962e+007,2.89243e+007,2.841379e+007,2.916042e+007,1.904775e+007,1.860422e+007,1.823735e+007
,0,130,10,180.0594,11.6345,0.8142409,,,,,0,0,180.0594,5985112,5991558,6206426,2013849,2355889,1987908,2318824,1.294793e+007,1.268514e+007,1.338262e+007
,0,131,4,241.0511,2.109504,0.8397666,,,,,0,0,241.0511,6015.966,7382.794,6115.526,8985.787,12031.54,9297.521,19290.31,17569.8,17965.52,12640.58
,0,132,10,158.9888,13.41938,0.8118628,,,,,0,0,158.9888,1.268119e+007,1.273739e+007,1.298326e+007,1732500,2264518,1794830,2350879,2693169,2865566,2749139
,0,133,10,158.9888,13.41938,0.8120949,,,,,0,0,158.9888,1.267872e+007,1.273489e+007,1.297997e+007,1732500,2264518,1794830,2350879,2691997,2863573,2747120
,0,134,5,319.1037,2.530708,0.8242783,,,,,0,0,319.1037,1.249743e+007,1.136221e+007,1.257781e+007,138655.4,173904.2,119665.7,166587.2,154331.9,205857.6,193874.9
,0,135,10,339.2,1.954105,0.838784,,,,,0,0,339.2,1.204426e+007,1.222603e+007,1.17417e+007,1.085781e+007,1.231172e+007,1.077504e+007,1.17617e+007,6565796,5886164,6472266
,0,136,4,171.1391,3.994588,0.8289283,,,,,0,0,171.1391,4767054,5054542,4892979,3293540,3465253,3061936,3522390,1.193293e+007,1.131193e+007,1.103199e+007
,0,137,10,680.1922,2.309667,0.8407003,,,,,0,0,680.1922,8616065,9800889,1.075131e+007,1.10812e+007,1.132664e+007,1.03509e+007,1.101215e+007,9804817,1.006766e+007,9216563
,0,138,10,196.9232,13.73445,0.8532586,,,,,0,0,196.9232,2260961,1947728,2176772,40888.44,279599.8,37402.91,236286.2,1.297768e+007,1.201701e+007,1.224363e+007
,0,139,10,551.1641,2.333062,0.8425885,,,,,0,0,551.1641,7916546,7436700,7829956,1.088284e+007,1.189304e+007,1.0444e+007,1.120398e+007,9344479,8756272,6897558
