"ID","medMz","medRt","Formula","Metabolite","_log10_FDR","high_blank","nega-Ecoli-12C14N-a","nega-Ecoli-12C14N-b","nega-Ecoli-12C14N-c","nega-Yeast-12C14N-a","nega-Yeast-12C14N-b","nega-Yeast-12C14N-c"
6676,430.1652,2.960156,NA,NA,0,NA,65137.8610400706,67713.0023564248,50640.3163154645,36937.5476049081,31615.7001343788,39216.9722784105
6677,625.806,13.79058,NA,NA,1.79428150189691,NA,1526.66982201643,2584.15817667088,7525.19814833758,47226.0968420697,53498.7937075901,38231.3097591233
6678,233.1185,2.502042,"C14H18O3","(10S,11S)-Pterosin C",0,NA,68738.7875404516,52237.5182569429,49877.9707452896,75834.7325754132,41693.8830747553,74647.1122202086
6679,361.1814,2.456564,NA,NA,0,NA,31916.6451536148,31682.3794375615,53680.701930132,54725.71345389,59006.9368873852,75025.2523004718
6680,621.274933333333,2.58688366666667,NA,NA,0,NA,40847.1682977607,35194.3782182337,35491.4486283657,38340.1500610339,32492.2003824556,32698.8584620676
6682,235.0977,4.009243,"C13H16O4","Ethyl vanillin isobutyrate",0,NA,55472.2579339656,53156.5671658142,61575.2652933722,43158.454336615,18403.7370772802,21081.6654010454
6683,574.3835,2.390731,NA,NA,0,NA,19594.2403054811,17565.3511689144,45460.5634051387,28601.4629550572,31527.9219734101,39349.562166268
6684,162.0421,8.253123,"C6H13NS2 ; C6H5N5O","Thialdine ; Pterin",3.13062745084059,NA,78247.0677066425,95247.2021715236,103034.683356899,983.395533672667,1571.86878400543,1778.65672907322
6685,233.7999,7.058487,NA,NA,0,NA,73578.6610860105,68929.3572741896,67392.2303426379,79281.3956160354,64655.7364026749,74655.3229053285
6686,483.3805,2.682495,NA,NA,2.44077586095324,NA,1676.36491631653,773.580254177606,386.679365158587,65741.6033934784,71091.5169183051,71605.5116994183
6687,174.9882,1.995711,NA,NA,0,NA,72224.1956574003,23629.0199785138,50170.9385324966,66725.590299829,62611.4560028567,64315.0961600169
6689,217.836,2.55451,NA,NA,2.63618126243582,NA,2482.07674740234,2601.94163078991,4974.76742027605,57040.5941100409,53306.3938383842,57268.7193448577
6690,443.1714,2.545878,"C24H28O8","6-[(3,3-dimethyloxiran-2-yl)methyl]-5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",0,NA,47278.8730593255,25498.5500514116,46033.369608558,59443.3699150064,71971.3330563495,63860.9146040228
6691,413.0797,2.46135,NA,NA,0,NA,47336.6707755144,71325.4776528695,73970.4883964712,60743.4073645989,65784.9778922571,72174.3112992365
6692,136.8631,6.974115,NA,NA,0,NA,32725.3288726022,28467.7533537359,25344.6607771032,21601.6325621833,19102.617130903,17184.0278209436
6693,326.925,13.72388,NA,NA,0,NA,29484.0998712383,49327.9562138704,96324.9653985496,22693.4209847469,9369.5361724984,8858.87872940383
6694,360.021,2.703861,NA,NA,2.59815160860448,NA,64166.5710248997,98444.4115849714,69548.4608472867,1673.96620911303,1514.15860463,666.996273402457
6695,414.2864,2.538723,NA,NA,1.65945674248581,NA,5314.31123365784,2357.41913665331,3757.57058047603,31934.0578367348,52330.6809887134,15279.1878787443
6696,455.0733,2.304425,NA,NA,1.34697089372799,NA,46117.9215610749,18708.9717593324,46339.3670500179,4717.41132760317,493.960009908366,2352.03949041919
6697,135.8947,12.83674,NA,NA,0,NA,72368.75048633,63489.1985953209,59768.4200924745,51868.3342102205,61126.4557108908,52356.2430342111
6698,372.2267,2.458156,NA,NA,0,NA,25449.3768001615,9808.00841833667,17026.2237040386,17550.1955757559,39721.3687064757,18106.6182364828
6700,470.8129,14.01512,NA,NA,2.36407414132414,NA,82637.8229483244,80179.4704456734,55224.6605609118,867.982478799347,2665.79751264167,2242.82372635329
6702,157.026,13.43671,"C5H6N2O4","4,5-Dihydroorotic acid",2.03199363582674,NA,66093.4660913166,34720.6047711852,73826.1317933579,4808.30149288316,7462.52383594852,7817.48496593897
6703,571.3278,2.456653,NA,NA,1.35995605922491,NA,36057.3545528545,26076.2122144917,21178.4399093738,50170.1503361221,44766.6664662934,69318.699373806
6704,551.3225,2.466044,"C30H48O9","Lithocholate 3-O-glucuronide",0,NA,38616.4362178835,34462.1667242005,58550.5019682426,47780.2893473796,22084.8835732987,45857.2907336172
6705,154.9822,2.46917,NA,NA,0,NA,73682.25889686,53013.0546910736,43893.2932160697,53758.4089800166,37748.0522645166,36313.1591456784
6706,379.0057,1.875134,"C20H10Cl2N2O2","4,11-Dichloro-5,12-dihydroquino[2,3-b]acridine-7,14-dione",0,NA,16209.5571744103,13618.9692920673,14265.1336033229,48744.3221949867,22199.0812587577,11488.2209453493
6707,241.9474,2.50645,NA,NA,2.27998962309098,NA,1789.73693626439,2356.30767077087,705.772938699198,46544.6829048672,35359.2225310544,49049.4432348908
6708,308.0988,11.61886,"C11H19NO9","N-Acetylneuraminic acid",2.32223796979816,NA,20966.5810894695,19426.2118079292,17512.9300407918,55297.8283666467,51204.2565383956,41114.1963713478
6709,185.0158,13.23975,NA,NA,1.77062536907116,NA,2639.476736262,2508.57849666502,5490.92675864532,81927.0157496848,44656.1857076416,21723.6298113803
6710,429.3011,2.476967,"C27H42O4","MG(24:6(6Z,9Z,12Z,15Z,18Z,21Z)/0:0/0:0)",0,NA,24977.8592671007,40197.408480198,40192.9268064336,31785.1368428722,56826.1865854236,49650.3152139959
6711,447.1873,4.023436,NA,NA,0,NA,42783.3972935868,36738.5266540475,43563.2640398525,27864.6889045915,13098.5772267053,14863.6804049186
6712,648.757,13.94186,NA,NA,1.96361067133431,NA,31460.9116474089,77080.1922911273,55411.5740534684,292.824858232307,734.582113744916,1967.83403468737
6713,239.9683,13.36564,NA,NA,1.68270989603958,NA,39797.1342601911,41778.4131246734,46029.8906022354,87607.8179993916,79030.4226347797,59829.6827410905
6714,452.7964,13.72396,NA,NA,0,NA,39477.0509262024,37015.9596529631,55470.1631790546,47575.9414723708,68579.6275633646,64347.4025730839
6715,226.1814,2.620011,NA,NA,0,NA,68936.2749950055,54186.462567141,49691.7885088391,71405.0364553402,72765.1023388064,37680.647777266
6716,376.0743,2.44327,NA,NA,0,NA,50269.4508336746,74919.8805140657,75662.9252556891,457.836911894161,4473.29402462109,48555.6612130154
6718,440.1228,7.084764,NA,NA,2.08248398768493,NA,5482.79636439027,3257.68316064544,1204.3566473564,70891.324363657,73952.9343325341,85670.5225753825
6719,295.025,12.81229,"C16H8O6","Medicagol",2.72528808583204,NA,1375.87402849354,2697.52769667967,1069.18506412045,69078.1661950591,77983.8534224994,72220.2696828118
6720,93.97284,2.454956,NA,NA,1.74253742636967,NA,29199.3820032779,56235.8055904999,61060.3169594331,5968.39727504758,3222.41610527225,8244.6200180747
6721,663.158,2.3171,NA,NA,0,NA,27154.3819102552,44020.2842681884,36822.0245114782,19239.2417881544,29335.385100915,41896.76632651
6722,603.3545,2.475367,NA,NA,0,NA,22553.1729771749,37571.4925303238,44623.9953402017,44968.6937948995,38126.6114784468,49801.6765613022
6723,613.3019,2.516231,"C35H42N4O6","Harderoporphyrinogen",1.38099019557448,NA,24551.2832833065,12836.8863238891,24062.3367173508,37958.4094592041,77192.6273004896,58523.842507755
6724,349.9565,13.47083,NA,NA,3.71645002799732,NA,1773.22644792247,1327.09026363227,1640.89438338071,70579.2322020491,72835.2837857587,71504.6723944
6725,251.108,2.500511,"C17H16O2 ; C10H16N6S","(1Z,4Z)-1,5-bis(4-hydroxyphenyl)-1,4-pentadiene ; Cimetidine",0,NA,37792.2326398548,30701.3885350619,35886.0720939489,53684.9070791196,55355.7605590965,29415.7838372091
6726,616.1013,4.045925,NA,NA,1.3355836905866,NA,50831.9851854683,80434.8630761402,77456.4084131948,926.165919685897,259.206737872707,8247.3572381616
6727,375.2946,2.6649485,NA,NA,2.98179897750371,NA,15424.8466844954,17684.8893245707,22730.4755962338,228263.176866932,189909.430431184,240538.163975788
6728,481.281,2.538075,NA,NA,0,NA,41703.0499994215,36715.0858385869,29858.4831268705,48763.3796564443,36248.4874882982,38421.462205488
6729,289.1571,1.915881,"C16H22N2O3","Procaterol",0,NA,12908.2299954818,17716.3104650673,13832.51805914,22126.342278021,14385.3968501415,28641.2197876092
6730,228.9954,8.365804,NA,NA,2.32223796979816,NA,101415.674640259,100769.031363434,79470.3874459447,35918.8032463296,31862.7486090373,31164.5525022768
6731,257.0781,4.965006,"C10H14N2O6","Ribothymidine",2.36757307912071,NA,381.942630309806,1402.66994363813,1578.84841074781,76122.5116893457,84811.4469305435,87027.830737534
6732,635.3439,2.497356,NA,NA,0,NA,52971.381243838,39183.9627739312,35216.5517306881,62983.460300462,66131.9138841668,21401.0825053081
6733,327.0133,1.897111,NA,NA,0,NA,28757.6273772014,9819.99668934465,13112.1089186822,15939.5348579812,36355.2806643017,32357.2666571365
6734,544.3002,2.514608,NA,NA,0,NA,9583.07157768054,20081.4209456271,11850.880489625,16485.8392148299,42626.6849825753,13756.6323649981
6735,358.2433,2.552345,NA,NA,2.07602586128732,NA,4989.66109859373,8496.65095427032,11242.6970021669,42573.5199903252,51302.3149364022,41629.2267101785
6736,561.3071,2.513003,NA,NA,0,NA,37008.2596184192,40726.0549978625,56924.4764590178,87878.571303163,59525.829651061,40696.4850794257
6737,571.21235,2.451931,NA,NA,0,NA,35506.6417107135,27660.0844409439,21677.5222017397,33107.4652271125,62534.779715378,60387.2584708694
6738,323.2788,2.506461,NA,NA,3.65649293788557,NA,789.201342743893,609.08330357662,757.84723715895,46300.1598408397,52833.7670320721,41910.8863645785
6739,588.8585,13.90775,NA,NA,2.51304556667177,NA,53633.6499522092,89584.8058894612,90076.1382204831,1079.7320505504,2814.21244377715,1391.52585108963
6740,279.9961,2.107989,NA,NA,1.36518026600482,NA,19992.1320675292,43663.2258534548,35537.8390725468,60479.4739231609,88778.7772279462,82025.7292405008
6741,279.9492,13.98621,NA,NA,2.34486156518862,NA,73388.7794630862,76932.356214104,49806.7619120554,1446.00158006573,792.292293120349,343.249544207112
6742,159.0297,13.1334,"C6H8O5","Oxoadipic acid",1.65993283386705,NA,31283.4349047254,64950.8095747048,73017.5952124855,173671.752702262,269821.009253936,334836.907437711
6743,219.1028,2.5036,"C13H16O3","1-(5-Acetyl-2-hydroxyphenyl)-3-methyl-1-butanone",0,NA,53541.994727927,61499.9303029079,72222.088285866,29503.2490591847,47207.4353611935,43762.5323788332
6744,383.2442,2.475417,NA,NA,0,NA,62166.2923412991,31996.0684535623,55348.6306301599,41442.2335958417,55647.5588762369,52381.1676317961
6746,370.2108,2.50835,NA,NA,0,NA,25534.4498430913,12019.7032631434,28147.8202631917,80659.7517923688,44244.2621849234,46276.4354824426
6747,385.166,4.009245,"C22H26O6","Porson",0,NA,78080.6089631792,105341.468627882,95584.823422867,75302.7737751372,70917.8679667031,79903.6864475153
6748,334.5282,14.06232,NA,NA,0,NA,49776.4146308081,61547.4454693822,88962.0806225835,37499.6187204102,30106.6963203472,31077.4724332492
6749,450.0611,2.509053,"C20H18ClNO9","(beta-1-O-[N-(2-formyl-3-chlorophenyl)anthraniloyl]-D-glucupyranuronic acid)",0,NA,34216.6002076135,50614.5224314289,88658.0775159582,1951.52983694886,10479.8066632842,9409.20916340589
6750,302.0192,2.57751,NA,NA,0,NA,13770.2425918136,31279.8842975538,25767.8918679254,1718.79607340266,1864.33223541653,7634.3174527707
6751,200.9992,8.612714,NA,NA,0,NA,101293.045739847,81341.5413697399,66444.5667477741,52637.5956048927,51198.9550270021,42920.9371540379
6752,638.0742,1.900247,NA,NA,0,NA,41353.9522339199,15773.5347905167,12104.105615433,29227.0589420845,33950.4583641821,32259.9378588202
6753,517.099,2.239784,"C24H22O13","6''-Malonylgenistin",1.63128554093137,NA,53253.479447648,45135.1623508866,45875.4515285693,5322.91876629429,6822.68716465857,1444.1834516214
6754,541.2443,2.530297,"C30H38O9","Physagulin C",0,NA,36901.9650944739,27810.3990868849,22913.5776933287,85602.8261647101,64990.4554430524,38641.2101736331
6755,597.2709,2.503625,"C34H38N4O6","Hematoporphyrin IX",0,NA,28165.8804680347,8428.53254473328,23823.2824485066,35956.7178655958,66715.8724297418,45935.5457788519
6756,281.18015,2.274656,NA,NA,1.96421016687224,NA,1958.143917352,338.997094143922,257.047600907714,31535.052968019,53904.7408032578,56322.0527041865
6757,458.9478,14.17934,NA,NA,2.59698248577772,NA,66763.7588970219,69842.9822295546,100330.110489469,3159.80055434044,5390.47799288031,2755.17535354219
6758,489.2133,2.527134,"C26H34O9","Austalide F",0,NA,48935.920704282,72103.1369868356,36444.4304494551,70977.1783229061,36548.9129881858,53747.0180269228
6759,490.9144,13.50387,NA,NA,2.87834168750193,NA,72018.7501474657,98439.5544790651,82903.8121379658,15726.8600741374,14719.9593883376,16050.8557603149
6760,676.071,1.864275,NA,NA,0,NA,47724.8873913942,35596.4510012061,53505.9428004287,28325.14884046,30545.8120970762,39671.4171224072
6762,347.1138,4.002936,"C18H20O7","1-(2,4,6-trihydroxyphenyl)-3-(3,4,5-trimethoxyphenyl)propan-1-one",0,NA,43423.2227448053,82544.2586011272,63246.7727164645,32468.7064288682,28697.0518287048,38530.9900145941
6763,467.3015,2.481675,NA,NA,0,NA,59977.8050975928,49641.8008350947,41414.9222374385,31522.8153688948,58893.1011132205,60048.3678058174
6764,455.0937,7.061304,NA,NA,1.74608073942509,NA,2411.63199714347,1108.13148479177,902.990494568048,87363.7146192,21355.3095293572,18480.6627255935
6765,447.3756,2.246931,NA,NA,0,NA,22992.4510300001,15218.9133151796,29272.5475524566,39878.8350009512,32288.2095704429,35478.2046293946
6766,196.9044,18.03722,NA,NA,0,NA,35124.3358496602,30509.3494598941,16334.6437815792,17573.9935569054,15481.0686218226,11140.378488207
6767,267.0274,6.784132,"C11H12N2O2S2","(-)-Dioxibrassinin",1.85368587798803,NA,289.48389559504,2714.19968491625,1976.60741387656,71706.9035925824,79689.6978551329,82888.2022287662
6768,281.2007,2.287111,NA,NA,1.86979493041893,NA,697.843307251922,2418.54976018746,2126.18252647372,14844.1791228125,32301.85460438,29129.7165466165
6769,367.2491,2.475445,"C21H36O5","Cortol",1.67368462514318,NA,46937.1829995933,48324.7915670161,45681.014961831,54180.715839894,54832.143385821,48826.8966127915
6770,581.4214,2.216975,"C37H58O5","Hericene B",1.94745995406598,NA,45115.679883759,35349.1943009987,43527.9975521935,61107.5021687827,73734.731166177,73929.0868313278
6771,277.0872,2.533395,"C10H18N2O5S","Glutamylmethionine",0,NA,26965.2487628023,24524.8503651009,34360.33946763,25666.6425053946,54580.5563479031,23877.9497632101
6773,706.2171,14.87547,NA,NA,2.62280306499109,NA,91633.2873466152,79796.2147800907,79205.6727355617,1292.43544920123,975.204217581467,413.459678249476
6775,705.2075,2.365539,NA,NA,0,NA,51669.705349953,56624.8408786712,43629.7751065874,26020.2165988739,42813.470336025,46652.6252812046
6776,75.01556,2.878208,NA,NA,0,NA,51118.6182700763,56068.9523322281,63913.2461792835,38777.8993784187,34688.1216146225,25309.4563850739
6777,588.0372,2.483908,NA,NA,0,NA,64249.3436064539,57988.6650897181,75164.9176882063,2280.60011737279,112.48594285042,20591.6669252822
6778,183.0299,2.139894,"C8H8O5","3,4-Dihydroxymandelic acid",1.61665148222798,NA,49491.6307208944,28199.0898206327,40231.395309466,72794.1899521791,94626.8822711942,83418.6202886412
6779,269.0669,2.489536,"C12H14O7","Phenylglucuronide",0,NA,38590.9440238836,37240.9536915453,16462.5471223067,25068.6693453848,43424.8363261102,46836.1565218728
6780,297.1476,3.991864,"C15H18N6O","Olomoucine",0,NA,89069.615765827,73930.0089991655,73201.4285656864,54570.1442865359,34066.8862057254,31470.9514775192
6781,553.3594,4.11412,NA,NA,2.841125101544,NA,76776.599586942,89374.305365986,67665.5317724478,14585.7778773932,16088.3264296472,13023.2875149256
6782,657.8242,13.92975,NA,NA,1.39943002037666,NA,19559.1390072662,16139.1737218627,60402.9177201116,2173.77150459749,203.452835764238,1242.32931624961
6783,468.3695,2.525222,NA,NA,1.47351856613745,NA,1178.84886761326,125.595644715617,1456.97239307605,11540.6473467711,32233.4631511269,22574.2255853035
6784,375.1662,2.635095,NA,NA,0,NA,79555.2597399264,85198.2946378271,85918.703505664,37428.3010831136,70880.7867311078,52647.4980735968
6785,157.0207,13.43,NA,NA,2.158340256787,NA,51386.5174539124,37250.8790818755,54460.6419654035,7762.36826172946,5590.02023038789,3755.0534746915
6786,456.9919,13.96424,NA,NA,2.05569009296866,NA,95650.8174958318,76716.0093800873,90113.8200692196,2374.07515355118,1792.92811517235,398.83256699065
6787,354.1795,2.508314,NA,NA,1.33564012544886,NA,19743.0108124341,10137.7025430446,27815.2870887933,55168.9281994105,55913.5538962259,43953.9135025437
6788,645.4012,2.373447,NA,NA,0,NA,48123.5826638749,21812.5401721848,35708.3879398214,18645.5799257317,22907.468819898,46333.3349452394
6790,222.0442,8.592595,NA,NA,3.45263148217712,NA,7355.24864584925,9379.05816739519,7457.10823319196,83851.4378261419,86146.6061652463,89109.8927597453
6791,475.0279,2.068161,NA,NA,0,NA,82344.5856683796,81216.534801942,100111.631108335,43281.7173868735,60114.7669222804,64924.0520559443
6792,442.9362,13.7805,NA,NA,2.46990280226515,NA,93150.8323720746,80457.9593371773,42797.9380470637,1185.60683642592,2089.30412111737,2455.69207650298
6793,195.9527,13.97679,NA,NA,2.88749554123284,NA,72557.2782492103,67059.8272012918,82333.4545345379,1659.65880561633,1479.92375245813,805.466259986008
6794,359.993,2.66226,NA,NA,1.31046028902114,NA,57260.784101085,85313.6092231301,82596.651334519,2117.4957175105,3423.11841519914,19750.1399603395
6795,356.1715,3.950726,NA,NA,1.78141198351058,NA,53794.1539128771,57744.7094431815,64997.632506699,75985.1415392394,82420.4359479287,72108.6745753144
6796,375.0789,2.554425,NA,NA,0,NA,57092.4761829274,80771.2259961427,82980.4167548914,923.304438986558,1784.12486747101,17592.8848348503
6797,96.93491,13.74282,NA,NA,1.91664073533918,NA,18932.3568418379,21348.0808092311,27160.2367327215,68622.8855392564,48394.1620582654,73598.4361056183
6799,748.8493,13.4641,NA,NA,2.48465610691162,NA,72101.335610152,74564.7338206499,84625.3884450452,734.446712830217,803.05181808865,2304.25759364036
6800,710.4247,6.908773,NA,NA,2.16264518412251,NA,98850.869339271,103230.983866331,85339.9807755686,392.022855809376,252.359767438333,1852.76742611794
6801,265.0168,2.000392,NA,NA,0,NA,43117.360444775,20705.8091344049,44306.3088806833,71360.9410377634,66347.4369506682,59121.5745336432
6803,520.3182,1.88928,NA,NA,1.57560844558972,NA,2570.13268522593,5098.72525151048,9830.80100820868,31341.7790233167,26578.2470464016,45804.1163084876
6804,317.07955,2.4629055,NA,NA,2.27286557623951,NA,73685.4068966372,62282.9580170862,78301.0756934879,7422.46632303164,7918.62009935481,13915.619312974
6805,398.88645,13.956715,NA,NA,2.13378357192615,NA,76215.9034028503,95466.1276063876,52561.8690082673,409.191740005407,2045.28788261068,375.429188976529
6806,589.3021,2.458236,"C33H42N4O6","D-Urobilinogen",1.46875106444864,NA,52640.2578966446,56890.6368297977,51361.0689246993,64804.783227322,63131.7964117101,56317.6743222163
6807,406.7624,13.70173,NA,NA,0,NA,12390.7582698693,35138.1380445823,88703.7588633092,664.817349146313,17047.6848013662,37547.3070310306
6809,543.3904,2.48886,NA,NA,0,NA,4899.98162941652,11718.1959132141,1821.49248229432,42634.851059981,13833.56037729,9499.16102194392
6810,684.996,13.78852,NA,NA,0,NA,83597.654684586,68797.7597137088,81705.3830969234,38608.2421877549,71648.3223354147,40745.836952813
6811,611.3426,2.503614,NA,NA,0,NA,48725.0377401867,60169.1499725459,36295.9189821031,54834.8598660318,74276.79603408,38488.7956743161
6812,305.1033,2.506747,"C16H18O6","trans-O-Methylgrandmarin",0,NA,45665.523173514,55787.9404131711,45982.2259996877,44643.9157355246,35862.5433276852,37772.0867254487
6813,476.2374,2.545928,"C26H29F2N7","Almitrine",0,NA,27572.9227897229,29742.6602941876,34429.2437361665,64814.9700986116,35191.0022488682,48422.55450056
6814,389.1762,2.411078,"C25H26O4","(R)-Hispaglabridin B",0,NA,74241.9644516512,41049.191473864,94994.2233208676,34375.6543965213,72044.3706681115,59539.1785600827
6815,159.1276,4.012394,NA,NA,0,NA,56709.2127135502,55469.2275713817,67603.8625075059,79111.3568946117,65303.2543966536,71495.4475628994
6816,576.399,2.401653,NA,NA,0,NA,31039.2667961328,19383.2425369141,21930.4592569604,60550.6866394984,49804.0999914979,26082.4894636953
6817,402.2004,2.525581,NA,NA,0,NA,42540.472975116,67514.0166194917,56932.1214092172,47293.1222583172,50824.0833957202,49191.0336718762
6818,139.9756,13.35649,"CH4NO5P","Carbamoyl phosphate",1.53025159949483,NA,74058.6650100791,75638.5321243332,61680.3888984331,45530.9747523195,40065.0866222812,44557.5938870105
6819,546.3527,2.512967,NA,NA,0,NA,31715.9766783071,42280.4844930888,81185.5597222774,25033.0152958711,31100.5242975102,31983.8950151437
6820,237.1133,4.012403,"C13H18O4","2,2,4,4,-Tetramethyl-6-(1-oxopropyl)-1,3,5-cyclohexanetrione",2.09116661296243,NA,65870.640540654,72960.532883208,60854.3243302919,36492.1581340561,41195.7659756546,37282.1272553156
6821,341.1796,2.047586,NA,NA,1.64259882486049,NA,136391.383073865,124795.945013202,148905.237685485,69226.7533495067,75337.8221353632,51818.6869440417
6822,114.0389,4.017128,NA,NA,0,NA,59352.4648481464,69255.4391347796,56208.9977574568,60476.9939732215,50172.2224662088,66311.5603271415
6823,675.1962,2.324908,NA,NA,0,NA,43944.6129596509,43125.6320354367,42663.054534415,36883.0936271997,23447.7632568744,16742.0257729244
6824,437.2406,2.469181,NA,NA,1.76860687659688,NA,336707.964840063,387107.117158474,400713.49938987,2243051.76763607,1318813.55999869,992616.247979682
6825,214.0722,1.454879,NA,NA,0,NA,62602.0041286425,34992.8249951122,42315.6524858606,33081.4829823625,29281.3038158698,30914.5166624184
6826,97.07433,13.8023,NA,NA,0,NA,9765.08870465801,8912.96383812847,4023.70902433826,42850.6448577872,54077.284458204,10667.8350318793
6827,467.2804,2.42517,"C29H40O5","(17alpha,23S)-17,23-Epoxy-29-hydroxy-27-norlanosta-1,8-diene-3,15,24-trione",0,NA,67746.0889253974,26337.6401047002,16816.9847409722,50905.5604141211,57647.2459357546,32771.1066402787
6828,657.4741,2.368664,"C40H66O7","DG(11M3/9D3/0:0)",1.37255220878163,NA,23146.19669744,25294.284851537,11505.2511831458,39191.707640619,71319.0124016804,57176.9390974123
6829,325.1294,4.007664,"C16H22O7","1-Methoxy-3-(4-hydroxyphenyl)-2E-propenal 4'-glucoside",0,NA,93617.6719334386,131874.315485515,98241.3549800584,75041.4156663286,78852.3622779407,49795.0261013832
6830,728.228,13.96426,NA,NA,3.33305168215968,NA,74631.4798926138,72223.1086141861,64018.6689345696,1544.24575074301,1015.30790155423,1118.48644092488
6832,452.4112,2.475445,"C28H55NO3","N-hexacosanoylglycine",0,NA,52578.0683905567,37514.7966556606,38947.6862949673,70012.4968730071,49240.887766339,53585.04714825
6834,200.1373,4.010817,NA,NA,1.42845420476166,NA,67187.0547971321,97220.8654829471,75932.7809180903,25411.9707231535,44150.7814757215,25961.2112085447
6835,181.07165,11.54009,"C6H14O6","Galactitol",3.64961628584161,NA,1731911.70259487,1692085.65623233,1682979.28024657,3774234.8589866,3755353.96158624,3640373.0218593
6836,886.7619,13.45463,NA,NA,2.15661147706191,NA,68523.0284787994,75151.0320736366,64414.710593813,307.132261729,2041.37532807675,636.766910134217
6837,360.9728,2.76467,NA,NA,1.34755058434184,NA,75769.4597980847,100287.833324291,83561.4218904087,692.478329239919,155.524042723624,7801.16501033712
6838,328.8906,13.43503,NA,NA,2.27700431611091,NA,91356.2523592299,82897.7047517429,81363.4876284402,46286.8634938568,44748.424180779,40372.0069946674
6840,736.78715,13.413535,NA,NA,2.2158179329828,NA,43038.4513174929,58149.7164960835,54809.5397650838,431.129758700335,1231.47653955373,1916.15157490618
6841,451.3434,2.242244,"C27H48O5","5b-Cholestane-3a,7a,12a,23S,25-pentol",0,NA,39512.4494132074,38976.4743229974,69853.1176525522,42136.7244998402,45012.4824862737,20729.8931266781
6843,244.2,4.006081,NA,NA,1.76399207396788,NA,95076.4286134086,82528.1090018554,81185.6594390191,53574.2631587452,45455.168469015,48332.3149755006
6844,521.1166,2.36082,NA,NA,1.92896532494585,NA,44226.4029676786,42100.2714149102,41001.086679615,59128.4639640442,52621.1294745395,52984.0679036624
6845,342.2158,2.475406,NA,NA,0,NA,40095.0495118327,20935.6713935521,50900.0784276749,52354.4043983482,64069.1955711075,60301.0365257024
6846,752.2127,2.309317,NA,NA,0,NA,27205.4323402084,45065.384522787,62452.1632405206,53867.6889279243,48475.5920995028,56110.4666641238
6848,370.8629,13.78284,NA,NA,0,NA,25041.2815563181,51993.2402853005,85207.2023941342,37702.0684798884,42604.9898676847,33988.160308273
6849,431.3896,2.232861,"C29H52O2","5-Tricosyl-1,3-benzenediol",1.444518608991,NA,35594.642613576,29927.385923849,27106.7663998775,43383.404872659,38161.4038696397,41610.8063013999
6850,144.0747,4.031394,NA,NA,0,NA,70280.1406901001,81726.4864634639,47860.6345822348,37022.0852830356,33091.8091461663,33197.2528996933
6851,504.1492,2.3671,NA,NA,0,NA,18328.1059895002,34804.4537573564,62966.1365663183,20803.6132864828,31605.3416462502,53119.0468863588
6853,521.3123,2.436247,"C30H42N4O4","Metabolite M6",0,NA,55259.7349280284,34105.9752528552,44064.8724896756,37161.3821634794,31915.1572770193,34706.1271887087
6854,256.9213,13.94958,NA,NA,1.94066382261071,NA,34413.4492566182,65328.6301721223,90309.2538033753,7837.67384929395,5236.87208001695,4570.59001320883
6855,145.1145,2.629539,NA,NA,1.73058046248895,NA,5677.51005690267,954.749193015177,3328.77086361009,50391.5717126369,72578.9625568548,38258.0091128744
6856,71.04977,11.65352,NA,NA,1.66729902277862,NA,32941.5942558969,32425.5166412191,35777.2035712541,43945.2756845121,61010.8788499586,66388.8207288106
6857,367.212833333333,2.43937666666667,"C20H32O6","19-Hydroxy-PGE2",1.93715488672295,NA,763663.689866063,818027.885962933,1050885.26927065,1770107.1914763,2287894.62973457,2811404.89464336
6858,799.1318,1.895578,NA,NA,0,NA,40390.6202741298,61260.8539915952,30226.2163111001,52284.6033458223,63973.4064547306,29773.1241652622
6859,459.3118,4.002939,"C28H44O5","(3beta,5alpha,9alpha,14alpha,22E,24R)-3,5,9,14-Tetrahydroxyergosta-7,22-dien-6-one",0,NA,69776.834963485,88035.6558571764,72047.4288729044,42592.0910000639,31285.8620057823,49226.0119705998
6860,197.0455,3.998186,"C9H10O5","Vanillylmandelic acid",0,NA,79805.4046452987,71435.5572338662,70554.6914084607,67336.4782760617,50051.6864424049,45322.3480206594
6861,300.9472,1.889295,NA,NA,0,NA,30553.407152199,44341.7646600251,57991.6782679416,31100.0697486436,22418.9961677234,41133.3188814668
6862,355.9781,15.38002,NA,NA,0,NA,75980.1336293276,65879.5393514121,57586.0970404059,63509.1715345445,81203.4162973778,68757.8569225126
6864,312.0197,13.44417,NA,NA,2.50010681385076,NA,1712.68799066875,749.128004763946,2235.87094237831,68889.9856860016,80689.4337896421,55463.8020753711
6865,128.0046,13.77948,NA,NA,2.02623503269386,NA,39834.2718519682,50921.6982573586,39372.8230835203,86288.2843279676,75309.3191755835,76212.7201980933
6867,361.0074,11.86955,NA,NA,2.32484514415629,NA,87464.9173759067,76084.0743379677,73333.5200095667,40162.6461949805,38665.1941728146,37725.4359919405
6868,641.9218,14.04641,NA,NA,2.57278987566921,NA,86843.0113080354,66390.5246762046,80672.3619711375,761.153866024043,2244.82816384099,1611.9076607226
