label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,nega-Ecoli-12C14N-a,nega-Ecoli-12C14N-b,nega-Ecoli-12C14N-c,nega-Yeast-12C14N-a,nega-Yeast-12C14N-b,nega-Yeast-12C14N-c
,0,16499,2,194.6793,13.94544,0.8407322,,,,,0,0,194.6793,5383.862,16701.22,14905.1,0,0,0
,0,16500,5,229.0966,3.976025,0.8475148,,,,,0,0,229.0966,13397.35,12666.6,5908.803,18577.08,20415.27,21838.79
,0,16501,3,422.2104,2.690356,0.8174343,,,,,0,0,422.2104,14417.83,10558.46,9611.255,5489.992,10387.09,9093.518
,0,16502,1,744.6272,13.74828,0.8382288,,,,,0,0,744.6272,0,5639.373,18119.13,0,0,0
,0,16503,4,182.006,4.033014,0.8483667,,,,,0,0,182.006,10435.86,17912.83,12400.6,3445.388,4181.771,6243.54
,0,16504,5,344.1434,2.736228,0.8381121,,,,,0,0,344.1434,19197.99,17764.1,8473.823,5172.727,7156.943,6646.168
,0,16505,1,522.116,2.455075,0.6063713,,,,,0,0,522.116,9476.704,5853.675,8037.399,8346.438,12573.89,16842.49
,0,16506,1,162.0772,1.43795,0.5206647,,,,,0,0,162.0772,9108.479,8078.19,5963.496,6305.357,7501.163,10470.8
,0,16507,3,451.2314,13.46412,0.8376712,,,,,0,0,451.2314,17623.37,20559.1,21155.26,0,0,0
,0,16508,3,388.0968,11.77395,0.8228379,,,,,0,0,388.0968,5931.115,7865.246,5575.947,15454.69,14148.67,15224.69
,0,16509,1,449.2698,2.451844,0.7698288,,,,,0,0,449.2698,6768.688,6728.866,7985.223,7508.283,11945.24,9770.028
,0,16510,3,352.2252,7.636747,0.8464242,,,,,0,0,352.2252,602.873,621.1254,487.8589,26223.77,22369.02,24939.04
,0,16511,6,427.1011,6.806326,0.8171125,,,,,0,0,427.1011,19897.64,17874.79,15537.9,21301.69,22378.58,15993.51
,0,16512,1,252.1689,2.563303,0.822621,,,,,0,0,252.1689,7445.22,4978.433,7737.92,20992.76,14910.86,5631.904
,0,16513,3,361.9454,13.15854,0.8492514,,,,,0,0,361.9454,18966.11,23846.04,21981.05,0,0,0
,0,16514,3,524.2944,11.66314,0.7719275,,,,,0,0,524.2944,3833.999,11539.77,9111.87,21983.86,9692.149,13507
,0,16515,4,409.1666,3.996608,0.8004408,,,,,0,0,409.1666,5464.53,3371.792,4983.67,5642.483,8427.821,19391.35
,0,16516,6,227.0174,12.7889,0.8390498,,,,,0,0,227.0174,7577.998,8431.7,8594.761,8592.664,9260.763,10612.46
,0,16517,6,520.2482,2.792042,0.8471277,,,,,0,0,520.2482,11479.53,14010.14,8897.059,14137.98,19287.68,6427.965
,0,16518,2,318.0831,13.60255,0.8487846,,,,,0,0,318.0831,25892.05,8232.382,1565.192,0,0,0
,0,16519,1,534.2272,4.012392,0.7972833,,,,,0,0,534.2272,9758.152,18336.39,11527.34,8376.288,5199.073,3728.691
,0,16520,3,742.3149,7.065837,0.8454655,,,,,0,0,742.3149,803.3911,619.8294,0,12643.57,20480.26,27107.57
,0,16521,2,360.1387,2.547606,0.7869062,,,,,0,0,360.1387,11337.35,5555.016,19032.19,13336.71,7322.838,9756.431
,0,16522,1,436.2423,4.025036,0.7710903,,,,,0,0,436.2423,4034.976,12934.8,4702.314,9381.581,4616.421,4384.015
,0,16523,6,405.2286,2.502047,0.8515378,,,,,0,0,405.2286,121887.8,112949,131130.9,125042.2,124026.1,110413.8
,0,16524,2,444.2842,2.472242,0.8029712,,,,,0,0,444.2842,7430.822,8434.002,5638.639,7809.699,8238.911,15061.05
,0,16525,3,214.0487,10.92693,0.8453993,,,,,0,0,214.0487,0,684.4229,693.1208,24510.07,6698.994,4077.346
,0,16526,1,398.1539,2.642123,0.8367947,,,,,0,0,398.1539,3443.793,3681.827,14844.55,14495.29,10721.82,5044.351
,0,16527,2,456.9806,14.03668,0.8347857,,,,,0,0,456.9806,21489.74,10835.71,14018.43,0,0,0
,0,16528,3,197.043,13.90939,0.8470967,,,,,0,0,197.043,6503.307,6269.633,16318.29,10083.98,9863.906,9120.488
,0,16529,1,891.0626,2.092911,0.8471427,,,,,0,0,891.0626,0,0,0,17219.01,12659.41,5851.432
,0,16530,3,244.0292,1.745178,0.7823099,,,,,0,0,244.0292,23196.7,18966.21,8574.947,14576.72,11634.69,12132.82
,0,16531,3,78.96587,13.9098,0.8451014,,,,,0,0,78.96587,49026.49,66282.27,54649.73,974.9224,1878.386,2085.939
,0,16532,2,299.0357,1.605792,0.7366987,,,,,0,0,299.0357,8995.48,11917.75,7495.857,8142.201,8177.423,9746.453
,0,16533,6,118.9002,13.79963,0.8359692,,,,,0,0,118.9002,13915.06,7596.105,15236.31,28115.91,16294.97,21277.49
,0,16534,2,251.0515,2.196689,0.8101553,,,,,0,0,251.0515,6414.809,7330.637,11744.32,9744.599,5015.555,8132.887
,0,16535,3,208.0827,6.75247,0.8349463,,,,,0,0,208.0827,1804.355,2088.742,1052.602,15415.23,12630.86,21322.73
,0,16536,5,412.9572,13.40937,0.841142,,,,,0,0,412.9572,3505.607,6084.062,11112.24,7869.717,16037.06,14461.13
