"ID","medMz","medRt","Formula","Metabolite","_log10_FDR","high_blank","nega-Ecoli-12C14N-a","nega-Ecoli-12C14N-b","nega-Ecoli-12C14N-c","nega-process-blank-A","nega-process-blank-A-end","nega-process-blank-B","nega-process-blank-B-end","nega-Yeast-12C14N-a","nega-Yeast-12C14N-b","nega-Yeast-12C14N-c"
1,208.0649,6.853372,NA,NA,3.32611321180079,TRUE,114115.621653834,121214.307462879,207539.895708664,846375700,798084900,865769200,814510800,39885978.7830139,38285642.2413779,39268854.4857775
3,265.148,1.939119,NA,NA,0,TRUE,258877283.644042,275003731.621431,265909390.397876,415343800,424061600,413987200,443280000,215256319.724514,215480208.982992,214603101.09375
4,255.2332,2.31153,"C16H32O2","Palmitic acid",2.01297761136943,TRUE,386929603.078338,394283835.154735,424583114.630927,321910400,387093200,330388200,366193500,254511154.200212,264657713.004858,271929564.579451
5,283.2644,2.276007,"C18H36O2","Stearic acid",2.58883502624481,TRUE,414507596.972724,403416320.045086,426925562.668221,274041200,313083700,292408000,324694500,205389388.248242,214698678.988622,200568385.06202
6,253.2176,2.312465,"C16H30O2","Hypogeic acid",4.08436804023222,FALSE,2688279.95280922,2685061.24915066,3058214.77590182,1855345,2263795,1962619,2381180,329478159.533392,349757520.102487,353392255.755145
7,281.2488,2.280685,"C18H34O2","Oleic acid",4.08436804023222,FALSE,9998727.85460082,9580986.56968848,10359080.0925475,8732337,9736665,9357266,9923632,273521607.678625,298465504.005437,286626082.288308
8,96.96968,13.957725,"H3O4P","Hydrogen phosphate",3.22538815676585,FALSE,254720575.561349,263745727.103939,281071146.83572,9534163,7665236,9964765,8961606,6688163.80122572,4693836.1702373,4553994.41597038
9,293.1762,2.375265,"C17H26O4","Gingerol",0,TRUE,5209065.22433603,4782295.55197098,5396684.06592622,4439078,6411798,5116506,5965554,3602133.0618687,4556511.12768225,4348753.08560534
10,179.0561,11.62597,"C6H12O6","D-Glucose",3.21128733367774,FALSE,95993417.8933255,96228176.6900943,100032034.950628,28656090,34656120,28841550,33135170,175346138.740276,175346500.335397,190114003.438417
11,293.1795,1.920387,NA,NA,2.67732596824858,TRUE,158658449.348862,161288264.530113,159367911.786207,189842000,189571600,187603600,196870500,112812670.764867,116007127.829772,117642871.542433
13,156.9908,13.42921,NA,NA,4.08436804023222,FALSE,180733968.646205,187804531.125013,179672136.545456,23388680,30191750,23617720,30899750,32400683.1476988,35974810.2084767,35855251.6233929
14,224.0599,11.10415,NA,NA,2.260340647157,TRUE,16797.0809387329,45561.4881605629,97386.3148134351,119685000,141948500,114145600,139452700,4623880.92691588,4731690.67549806,5407994.28956952
15,194.9274,13.73446,NA,NA,3.6190836025393,FALSE,26487804.6849755,26700020.9793894,26384368.2229438,554658.8,3128286,524014.8,2967227,132261823.492566,125206663.900933,125324271.988933
16,194.9464,13.9759,NA,NA,3.01210145858804,FALSE,144587174.916964,146995266.985007,151834063.034193,538508.2,272107.8,548901,413234.2,266078.377337791,107838.137277408,96318.2049594921
17,239.0599,2.505272,"C9H20OS3","Propyl 1-(propylsulfinyl)propyl disulfide",0,TRUE,74962346.8044412,95975401.6598829,113672341.920074,30968070,110679000,51490360,132330400,2248440.37312328,11124125.5227576,34453387.517301
18,426.9679,1.95879,NA,NA,1.90773563921165,TRUE,92341205.5118597,96317075.0145217,86802292.5088206,124065000,131087500,120813500,122056000,91284675.3677695,91964108.9335331,98531192.6079445
19,372.2759,2.537253,"C20H39NO5","3-hydroxytridecanoyl carnitine",4.73320404015333,FALSE,250989.327635671,258288.218543825,261644.442996578,52874.47,58260.06,52593.42,60678.31,113701153.54182,111600316.205098,112660799.679499
20,141.0169,13.86554,NA,NA,2.3931781139833,TRUE,35323531.014799,34219151.0599709,35227745.6848423,65398640,95501290,65982580,98828310,41550470.9733208,44126059.700209,48892744.6627928
21,186.1137,2.510147,"C9H17NO3","N-Heptanoylglycine",3.91399629438162,FALSE,1431142.54444184,1276177.0399454,1420282.28891258,23749.04,59496.02,13288.27,69119.48,84697041.3911735,81770583.5386105,78889322.1664495
22,294.2444,2.562788,NA,NA,3.70370784900514,FALSE,5687992.43754279,4949392.77578386,5608006.76185406,818,1559,5052.694,4717.114,77306392.668442,75769431.8820223,78951829.4468918
23,227.2019,2.343349,"C14H28O2","Myristic acid",1.71018816088238,TRUE,59406103.4705382,56384800.6958394,61657142.5835007,71927990,80714680,75870260,78248810,64277831.0939787,71290129.6994619,66785687.5071615
24,284.2678,2.276942,NA,NA,2.56485667449369,TRUE,83992977.9920345,79253997.66237,85710045.3729832,54360780,61712500,57895570,63822290,39336281.0203929,41174721.6748152,38559938.5305616
25,205.1599,2.411092,"C14H22O","4-(1,1,3,3-Tetramethylbutyl)-phenol",2.18348031034895,TRUE,31800613.3394561,28711575.2486203,31134116.0294717,45200650,73065670,41097060,71026500,37857702.408375,39425488.8989895,39665263.2660015
26,256.2365,2.30966,NA,NA,1.94915641904308,TRUE,69253230.8886604,67908765.2136193,74978062.3848507,55560560,67691750,57751940,64568030,44189463.6050365,45654937.7622514,47663467.2887825
27,209.0677,6.281144,"C7H14O7 ; C8H10N4O3","Sedoheptulose ; 1,3,7-Trimethyluric acid",3.11051901291221,TRUE,53862.4167910298,31062.6536332799,28091.380200655,61645860,61452160,64829900,61891830,3038208.94856617,2891461.2391344,2981286.49432919
28,176.9333,13.73693,NA,NA,1.38745984025249,FALSE,58757.8441905922,78500.6948871957,82009.8430337269,270,8691.508,65,18447.56,104417.108539386,198848.741931011,155536.741221798
29,254.2209,2.30966,NA,NA,4.18390459441326,FALSE,457745.967053603,422254.123323039,466880.057934733,336416.4,405725.5,396620.6,403658.4,57463940.4300133,61716278.9188819,62216722.9092822
30,176.9356,13.91903,"H4O7P2","Pyrophosphate",3.00333512597091,FALSE,71606342.9039717,70952978.811524,70510230.4070058,281269.7,75294.09,260658.4,121780.7,104232.52324239,62836.6415014078,33124.6012027612
31,282.2522,2.283489,NA,NA,4.08436804023222,FALSE,1877635.81647541,1945474.62908058,2031278.24911467,1522277,1816181,1645897,1860215,55136910.691061,59615465.9951368,56118940.9055224
32,165.0409,2.410142,"C5H10O6 ; C6H14OS2","Arabinonic acid ; S-Propyl 1-propanesulfinothioate",0,TRUE,47289697.4379548,55850152.3864213,64222417.8660842,18409990,59779070,23897940,65518530,1456293.71613695,6729036.37691433,20265004.5070141
34,78.95878,13.97569,NA,NA,3.21321309772845,FALSE,58950726.6334563,61220143.4804601,64729335.7130927,2145124,1483737,2214099,1837633,1612793.65025118,1094115.61135875,1116202.13235602
35,266.1481,1.90916,NA,NA,0,TRUE,541582.057285083,1642894.0425618,552242.50933334,988187.5,1320898,793973.4,1259148,1024815.73680716,1090040.72621631,1138366.10726348
36,216.9094,13.74486,NA,NA,2.30068269897862,FALSE,14665563.2034304,13376720.076459,12615858.383013,1852059,264561.3,1786270,252697.6,50408659.8324931,45110834.601614,35490301.0739276
37,239.0773,11.62895,"C8H16O8","D-glycero-L-galacto-Octulose",3.25776991660365,FALSE,26649931.360737,26804832.5827354,26441782.2310996,8066228,10587040,8075294,9682315,48398246.5511119,47191390.8708938,52792454.6425323
38,89.02431,11.63184,"C3H6O3","Glyceraldehyde",3.37232696823338,FALSE,27616430.5351196,28060478.263449,28581682.781667,8610401,9145119,8275410,8812017,48382435.4234387,49281745.7079149,53036784.4564682
39,417.1383,6.950228,"C18H26O11","Oleoside dimethyl ester",3.96401024306357,TRUE,2391.39805067952,1905.36180753229,2098.65597993579,49956780,47291500,50683820,51528360,317474.252469868,317555.752041514,335119.105752649
40,157.1234,2.53632,"C9H18O2","Oenanthic ether",2.82350358846963,TRUE,12360268.3916067,14141916.050993,16178702.0573027,9064437,23651420,11693750,21885210,47957367.0883922,49758879.4267201,50722008.1443529
41,679.1888,2.309667,"C31H36O17","6-[(2-{[3-(3,4-dimethoxyphenyl)-7-methoxy-8-methyl-4-oxo-4H-chromen-5-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",0,TRUE,41671633.2230329,46765463.0125977,50434335.0688275,47249120,49600790,42747900,47251580,37008051.2479961,42301123.5668817,39518571.850537
42,143.1077,4.012595,"C8H16O2","Caprylic acid",3.88395707315079,FALSE,7791488.96887582,8438886.42140111,8343979.98004911,4592914,6748888,5146392,6444098,47596129.5399196,48633551.6084252,48283366.8753261
43,87.00864,4.017347,"C3H4O3","Pyruvic acid",3.39506151080006,FALSE,1045188.64898022,1124254.7812706,1042585.32364645,272227.5,576849.2,276346.5,652310.6,29790152.3779069,35027335.8163871,47647694.3325736
44,353.0101,1.895102,NA,NA,1.85980632142137,TRUE,40684985.2022764,42759960.4181319,39597517.1464848,51217790,52307600,52006430,54252750,40872635.2883985,42366679.7537512,41247829.5288334
46,313.0789,2.440348,NA,NA,0,TRUE,32974453.071773,41734851.2665797,48940722.6952937,12548310,46423440,19709180,48588400,878811.973079909,4752268.60992486,15309412.5050898
47,417.0226,1.87635,"C17H14Cl2F2N2O4","Roflumilast N-oxide",0,TRUE,39304966.7248433,41334892.3263148,39240908.7378734,48144280,47622920,49303780,50634160,37722052.8263447,38963656.0205805,37833408.3042983
48,321.207,2.515588,"C19H30O4","(S)-[8]-Gingerol",0,TRUE,67401.2151963303,139754.446678206,123679.560046162,98407.75,213397.2,134286.8,151248,133788.614135258,145493.562022422,135180.469850198
49,719.48935,2.43843,"C38H73O10P","PG(16:0/16:1(9Z))",3.65876337676131,FALSE,53093382.7656273,44165607.4053766,49857400.4039184,779,59,4119.703,1646,77036.7790475401,104073.791358775,69232.7949274826
50,312.2549,2.536812,"C18H35NO3","Palmitoylglycine",4.23184307051207,FALSE,207344.968520008,221062.281828879,231730.004929,35090.57,38953.77,33972.61,28576.47,41490936.4896894,41518331.064745,42409894.0400364
51,223.0285,2.505267,NA,NA,0,TRUE,25431265.0171867,33290245.4189697,40971864.9667132,10736070,40701330,17656600,43866360,750600.674687716,3641220.31977309,11910773.9791702
52,481.0349,1.869777,NA,NA,1.41452799026184,TRUE,33119324.6756799,36004756.8132764,33478521.3624984,39563440,42781370,42301900,43184360,32221676.6321361,32323468.1566608,33922523.7842428
53,88.0403,12.81682,"C3H7NO2","beta-Alanine",4.83657025669853,FALSE,581112.092970864,570961.320586667,540282.345020742,18933.65,29340.9,16542.3,28866.92,39154242.3592567,41002483.5816617,41982153.6803388
54,615.1764,2.317153,NA,NA,0,TRUE,31722814.9107449,32920954.8972784,33973401.8407516,38586240,41666010,35546130,40665940,30538753.3938115,30898869.4674658,28481613.7998942
55,292.9234,13.98196,NA,NA,3.73995247500468,FALSE,44024702.2082398,47000465.0594963,45928270.5810062,19358.82,7068.748,16910.65,13441.4,1484.01082448035,736.776920551377,1075.56168342131
56,280.2648,2.582906,"C18H35NO","Oleamide",2.90706892432645,FALSE,43947603.0187246,41276573.3328253,42359304.9206195,3117.073,2265,1773,173,18488603.8201523,17563376.7960814,18495569.1440943
57,340.2859,2.461975,"C20H39NO3","Stearoylglycine",2.19365041285953,FALSE,43895192.351595,41084968.1004443,42459235.7416331,7370.322,15897.88,11325.68,18017.55,24541966.4182535,23626768.2012267,22890495.3913157
58,743.2013,2.294708,"C32H40O20","3,4,5-trihydroxy-6-{3-[(E)-2-(2-hydroxy-4-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)ethenyl]-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenoxy}oxane-2-carboxylic acid",0,TRUE,33819575.0792379,37523689.8652086,42310339.9057094,37144740,38060540,31484990,37296400,29856456.515855,32453044.7933404,30898139.8060463
60,210.0606,6.542019,NA,NA,2.81641700764898,TRUE,4952.28845523709,2826.48675715463,9475.97000573655,37848090,35433400,38564580,36776100,1784643.93583813,1714471.41459328,1718586.82039913
61,208.0621,7.206094,"C10H11NO4","Hydroxyphenylacetylglycine",0,TRUE,7461.38890192068,5098.30721315992,2583.63036700904,7979038,1823,2067,13745760,2193.95427446323,1510.29847013281,899.224124816909
62,161.0455,11.6603,"C6H10O5","2-Hydroxyadipic acid",3.21795040976043,FALSE,18091039.2074145,18280771.7000771,18357596.2884092,4754934,5328250,4491566,5091258,33689280.8925013,32739577.5261768,33617303.9293524
63,313.2175,3.822398,"C21H30O2","Progesterone",0,TRUE,38359261.8484003,38237259.5548816,38449606.6947858,35680820,27154350,34870880,26896620,33135195.2213315,33248349.3127468,35465847.6334803
64,299.2018,3.829043,"C20H28O2","All-trans-retinoic acid",0,TRUE,37166886.8986236,34978522.9303241,35997310.871433,34247180,19891250,34436370,18919330,33969218.4652501,31060941.5465876,33651431.5795066
65,75.00841,2.814768,"C2H4O3","Peracetic acid",0,TRUE,37115272.2884249,35272768.2549321,38559530.5979007,30321040,19414760,32425630,17775530,28811767.8587847,28394930.276462,22645220.5639442
66,222.0442,6.532464,NA,NA,3.29317984203351,TRUE,10087.3892331617,7198.86671198099,12048.9711695311,34923530,33811820,31627000,33227090,894345.535765535,871113.211511316,840454.810920749
68,266.1514,1.942867,NA,NA,0,TRUE,33524194.9277509,35289639.2259339,34939588.2575454,53186380,53336580,54541470,56802020,28039404.3485672,28153763.0279281,28078658.1224668
69,253.1447,4.005963,NA,NA,1.69451965134679,TRUE,21909767.3352882,23792601.4460302,20741027.9235706,32262660,25633010,28348630,23655080,22404798.4592282,24382539.2684767,23352265.977102
71,288.9977,1.909152,NA,NA,1.49213064110733,TRUE,25708755.4027795,25104205.2978885,24162739.701676,31568220,29354320,29695910,31062830,24404567.16914,24664455.368435,24576311.6787934
72,113.0244,11.63751,"C5H6O3","Norfuraneol",3.63595582081711,FALSE,15474206.4399107,16036698.7017915,15565666.1599927,4845786,5425578,4752792,5200212,27488616.4792295,27931580.504393,30216911.7702533
73,294.1796,2.378092,NA,NA,0,TRUE,866386.624445222,821177.753902136,884336.223848719,766122.8,1085165,929815.9,1046248,607374.301342402,707585.85664593,728024.224308091
74,146.0458,13.36515,"C5H9NO4","L-Glutamic acid",2.22705517579732,FALSE,16748801.1616233,18130425.178958,19236911.396272,22597.97,45139.61,26153.52,44772.29,24321893.1093194,25029593.3422965,28071497.4536505
75,367.1053,11.65205,NA,NA,1.6089766306299,FALSE,23683220.8145544,23913794.0383819,24555590.7029357,10756380,11124300,10362890,10757230,26866513.645271,24794757.4759954,27175273.9900519
76,98.95595,13.752,NA,NA,3.45345733652187,FALSE,8279624.62441897,8724372.20423349,8798390.10687155,1552106,2483607,1481950,2515122,25650788.160399,25173236.5767047,25194973.9797048
77,545.0474,1.851912,NA,NA,1.33180983952705,TRUE,19522381.8418417,20258439.2598964,20582802.3113217,23996720,27064540,25920880,25101970,19143309.0894462,19233033.8958076,21102549.4559457
78,359.1197,11.62233,NA,NA,3.17249503112195,FALSE,10844619.0251814,10624345.3234042,10674177.5208303,2093860,2464310,2046180,2486471,24760006.0827243,22923513.6883904,25548175.1868675
79,373.2717,2.571686,NA,NA,3.1527667660271,FALSE,7554.99551522697,3936.82939052254,4646.92236260313,869,1052,1522,6665.244,1540770.57429247,1223896.69892293,1032733.08997485
80,373.2787,2.5358395,NA,NA,2.9248912035835,FALSE,41263.9552566514,17927.6728561658,59527.6700696419,3367.145,8470.718,4050.103,21161.91,25022227.1311858,24550763.7175361,24537205.6588908
81,119.0349,11.6268,"C4H8O4","(S)-3,4-Dihydroxybutyric acid",3.17459335775773,FALSE,13150085.9574226,13289614.6406991,13977973.1049128,3858729,4396044,3907361,4288953,23584165.6789004,24091634.8669556,25201248.0895248
82,182.0491,11.45279,NA,NA,1.89715483575458,TRUE,2760.39410473246,21305.4305619559,45934.3708193728,26480560,25866630,26029010,26162820,3630632.48209118,3479345.15417609,3534410.65211974
83,807.2134,2.28536,NA,NA,0,TRUE,23429622.8944162,25335254.080955,25921620.0163006,22226410,23697970,20760450,23721350,20446178.9877335,20147202.5792764,18311739.6748509
84,567.2299,2.479885,NA,NA,3.28692967414436,FALSE,26377927.3134521,23715763.3602793,27624630.4116252,296469.9,387921.3,351576.8,442303.6,252172.921095591,217974.038690162,156298.987110484
85,311.169,1.970977,"C17H28O3S","N-Undecylbenzenesulfonic acid",3.06566822862034,TRUE,19614659.9006754,19852255.3210902,20529379.0116873,21229150,24809490,20744690,23425230,10083139.0286137,10456098.7452915,10598705.6342748
86,225.0622,2.638675,"C8H10N4O4","5-Acetylamino-6-formylamino-3-methyluracil",0,TRUE,7990584.95881174,10253955.683008,13533090.6587619,3572010,23854920,5909670,24731930,315250.984401341,1860344.76533267,6118644.3931518
87,101.0244,11.64515,"C4H6O3","2-Ketobutyric acid",3.0119050139314,FALSE,11772337.3179954,12239115.5129857,12457165.1945613,3642237,4042566,3524227,3866619,22628160.4094338,22124167.2597907,22103484.3051731
88,325.1845,1.970372,"C18H30O3S","2-Dodecylbenzenesulfonic acid",3.15343404652209,TRUE,20918246.1552112,21839076.6354729,21272085.751281,21552950,24254710,20029810,22344910,11283703.7856183,11105508.2440491,11690537.1366392
89,352.9451,13.51831,NA,NA,3.9743664889393,FALSE,24991938.4090369,25471168.4050984,26465519.8787898,467406.9,313002.4,558271.2,324625.1,671459.201868637,807771.312517345,749846.825289943
90,71.01343,11.62617,NA,NA,3.20415472760429,FALSE,12185630.7129979,12936359.8934253,13128050.0546343,3871407,4210866,3862328,4141183,21781816.2114478,22305789.3658964,23565429.8324757
91,94.98066,4.698497,NA,NA,0,TRUE,6880496.47763266,6011379.75411467,5615788.09977759,5887190,4364864,6203030,4221626,4317876.0627959,4577800.40044028,4717842.20937418
92,301.2174,6.322683,"C20H30O2","Eicosapentaenoic acid",0,TRUE,4293465.28466685,4355725.021341,4288798.13718553,4686662,4049589,4249236,4267254,3513336.08331304,3756017.13605281,3973356.72783427
93,356.2811,2.5307,NA,NA,3.56870058053065,FALSE,2160268.2995411,2167695.9410493,2407917.40477599,4322.238,8602.621,10040.68,26907.02,18372145.6126732,20089306.2343047,22453051.5946916
94,294.1828,1.920387,NA,NA,1.90007776780308,TRUE,23877706.1288065,23509803.8826036,23944501.227493,28209620,28924300,28413790,29162470,17448806.9024664,17528337.4947063,17767567.8144417
95,720.4918,2.415703,NA,NA,3.76303470089702,FALSE,22243368.9769869,17878507.6172397,20647306.0795754,1787,1682,1610,20209.99,6129.71312290854,4004.12911947342,4709.4033368182
96,198.0596,2.517485,"C9H13NO2S","2-(4-Methyl-5-thiazolyl)ethyl propionate",1.5320960534772,TRUE,12216246.6322612,12972006.083641,12803128.0891604,19177170,20311610,20192830,20280450,13080337.0632285,13036325.4391815,12833818.2880085
97,191.0198,16.15515,"C6H8O7","Citric acid",1.74381161741023,TRUE,22940854.6963387,16984502.0575056,12207686.1057132,15544410,513078,13424110,493895.6,4777280.01125179,3957545.40939309,3150068.81665195
98,296.2598,2.580017,"C18H35NO2","Palmitoleoyl Ethanolamide",3.84100462315169,FALSE,2866921.58263016,2595752.0080038,2662527.87060292,4086.268,9063.879,242,8644.836,18519539.0334503,19159582.3245465,19577521.8462142
99,267.1439,1.934437,NA,NA,0,TRUE,11464360.1034524,12184404.5687402,11829960.6509203,18505800,18430550,18543090,19588090,9572721.75003824,9323209.07077623,9535778.87791175
100,240.0596,2.505278,NA,NA,0,TRUE,11083769.5877754,14253331.2753318,17086397.9532879,4533288,16362110,7949868,19742690,305361.33473467,1572675.77550624,5078804.21759673
103,96.97758,14.681045,NA,NA,1.52003620102175,TRUE,166185.060055737,139480.056760394,120811.360627366,131230.7,57510.57,132149.3,61176.83,80530.7726070513,78716.304021734,78534.0847963173
104,208.0686,7.343712,NA,NA,0,TRUE,2677.54824477792,283.966838644497,1888.79038194221,5488807,174,6549228,6055928,134.660241480624,1582.84555821779,2325.51244413647
106,609.0598,1.846262,NA,NA,0,TRUE,13423746.663726,13420128.026931,13599747.4523215,16076460,17582240,16374460,17133430,11988132.5780929,12497272.3096108,13970815.5871513
107,224.9833,4.441272,NA,NA,0,TRUE,7838.01742073726,10603.1803283639,9744.72519539095,12745.68,12481.09,12046.36,9522.779,8580.63303219119,7681.72379547634,8942.27147071948
108,216.9285,13.94965,NA,NA,2.66942390391227,FALSE,8724717.26655512,12665856.4237189,18123579.8358486,422768,352256.2,494764.2,468524.1,230905.122263052,133782.295014563,131222.617188152
109,121.0295,2.707563,"C7H6O2","Benzoic acid",0,TRUE,1481942.80991518,1658486.60599199,1355989.47364331,684573.5,4642718,984169.3,4481924,454157.695374534,1042582.68239905,1161020.12522054
110,224.9849,1.9045955,NA,NA,1.94066382261071,TRUE,13565724.4931136,13470841.1635265,13615133.9715527,15790990,16777680,16439990,17322860,13849824.1574035,13691406.8011894,14434408.002963
111,295.2474,2.568072,NA,NA,3.88645772004604,FALSE,1063428.24962299,974078.640254592,1030935.17323016,1783,1376,77,1775,15123920.734705,14647869.4948417,14985438.5175853
112,143.0349,11.62684,"C6H8O4","3-Hexenedioic acid",3.22455704066635,FALSE,8445404.55604201,8580288.54390072,8780876.65961101,2636230,2952443,2647824,2860320,15079143.9142726,15288855.9940217,15248736.7970794
113,449.1274,11.10715,NA,NA,1.45900769964338,TRUE,1515.73542663403,1834.09169900975,122.874676545463,12474190,15847260,12094310,14794400,25554.0618005491,29323.8250766421,33875.6043542849
114,206.067,11.03256,"C8H17NOS2","Dihydrolipoamide",3.13082697267832,TRUE,2665.71496607461,2207.14617330742,1276.5917722511,9732681,16166130,9500509,16169510,210041.670577381,254905.405809289,258606.433922331
116,314.9057,13.96147,NA,NA,2.61252118800746,FALSE,7100109.22133492,11283238.5902905,16629391.1474602,69317.65,38737.05,72805.03,71161.76,21780.9093159439,6127.61913234988,5673.86553863415
117,174.0883,13.4707,"C6H13N3O3","Citrulline",3.65525414627481,FALSE,67781.8164695334,53997.4525075145,43627.4259518946,3479.42,2038,2997.541,2585.957,13757476.5455419,13021165.9242816,13274934.971903
118,131.0826,13.47151,"C5H12N2O2","Ornithine",3.40380990251207,FALSE,65337.6097232588,36825.543472458,52432.9297413676,1409,2714.015,745,3539.281,14022683.9367735,12624314.5090573,13281014.2335919
119,242.0518,11.56827,NA,NA,2.18174110653937,TRUE,13827724.0411311,13697313.0693114,13271269.7329334,9113195,9786724,9064997,9594933,12591318.8543197,13140802.6677236,13704321.798308
120,196.8949,13.96608,NA,NA,2.31667373351706,FALSE,15667841.9096014,13863929.2198917,14876371.8461682,908932,20554.52,662402.4,28419.8,165529.315530732,31115.5402966463,42411.3359162062
121,354.2654,2.535458,NA,NA,2.8078787778683,FALSE,5060585.54617724,5011688.41860979,5801578.9602604,4154.305,7384.943,10569.42,10388.91,13432423.2116168,12823555.193698,13511636.4815081
122,218.067,8.78812,"C9H17NOS2","1-Isothiocyanato-7-(methylsulfinyl)heptane",2.04121162210829,TRUE,268.938152348124,1258.3628536011,4275.65489634124,14601900,11771980,13968700,11304460,510117.728242346,482094.903243191,483770.985687699
123,173.1044,16.65841,"C6H14N4O2","L-Arginine",4.83657025669853,FALSE,40289.3341500679,43660.1687044983,40086.1234045285,637,3096.078,882,1094,13014335.2237817,12718041.5781832,13747334.5232383
124,688.4924,4.120692,"C37H72NO8P","PC(14:1(9Z)/15:0)",4.83657025669853,FALSE,14415945.567947,13626577.4866028,13575683.5886759,984,1325,2087,1387,14050.5412016948,15667.561215525,15446.4394532539
125,450.9221,13.41938,NA,NA,4.08436804023222,FALSE,14211380.4517449,14607343.2675086,15457884.4083185,44011.04,60088.53,44152.54,61642.24,156460.543703454,186077.156833141,173615.043093239
127,871.2254,2.271333,NA,NA,1.32703442053306,TRUE,13409708.0921734,13914163.5104457,13881989.4969599,11063750,12882960,11071070,13102060,10535560.797746,10726228.2988609,10256532.8313299
128,299.2594,2.433737,"C18H36O3","(R)-3-Hydroxy-Octadecanoic acid",3.08550875308331,FALSE,3808568.72023057,3562566.66516632,4137797.12096285,2153763,2993181,2061769,2831040,11695351.89932,12717740.0837911,12080291.8531877
130,180.0594,11.6345,NA,NA,3.29354679979248,FALSE,6438499.85150634,6672171.70123586,6748783.95799428,2013849,2355889,1987908,2318824,11861029.7991444,11951558.038316,13037892.4780685
131,241.0511,2.109504,"C14H10O4","Benzoyl peroxide",1.89336721107988,TRUE,6471.69112251654,8221.44577468062,6649.94052349886,8985.787,12031.54,9297.521,19290.31,16094.9218419474,16926.573531591,12314.9669422298
132,158.9888,13.41938,NA,NA,3.99576463364053,FALSE,13641823.232702,14184299.493655,14117821.8850058,1732500,2264518,1794830,2350879,2467093.79515736,2699850.24695234,2678322.98079635
134,319.1037,2.530708,NA,NA,3.70370784900514,FALSE,13444142.9332001,12652905.3086858,13676941.0212415,138655.4,173904.2,119665.7,166587.2,141376.672939888,193952.849872247,188880.809616973
135,339.2,1.954105,NA,NA,2.81095909209099,TRUE,12958085.6316983,13616299.0006393,12769473.4764252,10858570,12312250,10775810,11762520,6015397.57056426,5546716.6968239,6306265.60702557
136,171.1391,3.994588,"C10H20O2","Capric acid",3.17249503112195,FALSE,5128170.77961494,5628714.95112091,5320559.39795349,3293540,3465253,3061936,3522390,10931232.8936829,10657760.8067682,10747813.1665643
137,680.1922,2.309667,NA,NA,0,TRUE,9268754.40644536,10914225.3538652,11690829.5459293,11081200,11326640,10350900,11012150,8981762.07410429,9485446.97181365,8979150.37648418
138,196.9232,13.73445,NA,NA,3.4307665857165,FALSE,2432234.69548467,2168981.0301936,2366992.52578072,40888.44,279599.8,37402.91,236286.2,11888282.4670631,11322066.0128326,11928242.1141192
139,551.1641,2.333062,NA,NA,0,TRUE,8516245.01687573,8281475.25077462,8514188.59172752,10882840,11893040,10444000,11203980,8560066.65748723,8249896.57246835,6719881.425703
140,233.1548,2.375267,"C15H22O2","Valerenic acid",2.33628023360985,TRUE,5943804.25655111,5334266.95214182,5991079.98354298,10939100,12227800,11013740,12382280,10000272.5970195,9423725.41674291,9477036.06336141
141,221.1549,2.438458,"C14H22O2","Rishitin",2.47725590688122,TRUE,1876097.49024398,1838385.72304823,1845941.91619642,12136500,1460487,11754410,1430201,6012328.78274821,5129659.50431292,4614727.60417943
142,228.2051,2.344285,NA,NA,1.47776448666201,TRUE,8847419.76068765,8729403.428457,9633390.9519621,10765030,12251530,11769060,11533190,9821330.20538128,10347890.5236478,9775501.50778886
143,412.8828,13.97646,NA,NA,3.06860824474455,FALSE,5464751.18028905,8277056.50404622,13177787.1139723,9127.984,44863.82,8376.328,39095.6,4316.67236512715,8127.6264639459,8852.13472529363
147,374.2452,2.476126,NA,NA,0,FALSE,8489759.98763249,7619228.94800139,8308104.9240439,3921108,4018767,3922562,4684670,17297987.4320081,11351961.0661435,7160097.911232
148,336.8589,13.76375,NA,NA,2.24410228732469,FALSE,2255127.08888472,1869751.25237082,1525427.1282804,197749.7,2008,191093.3,2382,10789830.4795676,9180386.4664163,7038021.66016368
149,178.9727,13.92766,NA,NA,1.95502929470723,TRUE,6419654.817295,8983022.56401625,12372425.1632056,1469546,3901075,1931539,4278676,1965215.99121514,1813737.50100296,1942181.87046885
150,254.968,13.42085,NA,NA,3.86854173989347,FALSE,12693181.5516354,11969124.2971843,12747801.8631194,682523.5,1015828,713645.1,1027239,1122889.61512796,1191396.54563083,1281923.39053991
153,199.1705,2.396924,"C12H24O2","Dodecanoic acid",0,TRUE,9390534.98059164,9392830.14240264,10549083.4884014,5398380,8155484,5897840,7872730,9369265.69811411,10721658.7744815,10798317.8021337
154,206.1632,2.412032,NA,NA,1.92503735686837,TRUE,4847910.33105296,4174349.27672381,4715066.70091951,6869532,10976050,6290800,10296210,5706507.12984113,6040132.99713924,6062569.0495156
155,427.9714,1.953169,NA,NA,2.72535730530067,TRUE,7285878.78794569,7506323.73295634,7108226.09587183,9473713,10890420,9724123,9948979,7246871.89129702,7434797.06188444,7903116.18634507
