"ID","medMz","medRt","Formula","Metabolite","_log10_FDR","high_blank","nega-Ecoli-12C14N-a","nega-Ecoli-12C14N-b","nega-Ecoli-12C14N-c","nega-process-blank-A","nega-process-blank-A-end","nega-process-blank-B","nega-process-blank-B-end","nega-Yeast-12C14N-a","nega-Yeast-12C14N-b","nega-Yeast-12C14N-c"
9222,569.2199,7.046598,NA,NA,2.47733411116989,TRUE,1113.40395072123,2596.90457929006,1929.02368311197,40367.14,2334,10897.79,7739.328,26922.2098539922,39639.9833155275,39506.5789480706
9223,242.9502,13.40779,NA,NA,3.19545169161194,FALSE,62348.1792819658,75436.4811150868,74811.6487521204,177,3105.985,4476.81,5800.202,8225.24908197073,8853.69750706988,7614.88611424192
9224,335.1503,6.889287,NA,NA,1.76962772558758,TRUE,30840.471862995,35821.1583321497,32029.2091157121,79256.87,54708.31,82044.8,54334.57,44023.300195498,40483.8001669534,40312.8507719679
9225,404.8004,13.79512,NA,NA,1.78301644061791,FALSE,6481.24918445099,1552.35205125658,2517.29978940485,16785.44,589,22698,1080,50843.5940913542,33058.926039247,36753.6184164332
9226,859.1896,2.28817,NA,NA,0,TRUE,18271.2170119617,31040.9385220894,13541.9202372889,16534.8,31682.18,13174.31,17904.32,26108.5413758267,8123.76074053794,13848.626324167
9227,250.9939,13.7747,NA,NA,2.14619839708373,FALSE,75290.2792298884,62895.1246621933,53514.0094176641,1481,138,1085,2008,20756.6212274299,22736.7944427192,18745.8418260274
9228,559.2432,2.143642,NA,NA,2.30063930641407,TRUE,74819.49761544,61841.017485236,64354.9159133149,26658.56,26476.46,32579.01,38309.61,17111.2127610184,16344.9720059435,23238.737713543
9230,216.8804,7.317684,NA,NA,0,TRUE,7703.79254040553,8514.98396618061,12708.3949757034,13677.3,75272.2,7853.176,73740.62,8467.51018484289,14496.1141769476,12081.5388812264
9232,557.2441,2.716168,"C33H35FN2O5","Atorvastatin",0,TRUE,43830.1523488311,51651.7416529031,40587.9414087671,24202.7,70642.77,40820.86,55980.59,34753.4540620634,32803.7864099819,14157.4313846689
9233,678.097,2.485456,"C20H31N3O19P2","UDP-N-acetylmuraminate",0,TRUE,9871.71589551507,12783.9420847772,48326.7516455781,26700.64,32333.57,44279.24,27977.85,1944.78702492085,10046.0475287155,73119.0019317401
9234,469.0604,4.069861,NA,NA,0,FALSE,38981.6277630382,88231.2139397326,82605.1654046571,142,503,1300,2095,2248.00158226838,112.118227040427,7437.17779903555
9235,379.0255,1.907258,NA,NA,0,TRUE,13875.1647312054,13187.1861316068,13376.3765137731,14975.27,20046.75,28463.05,17138.92,16756.781509105,44955.1504349236,23771.0725499907
9236,96.98766,13.92763,NA,NA,0,FALSE,134540.183421543,149722.239512351,98996.5493910353,2855.384,10495.1,2896.758,6325.303,37155.6370405468,52319.7445276212,76038.8693724389
9237,201.9446,13.80009,NA,NA,0,TRUE,26923.9578229276,40901.2693957274,26123.2649722173,52319.23,38,49059.36,92,46868.0206981778,70587.883308499,33880.9626778889
9238,348.8157,13.70625,NA,NA,1.34354722101037,FALSE,1167.19158119086,7831.1294573797,6780.50954704641,95,5307.309,1907,10762.05,34634.3759342398,48091.7661859267,41903.7370499959
9240,594.7271,13.73584,NA,NA,0,FALSE,52637.7477479191,30502.258997158,23475.7180256743,274,341,2253,2205,32881.4476914666,22963.0848273459,16208.8996748836
9241,523.0255,1.857537,NA,NA,0,TRUE,26791.0055579328,28938.7821273992,22908.3306143941,48085.67,45645.75,41790.49,57706.68,37643.8124778763,22639.2892719931,46454.8535590706
9242,97.24846,13.98935,NA,NA,0,FALSE,65561.4200536429,72015.1372835534,60234.7322791722,2109,1263,203,1501,685.209936241544,6791.17437111408,10021.5362428715
9243,440.3126,6.957056,NA,NA,0,TRUE,957.419822359322,2300.68819074326,2652.13571764943,57833.11,23809.03,45433.5,27467.5,1588.44121583267,1416.08147261985,264.993458234235
9244,308.1871,2.633043,"C17H27NO4","Nadolol",0,TRUE,29869.8525561185,28493.8005232661,42415.9251366171,30776.2,67038.62,23105.66,68651.6,31627.3119758104,29559.4900525212,45130.0324039977
9245,255.0513,3.975639,"C11H12O7","(2R,3S)-Piscidic acid",0,TRUE,49672.3281048677,46019.6770066816,36844.983031619,55159.36,22607.65,63587.5,18988.74,38901.236834804,38927.1186689449,32403.4195576954
9246,183.1585,2.493944,NA,NA,2.10766047975152,FALSE,2218.20188056733,2367.50391748314,1502.7681680162,2053,1473,740,264,40820.401771601,21557.8948396385,16312.0620178705
9247,423.0355,13.3387,NA,NA,2.70195515739902,FALSE,41480.1707736132,42818.2348678035,39532.295703129,784,1317,2160,27,1003.08139062098,1271.92946642501,2251.47015433573
9250,200.1294,7.127989,"C10H19NO3","Capryloylglycine",3.53356244029039,TRUE,12799.8316653305,14054.0088265122,11512.2371841963,65082.25,45140.21,52197.78,51254.48,159332.013043217,144827.730500998,144986.396893651
9251,497.1761,2.389389,NA,NA,0,TRUE,23673.3023754958,36852.2808991084,29721.7531765704,43859.04,38003.22,54554.19,45617.39,65843.5724405332,23868.604390443,55307.8855600077
9252,233.99915,2.20048,NA,NA,2.22875068028429,TRUE,62084.1035314121,69578.3788653044,74832.1351141215,35096.88,41405.91,28167.62,36150.7,32654.577246534,35048.9868824156,33691.5605520973
9253,491.3592,2.612995,NA,NA,0,TRUE,45962.3693233297,32810.6421324308,51632.4066606065,44545.54,64206.27,56094.18,37641.72,56108.928620535,51523.8464411304,63019.1757098108
9254,280.2285,2.601758,"C17H31NO2","Methyl 15-cyanopentadecanoate",1.87959060544393,FALSE,499.149210758118,1838.54608079241,3311.67696156564,702,280,2299,364,50055.0163887951,59503.8753832824,50337.5143273428
9256,228.028,13.88528,"C5H12NO7P","5-Phosphoribosylamine",0,FALSE,41602.6559657187,45924.1973331703,40312.1801877766,735,970,2444,2224,35560.078069093,33260.2018110339,32527.4501355182
9258,537.2709,2.535403,NA,NA,0,TRUE,21165.9812236282,23887.9697599969,9750.75257886079,30145.28,42083.71,23660.89,19172.5,30135.9360605715,22424.2201317702,23723.100940125
9259,272.0777,11.83526,NA,NA,0,TRUE,401.255723303401,2534.54323433284,1039.54151130498,59782.09,71186.15,55249.22,70365.69,196.035997801725,4967.66091444918,656.638201653951
9261,509.4572,3.869275,"C32H62O4","Propylene glycol mono- and diesters of fats and fatty acids",1.72365310374697,FALSE,225.908047972424,1713.82339087796,2482.5034208256,1352,2041,1774,1429,56307.5020936354,71047.2665449728,62691.3729565312
9262,306.1795,2.504323,NA,NA,0,TRUE,16828.4176122445,29745.5597558744,25701.9353180486,40589.83,51755.21,34470.63,63553.73,29491.9944500354,15847.8454402661,11511.9490821211
9264,280.9084,13.52666,NA,NA,3.28603090469648,FALSE,72950.9583630296,79127.0811894276,84683.4220135133,10210.18,15163.82,12515.3,17519.62,9297.05299855005,8170.53759546318,9765.4765714461
9265,80.96362,7.001414,NA,NA,0,TRUE,948.813801484182,658.134908387834,156.583658606608,54183.84,84292.73,66464.02,57751.22,2680.06308931126,782.943249332729,3589.67250480879
9267,302.1764,3.998385,NA,NA,0,TRUE,34332.8596792834,34138.0367677087,27594.9991290069,74364.55,46644.64,46103.23,45910.8,27831.1481628651,29983.3534809326,39111.2613173805
9268,497.2746,2.3859085,NA,NA,0,TRUE,30524.5340791426,22857.1144559451,38935.3966217476,40547.58,13659.1,21740.28,10324.6,10771.1795780945,19157.443598703,9511.14909990579
9270,377.1819,2.722852,NA,NA,0,TRUE,48749.4937289004,70758.0996085326,55146.9921212229,36159.95,51625.5,28894.87,71314.62,43692.7505251859,41578.0269543692,62633.3082134769
9271,297.0181,2.058814,NA,NA,1.55723810956888,TRUE,25858.4033482721,31224.0358852656,49086.0736511683,18622.65,25170.95,11620.06,18046.47,10491.3702531948,8518.23882959494,6240.14389375219
9272,252.8842,3.665908,NA,NA,0,TRUE,56612.1372783718,53197.2785000322,39622.5379102663,65182.5,22689.47,72115.1,19343.43,46083.3179127715,55809.1558258116,47361.3747463955
9274,246.1349,4.067744,"C11H21NO5","Hydroxybutyrylcarnitine",2.11105148045022,FALSE,4180.56182105327,1542.3296922456,1167.85312044095,3,554,133,4387.24,37578.5251621598,60418.9485499274,48922.9850927324
9275,263.0592,11.65876,NA,NA,0,FALSE,46830.4694065312,31570.8651868179,25483.5011142923,20377.03,14240.61,21879.23,10465.05,30295.8794494322,41456.6095096742,36452.2273273179
9276,271.0825,11.08268,"C12H16O7","Arbutin",0,TRUE,21840.1338688822,17118.3562300745,18995.9791654562,55444.17,53775.79,55653.95,58928.61,21013.2634944585,29410.617774751,31985.6554223078
9279,293.1914,2.4936,NA,NA,0,TRUE,1045.63153632951,1319.61060311266,12869.6870179334,17691.88,28586.05,15904.52,16290.23,33877.8785150594,11798.2858267619,27628.7245606421
9280,147.01885,12.74524,NA,NA,2.37273658343178,FALSE,21401.2483193023,29457.2833028552,26282.9041869398,4910.941,4065.727,4374.992,5329.192,66010.2671625892,60801.1774871377,62922.5212944012
9281,225.0559,3.913347,"C14H10O3","2-Methoxyxanthone",1.97334418612296,TRUE,58899.4024764622,55322.1188339505,53595.4546678699,70965.59,39093.67,72639.61,37905.73,23016.7513919922,30075.88399419,23055.8824849548
9282,539.1115,2.333117,NA,NA,0,TRUE,27638.9890673386,27145.1250790216,19238.8034488135,18172.13,23454.22,18303.31,28351,43837.331653845,29736.2788266546,7645.20448343401
9283,215.1184,2.751875,"C13H16N2O","Nb-Acetyl-Nb-methyltryptamine",0,TRUE,16146.4550030462,11933.6228743765,5030.39682991723,14622.44,61836.19,25473.06,57739.02,11280.6899611661,14247.8806536002,16956.3273632024
9284,90.93578,5.89218,NA,NA,0,FALSE,12519.2968998531,80655.212539741,66087.6772037747,10232.61,3537.097,8354.144,2734.56,57311.8201599434,10028.0991906893,11020.9415342701
9285,390.1564,2.478892,NA,NA,0,TRUE,30633.8950894134,24173.5401760832,20492.4404916674,7387.371,21866.38,32058.83,10037.23,44525.0882259459,41928.7497276112,23975.4974666866
9286,148.9911,11.66105,"C4H6O4S","Thiodiacetic acid",0,TRUE,48771.320749345,51443.6106641083,41456.7306151346,32477.84,14367.14,27070.3,17473.48,46746.4508978588,34437.801219549,36926.0492700099
9288,386.1826,2.592188,"C19H25N5O4","Terazosin",0,TRUE,10304.9881679792,4698.99415825348,14760.9783888672,78121.02,72002.52,74972.3,59301.36,7597.64991162521,6833.20740021454,8386.7389900291
9289,192.1008,2.666656,NA,NA,2.31760218542447,FALSE,714.299732636618,2531.20244799585,1872.47958417069,1401,2017,2172,2069,71039.6806129202,58182.8305960539,62201.9923905745
9290,711.3385,2.496797,NA,NA,2.78177969582445,TRUE,10759.9250222439,14044.7437124043,12948.718270069,42962.76,33885.67,31062.79,26945.47,62137.0813557413,58543.9831909206,51919.291455244
9291,357.1922,2.566538,NA,NA,0,TRUE,40698.8301383593,30883.832476615,26683.3886415566,39719.54,42994.04,17454.63,42981.03,30547.2727152113,26687.2471965395,33003.5712861566
9292,302.1696,2.470472,NA,NA,0,TRUE,30883.8354506796,7643.13450143348,15214.4185669155,19958.72,61245.26,20020.75,59263.72,27404.5042113877,26006.8874140989,8130.37438127862
9293,621.485,2.600456,NA,NA,2.29727658589527,FALSE,974.631864109602,1782.86630850917,590.450879329085,167,1481,1080,599,22847.1344510905,31998.2687680451,49548.5742447028
9294,182.0095,13.41193,NA,NA,1.72853014138425,FALSE,2165.4900027071,3188.91419011433,400.158238661332,7281.184,9759.907,6796.626,9045.142,40197.7767856857,45388.5768885825,72447.7988322898
9295,391.1402,4.00881,"C20H24O8","Marmesin rhamnoside",0,TRUE,49161.2057675671,37357.508016852,43576.927721994,54629.89,28948.17,38741.05,28422.62,19483.0101598425,24658.5573843906,28086.734577499
9296,464.0951,2.434596,NA,NA,0,TRUE,17485.6916990572,34275.2985423413,61014.5406467635,4203.706,49949.48,10605.51,46151.85,1398.8176104824,1498.05026045612,7664.31908509047
9298,207.77065,7.090128,NA,NA,1.69333912344937,TRUE,685.25441218302,2030.08449744674,816.627275094186,15169.72,124526.6,203145,176113,7521.76107907433,5051.0787597072,8383.66233803975
9300,214.164,4.012593,NA,NA,1.37359803493931,TRUE,5673.19976341104,5652.35101445514,4003.15800967805,59142.42,55840.75,64709.34,62942.58,15956.2401143437,11784.492458326,8351.89527299326
9301,179.1001,11.64629,NA,NA,1.59279611188797,FALSE,39143.1197447602,33687.286739167,24188.4020235032,11949.49,9478.628,8359.662,9059.808,52552.9638682607,54540.2318816072,59374.5511608414
9302,330.2207,2.564776,NA,NA,0,FALSE,63693.1820119631,45470.1733340183,50101.2577044679,1537,1344,2375,2855.341,45372.8889530745,16651.1489827614,34544.0698374938
9303,494.8529,13.42797,NA,NA,2.00161858791624,FALSE,66338.2640429896,65936.7658546184,67251.9636964363,1152,2719.669,1387,3044.803,3215.89084705969,9722.04469596821,6561.6598720834
9304,190.955,13.86543,NA,NA,1.97199842065314,TRUE,6147.0193032284,7891.80704602308,13436.2915109205,43158.29,72862.02,46078.81,66529.98,41062.5886739319,42496.6521018203,44102.2961943437
9305,685.4686,2.260833,NA,NA,0,TRUE,19305.262692688,16473.9630894862,16087.0571215571,25020.68,28805.31,28267.21,31009.38,22853.1254577522,15554.8871081993,30788.3915962298
9306,352.0376,14.90122,"C16H13ClFNO5","4'-Hydroxy-5-carboxy-lumiracoxib",0,TRUE,613.178987353723,1141.43533180631,2319.39544311038,75492.17,26669.37,69489.78,27023.56,944.453802493359,572.83934487882,491.017290257554
9307,78.95254,13.98168,NA,NA,0,FALSE,8649.55012872643,19690.9621567402,10263.9533451709,373,466,1386,1559,1059.87686661961,219.525604205206,2042.98265410732
9309,550.3517,6.527567,NA,NA,0,TRUE,1294.13038909917,2067.94674259933,2143.23882717795,5283.712,70716.51,11005.57,58330.21,817.122009528687,257.212403210391,1250.92500137043
9310,187.001633333333,13.4110566666667,NA,NA,2.38875478516517,FALSE,72362.1236572264,58155.2838229928,56191.6987184889,7870.208,13344.77,12399.89,15407.72,9538.72690948487,9484.54248863753,14530.6142676712
9311,214.0803,4.026858,NA,NA,1.39877683125009,TRUE,50742.443770587,36799.7860097998,40177.344259532,38872.73,21908.58,41818.97,23183.94,21222.9212459393,13910.574380804,12981.7275042921
9312,903.7279,13.52168,NA,NA,2.37238838588949,FALSE,55754.2676024857,60387.7308848257,60733.9514296326,179,2361,2299,1799,1501.41588970574,915.789215826008,424.768925698995
9315,178.8441,3.738017,NA,NA,0,TRUE,36757.6168183802,45622.2459280783,41053.1471089413,59452.15,54446.89,60677.74,51873.11,30043.3411135724,34351.7339923209,23117.8831602564
9317,169.83375,7.052351,NA,NA,0,TRUE,49533.7173811475,42874.4937097185,36639.4996012934,24136.07,38764.09,10103.27,22040.88,28740.2055590264,29251.1460847606,29740.5957714838
9318,505.1931,2.76263,NA,NA,0,TRUE,39747.5313483474,61371.8708599319,41358.53961255,17167.29,61140.23,26234.23,66464.7,35779.7116711161,36872.4626522815,37579.4724775015
9319,496.3813,2.566353,NA,NA,2.28106672234479,TRUE,646.52731824489,630.295022246216,503.459957880969,3839.265,59884.82,6678.98,65007.86,8881.56752599419,11990.8465262789,4900.48018229623
9321,571.1506,2.3387,NA,NA,0,TRUE,32792.338912529,11711.7835256457,21700.0158416146,33825.81,20975.58,51707.09,40496.51,6745.96968706349,24336.043180204,24287.907217613
9322,488.3109,2.481697,NA,NA,0,TRUE,19116.855380679,39711.6265170783,39896.6571776145,23333.47,16891.69,21971.55,39718.33,13583.4442144093,22562.4176237222,25864.871596677
9323,614.4696,4.017329,NA,NA,1.65237730053276,TRUE,18686.1778235088,16074.070964948,14231.8887307546,48849.45,46859.76,39750.36,47637.58,27419.0969844951,48206.6826577933,52801.2520356494
9324,511.234,2.524095,NA,NA,0,TRUE,23003.3881955227,41354.3245668416,47621.7772181626,54152.52,57646.73,53320.97,64982.75,55253.5704308743,41665.6393403565,70782.9871733397
9325,458.1907,2.547917,NA,NA,0,TRUE,6111.96267719352,4117.23185272022,6701.86214235169,16042.71,35832.32,33498.44,36068.64,5243.9281310657,6291.28442089962,8668.38124682129
9326,637.48,2.587828,NA,NA,1.73935629326497,FALSE,2549.53368426022,332.965038253743,2441.18273313775,655,637,139,1279,57601.6511381887,64921.4469572754,57841.223020727
9327,477.2007,7.002467,NA,NA,1.35286163393685,TRUE,25638.6270901732,23429.2909318821,28214.0482737621,28182.61,9945.73,9571.492,10064.89,10729.2242103407,13934.8164142641,16648.9641788704
9328,397.3324,3.925993,NA,NA,0,TRUE,71952.6599415134,79376.3261220763,77170.9512804451,60826.33,35449.43,35752.54,39256.93,47252.9932592814,38816.0462505769,56784.8538782146
9329,315.049,6.742789,NA,NA,0,TRUE,59638.240126119,52931.4966750154,40081.6324982087,61754.98,1284,70412.88,3950.623,29145.2214268212,25031.0442840581,21261.7403790173
9330,243.0664,2.095723,"C14H12O4","3,3',4'5-Tetrahydroxystilbene",2.44993071348745,TRUE,18185.2213483669,18560.5402838915,20805.9448987013,45739.47,52308.64,38040.4,55893.28,40220.1743564626,54073.7258401215,46487.4126817698
9331,372.2026,4.065542,NA,NA,1.92009553233328,FALSE,1911.61238689047,380.849642417325,502.372571362868,1168,1502,770,426,17662.8525624961,20972.4115736935,29907.7657255221
9332,302.0757,13.2019,NA,NA,0,FALSE,3404.92590188693,95.7692083271636,27.1846629525361,749,1457,40,1077,65105.3778215213,29976.9844119007,5780.93458664865
9333,141.0113,3.856505,NA,NA,0,TRUE,34846.2518545899,28391.1047512669,37708.5419088345,28585.14,42040.15,26588.59,41489.51,30319.8709577613,26901.3364799882,31353.1589040915
9334,509.2194,2.51921333333333,"C30H30N4O4","Deuteroporphyrin IX",0,TRUE,12982.3115804618,19038.2727300816,9179.01453412171,33828.64,28566.43,26786.56,26794.79,25794.7830131768,11453.0464827751,13821.8931605863
9335,425.1821,2.653165,"C21H30O9","11,13-Dihydrotaraxinic acid glucosyl ester",0,TRUE,53344.1944865071,42996.6885379713,43125.2056146443,50470.83,22079.71,47099.09,58209.8,29356.2990652019,42951.0795242249,27432.9216737454
9337,258.8938,13.80203,NA,NA,0,TRUE,16857.1617219675,18144.4787534822,11547.1640391577,66726.45,288,70263.38,1278,58955.6461254354,45210.1016301937,22630.8894839051
9338,605.4428,2.342473,NA,NA,0,TRUE,14209.5086422045,14746.57610608,10284.7550492622,37956.55,13515.72,33531.55,13698.91,19632.6112757351,26324.8415156059,15604.5684540113
9339,360.0211,6.858928,NA,NA,1.51334286866112,FALSE,74680.5103783065,87161.8727770786,71301.5868194193,951,2105,1481,187,2090.43993917541,87.6218076870563,1294.76583085772
9340,572.295,2.550565,NA,NA,0,TRUE,12568.8460650418,14400.314738205,13887.3176908986,28133.65,19863.48,33566.11,55109.12,10091.2003219812,36388.7902738489,13186.1231937683
9343,509.1164,2.3612,NA,NA,0,TRUE,14357.0588701088,10636.8342963273,1161.32880133234,14754.57,14881.96,22009.41,28120.86,19364.8664092047,14020.4219782044,19745.4711927767
9344,282.9752,13.32927,NA,NA,0,FALSE,21574.3153991014,18721.7666325148,25656.6565434348,605,1799,2331,2148,72054.2310254686,35817.6374132256,15393.8499426823
9345,534.3527,2.495913,NA,NA,0,TRUE,9436.13075494074,16494.1637108705,8140.14067813884,15021.4,18532.23,27697.99,14871.75,27454.6491203581,26493.3391939581,11835.4262068914
9346,429.3223,2.461043,"C24H46O6","Sorbitan stearate",1.60458623252498,TRUE,25981.4694467866,21296.4772545728,17890.2593106596,29009.46,54950.82,44763.4,41137.14,54155.6772375782,42991.1971217659,37228.5509934722
9347,301.7191,3.987008,NA,NA,0,TRUE,49554.2427409347,35940.780754923,55083.499622431,49413.84,50973.29,45154.91,60704.83,42498.8821380128,30848.8025549874,61524.8074535008
9348,287.1868,2.17609,"C15H28O5","6-Hydroxypentadecanedioic acid",2.05264471309274,TRUE,74984.0877646771,66320.1544946519,75644.8369238853,54785.17,44105.61,40426.54,60521.54,16704.8594513695,25744.9641610129,16664.8930135841
9349,915.2155,2.285342,"C42H44O23","6-(5-{4-[2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-8-yl]-3,5,7-trihydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-3,4-dihydro-2H-1-benzopyran-2-yl}-2-hydroxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",0,TRUE,26530.7917592468,31295.1612263802,40763.9131689915,18189.29,50898.08,30116.19,18939.65,22063.0271021261,11323.111821505,24448.6276985133
9354,237.109,2.384702,NA,NA,0,TRUE,21602.8336007764,44542.2476570093,28780.6745144795,9760.976,42940.69,16594.53,40908.63,21100.7193669358,34354.9656353356,30807.6231067649
9355,518.3789,2.471663,NA,NA,1.50910086589131,TRUE,7980.86553398588,2340.77762678718,7084.4123311254,25291.49,59493.27,35626.66,46515.16,26065.6607914477,37726.2759271435,30368.5425858399
9356,253.2749,2.44691,NA,NA,2.10544580538504,TRUE,18357.7505518612,24937.756186625,20032.1062830944,27994.64,79369.47,27838.62,54897.73,67669.0156813718,114801.715563591,71213.5625733442
9357,250.0533,7.315439,NA,NA,1.73200740963442,TRUE,751.951073965355,2541.22480700683,1278.7665452873,39420.66,10561.54,41444.78,35421.3,11569.9071818482,12957.1360527718,7990.31754467658
9358,497.2393,2.598063,NA,NA,0,TRUE,9564.25181496678,14213.4200145591,9002.35010868532,14490.68,16901.02,17060.86,18084.52,14207.5715322704,26424.1368092848,8369.51636372519
9359,177.0661,11.8102,"C9H10N2O2","4-Oxo-4-(3-pyridyl)-butanamide",1.71615624220416,FALSE,27170.6171387352,24850.5839351384,14715.3516505677,1757,1593,1655,1423,49171.75513141,54124.6689706768,61101.7629337616
9360,412.3437,2.491182,"C24H47NO4","Heptadecanoyl carnitine",1.87328429631426,TRUE,7655.58053571039,6766.39857987077,7918.78249203545,29224.06,19294.4,43075.29,44180.97,23204.7444175476,45135.4911898632,62919.3842394912
9361,667.1354,2.285362,NA,NA,0,TRUE,18351.9414877705,30356.745480273,13783.3635397681,31218.95,19697.93,16563.09,16004.15,9363.82432509102,40667.4385168059,25271.7441433403
9362,523.0963,2.37341,NA,NA,0,TRUE,26805.3560977421,17471.2768987146,37299.1517586345,26213.68,28023.5,24216.6,11925.09,8502.25069503276,24938.7022047957,29787.7977312318
9364,234.9503,1.643989,NA,NA,0,FALSE,13486.624403745,66857.0077230524,45043.5076666878,22497.16,14671.98,15715.91,8192.894,46490.7430080159,13386.5111755377,4823.39631316972
9365,222.0104,6.738519,NA,NA,0,TRUE,76968.4533005407,72177.7890343472,58452.5383975995,36728.52,71282.19,65068.05,46697.81,42816.6711473464,37168.3699763704,53899.4355870862
9366,558.2791,2.539228,NA,NA,0,TRUE,11107.3931150777,9498.95022039726,10089.93235636,27973.44,44408.34,32475.39,51737.92,9522.65012555299,34327.4354286623,12890.6652302437
9367,265.19215,1.937248,NA,NA,0,TRUE,48016.4328707559,68401.2973432823,12266.6768243202,192710.2,121550.7,49414.62,152477.9,67058.6750072813,32781.164908879,36188.1106856734
9368,423.1455,2.54479,NA,NA,0,TRUE,28523.8601337205,8077.6950793861,9732.99773179323,27481.98,16265.56,19258.05,29576.96,22265.4205290155,16633.8695854175,36351.0232080482
9369,580.1578,2.446067,"C25H31N3O11S","2-amino-4-({1-[(carboxymethyl)-C-hydroxycarbonimidoyl]-2-{[1-(3,5-dihydroxyphenyl)-2-hydroxy-2-(3-hydroxy-4-methoxyphenyl)ethyl]sulfanyl}ethyl}-C-hydroxycarbonimidoyl)butanoic acid",0,TRUE,27234.9148721986,10501.092579478,479.537454482738,32930.48,49090.96,33168.39,26394.72,36294.6634272108,31564.5408199941,19757.074398981
9371,349.1072,2.629415,"C21H18O5","4'-O-Methylkanzonol W",0,TRUE,62890.2725368908,64278.800411295,39388.8476736611,56820.61,30267.92,55850.54,28681.88,44355.3888399984,41605.952872432,24104.1362028088
9372,350.1251,2.528892,NA,NA,0,TRUE,6563.55931960605,12556.0893206397,9601.7153826898,29423.88,26137.44,5682.427,11673.9,25936.6800975669,12103.9163449942,9787.7964248584
9374,411.2358,2.377377,NA,NA,0,TRUE,23247.261312072,41190.2585498319,54121.0973107201,59757.3,7058.901,35993.42,17400.85,21098.1727310765,15747.1274699247,53978.8849125237
9375,109.9663,1.934417,NA,NA,0,TRUE,21195.3277548124,29255.3773126017,27480.9322832581,27257.22,45218.98,27982.05,45875.48,23962.9823432507,20783.5159153797,25074.4798954607
9376,113.9889,8.637766,NA,NA,0,TRUE,36931.7596507886,31053.878501168,32377.4120265385,34758.93,36113.41,29491.88,39080.84,30659.123160686,29784.0751094929,32286.2476340857
9377,345.1555,4.006928,"C16H26O8","(1R,3S,4S,6R)-6,9-Dihydroxyfenchone 6-O-b-D-glucoside",0,TRUE,24569.6409646938,31679.875044994,22563.7052052122,16391.92,31598.13,32037.83,20121.77,7237.37238990822,16207.7637924654,7446.73997106705
9378,911.1934,2.265722,NA,NA,0,TRUE,18134.5211278862,27153.4881808185,17587.3025528513,34953.28,21585.5,23713.87,44176.06,31844.1424462761,32771.8656912245,19834.8188032718
9379,113.0044,3.883055,NA,NA,0,TRUE,69497.6418815144,67895.4466120891,58597.7479932268,60147.93,5443.393,65767.96,8744.277,34268.4390181564,29383.7282436608,15956.1913913124
9380,115.023,3.073268,NA,NA,2.17014325601742,FALSE,693.86043305816,365.259306178019,1615.85636589875,1741,1555,1916,1975,38053.2437359019,36331.9962677481,28913.1536981474
9381,218.067,13.21261,"C9H17NOS2","1-Isothiocyanato-7-(methylsulfinyl)heptane",2.44385435611871,FALSE,37345.1928936304,47384.9116152031,76801.4464677291,4663.32,6866.555,4736.914,6802.781,3557.48815350952,3656.9526740178,3989.53107119311
9382,701.4791,2.245877,NA,NA,1.62105730138656,TRUE,1083.28287765824,1798.45664474848,7125.82870882685,27501.54,19121.08,23386.78,36955.19,44803.0104753527,51914.1497750276,36052.8178858757
9383,490.2171,2.643695,NA,NA,0,TRUE,4035.24915857654,4980.81955285596,5074.16631204385,24625.43,32331.59,28862.04,58729.97,4297.76038767567,1578.13470834214,6133.83085648619
9384,103.9568,2.570277,NA,NA,0,TRUE,23417.0688614646,9014.95602701613,13098.3644026901,14947.97,56734.86,11066.42,28729.85,15953.3728588618,4959.47251519532,8829.33457123828
9385,331.072,11.19813,NA,NA,0,TRUE,890.723160576987,909.807479108054,1806.1490065665,57899.46,74577.65,60182.36,63847.22,25.6495698058332,2227.28982120646,98.3983061825653
9387,729.5276,4.117707,NA,NA,2.80095826553852,FALSE,64080.0871954572,63856.6252418891,57513.0799414206,1414,159,469,1071,1245.8362477119,1097.62802102603,2352.79118248411
9388,437.1821,2.561456,"C22H30O9","8-Propanoylneosolaniol",0,TRUE,15161.9692450346,28385.4810942663,33644.5109144866,30806.46,38566.12,23146.78,30543.88,25571.0271588635,32997.5719304666,33313.67208673
9389,307.1225,1.994478,NA,NA,0,TRUE,51389.9930538108,41595.295485329,55156.6372396385,75884.52,48313.97,60533.43,65039.82,40393.9135496545,52935.2453289739,41683.2469048945
9390,236.174,2.416831,NA,NA,1.52341470571827,FALSE,8872.25996419113,2050.1292154687,6248.10988437269,6422.746,143,12376.15,13523.04,33113.9427206352,60907.5013688311,38400.007184592
9391,426.2948,2.383785,NA,NA,0,TRUE,11684.5021174385,38712.1857405487,14920.2587660387,29869.03,51964.81,24490.44,38163.19,22146.4889701622,38359.2351381353,59593.424066455
9392,264.0075,14.00832,"C10H7N3O4S","Desacetyl-nitazoxanide",1.72729994321041,TRUE,2204.21709664522,898.671524651407,1337.48541726478,879,61253.45,15346.7,56061.33,5684.32116801515,12648.9899407059,9356.85568460825
