"ID","mz","RT","MF","category","compound_name","Score","Predict_formula","degree"
29745,727.5962,0,"C42H81NO8",0,"Glucosylceramide (d18:1/18:0)",NA,NA,0
29746,728.0861,0,"C32H24O20",0,"2,3,4,7,8,9,15,21,22,23,28-undecahydroxy-14-(hydroxymethyl)-13,25,32,35-tetraoxaoctacyclo[14.13.3.3<U+00A9><U+00A7><U+00BA>g<U+00A6><U+00A3><U+00A8><U+00B9><U+00A8>Z,<U+00A9><U+00A7><U+00BA><U+0088><U+00A6><U+00A3><U+00A8><U+00B9><U+00A8>f.0<U+00A6><U+00A3><U+00A8><U+00B9><U+00A8>e,<U+00A9><U+00A7><U+00BB><U+00A6><U+00A6><U+00A3><U+00A8><U+00B9>?.0<U+00A6><U+00A3><U+00A8><U+00B9><U+00A8>f,<U+00A9><U+00A7><U+00BA>g<U+00A9><U+00A7><U+00BA>g.0<U+00A9><U+00A7><U+00BA>g<U+00A6><U+00A3><U+00A8><U+00B9><U+00A8>Y,<U+00A9><U+00A7><U+00BA><U+0088><U+00A6><U+00A3><U+00A8><U+00B9><U+00A8>f.0<U+00A9><U+00A7><U+00BA>g<U+00A6><U+00A3><U+00A8><U+00B9><U+00A8>g,<U+00A9><U+00A7><U+00BA><U+0088><U+00A6><U+00A3><U+00A8><U+00B9><U+00A9><c8>.0<U+00A9><U+00A7><U+00BA><U+0088><U+00A6><U+00A3><U+00A8><U+00B9><U+00A8>g,<U+00A9><U+00A7><U+00BB><U+00A6><U+00A9><U+00A7><U+00BB><U+00A6>]pentatriaconta-1,3,5(30),6,8,10,19,21,23-nonaene-12,27,31,34-tetrone",NA,NA,3
29747,728.1258,0,"C30H32O19S",0,"(2,6-dihydroxy-4-{7-methyl-11-oxo-4-[(3,4,5-trihydroxy-6-{[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]methyl}oxan-2-yl)oxy]-2,8-dioxatricyclo[7.3.1.0<U+00A6><U+00A3><U+00A8><U+00B9><U+00A8>e,<U+00A9><U+00A7><U+00BA>g<U+00A9><U+00A7><U+00BB><U+00A6>]trideca-1(12),3,5(13),6,9-pentaen-3-yl}phenoxy)dihydroxyoxo-<U+00A8>p<U+00A8>[<U+00A6><U+00A3><U+00A8><U+00B9><U+00A8>f-sulfanylium",NA,NA,5
29748,728.2985,0,"C45H44O9",0,"Licoagrodin",NA,NA,0
29749,728.3493,0,"C34H48N8O10",0,"Hordatine A glucoside",NA,NA,0
29750,728.5356,0,"C41H77O8P",0,"PA(14:1(9Z)/24:1(15Z))",NA,NA,3
29751,728.5591,0,"C45H76O7",0,"DG(11D3/11D5/0:0)",NA,NA,0
29752,728.5744,0,"C49H76O4",0,"Ubiquinol 8",NA,NA,0
29753,728.5832,0,"C41H81N2O6P",0,"SM(d18:1/18:1(11Z))",NA,NA,0
29754,728.6319,0,"C47H84O5",0,"DG(20:3(5Z,8Z,11Z)/24:1(15Z)/0:0)",NA,NA,0
29755,729.3526,0,"C43H47N5O6",0,"Jubanine B",NA,NA,0
29756,729.4581,0,"C38H68NO10P",0,"PS(14:0/18:3(9Z,12Z,15Z))",NA,NA,2
29757,729.5309,0,"C40H76NO8P",0,"PC(14:0/18:2(9Z,12Z))",NA,NA,10
29758,729.5672,0,"C41H80NO7P",0,"PC(15:0/P-18:1(11Z))",NA,NA,1
29759,729.6036,0,"C42H84NO6P",0,"CerP(d18:1/24:0)",NA,NA,0
29760,730.0323,0,"C27H22O22S",0,"[4-({[7,8,8,12,13,22-hexahydroxy-19-(hydroxymethyl)-3,6,16-trioxo-2,17,20,23-tetraoxapentacyclo[16.3.1.1<U+00A6><U+00A3><U+00A8><U+00B9><U+00A8>Z,<U+00A9><U+00A7><U+00BA>g<U+00A9><U+00A7><U+00BA>g.0<U+00A6><U+00A3><U+00A8><U+00B9><U+00A9><c8>,<U+00A6><U+00A3><U+00A8><U+00B9><U+00A8>g.0<U+00A9><U+00A7><U+00BA>g<U+00A6><U+00A3><U+00A8><U+00B9>?,<U+00A9><U+00A7><U+00BA>g<U+00A6><U+00A3><U+00A8><U+00B9><U+00A8>e]tricosa-4,10,12,14-tetraen-21-yl]oxy}carbonyl)-2,6-dihydroxyphenyl]oxidanesulfonic acid",NA,NA,0
29761,730.1534,0,"C37H30O16",0,"ent-Epicatechin-(4alpha->8)-ent-epicatechin 3-gallate",NA,NA,0
29762,730.1745,0,"C34H34O18",0,"({6-[(2-{[2-(3,4-dihydroxyphenyl)-7-hydroxy-5-oxo-5H-chromen-3-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl)oxy]-3,4,5-trihydroxyoxan-2-yl}methyl)[hydroxy(4-hydroxyphenyl)methylidene]oxidanium",NA,NA,1
29763,730.5513,0,"C41H79O8P",0,"PA(14:0/24:1(15Z))",NA,NA,1
29764,730.5595,0,"C41H78O10",0,"1-O-beta-D-Glucopyranosyl-2,3-di-O-palmitoylglycerol",NA,NA,0
29765,730.5989,0,"C41H83N2O6P",0,"SM(d18:1/18:0)",NA,NA,0
29766,730.6475,0,"C47H86O5",0,"DG(20:2(11Z,14Z)/24:1(15Z)/0:0)",NA,NA,0
