"ID","medMz","medRt","Formula","Metabolite","_log10_FDR","high_blank","artifact","log10_inten","mean_inten","nega-Ecoli-12C14N-a","nega-Ecoli-12C14N-b","nega-Ecoli-12C14N-c","nega-Yeast-12C14N-a","nega-Yeast-12C14N-b","nega-Yeast-12C14N-c","annotation"
23505,414.946,1.140091,NA,NA,0,TRUE,NA,3.63825146139485,4347.61883333333,8610.158,1075,3980.241,1322,6052.772,5045.542,"414.946_1.140091"
12125,250.9818,1.148768,NA,NA,0,TRUE,NA,4.43986305139982,27533.6033333333,45230.67,26944.02,27116.57,23323.9,21503.42,21083.04,"250.9818_1.148768"
25593,311.1139,1.155904,"C15H20O7","Nivalenol",0,TRUE,NA,3.68793831595283,4874.5925,8535.903,7062.457,4653.41,4668.286,1197,3130.499,"C15H20O7_Nivalenol_1.155904"
23668,164.8955,1.164567,NA,NA,0,TRUE,NA,3.81055139893381,6464.745,11229.06,5077.256,6817.225,8374.711,2804.7,4485.518,"164.8955_1.164567"
19394,198.9986,1.167154,NA,NA,0,TRUE,NA,3.81333134760737,6506.259,8498.609,7738.771,8696.242,4773.618,5900.566,3429.748,"198.9986_1.167154"
25893,154.0623,1.168853,"C6H9N3O2","L-Histidine",0,TRUE,NA,3.79865231403507,6290.02416666667,2262,4724.823,4392.317,4688.907,8531.108,13140.99,"C6H9N3O2_L-Histidine_1.168853"
18565,209.9343,1.169281,NA,NA,0,TRUE,NA,3.91631797115802,8247.41733333333,16716.71,7328.992,7353.725,4338.079,7255.855,6491.143,"209.9343_1.169281"
21926,270.0914,1.179166,NA,NA,0,TRUE,NA,3.94197111573993,8749.25583333333,15728.52,7999.206,8160.838,7309.014,8962.194,4335.763,"270.0914_1.179166"
17486,666.5547,1.185549,NA,NA,0,TRUE,NA,3.80039368797067,6315.29566666667,8207.841,5499.242,5624.51,8522.856,4269.868,5767.457,"666.5547_1.185549"
24417,193.0902,1.186246,NA,NA,0,TRUE,NA,3.83600734297576,6854.99816666667,8008.378,10991.38,5712.401,7686.824,6206.645,2524.361,"193.0902_1.186246"
24963,340.1042,1.187643,NA,NA,1.66082691436608,TRUE,NA,3.85498958321284,7161.26233333333,10357.59,9275.32,8298.202,4627.815,4328.326,6080.321,"340.1042_1.187643"
21770,288.9092,1.191395,NA,NA,0,TRUE,"37Cl(2.74937118717601) of 15311",3.72316418371126,5286.45066666667,13153.64,2204,3183.481,2686.114,5074.848,5416.621,"artifact_288.9092_1.191395"
18755,125.0437,1.194445,NA,NA,0,TRUE,NA,3.33418206458454,2158.64916666667,3226.14,825,3699.302,2916.453,1970,315,"125.0437_1.194445"
23733,408.1333,1.197278,NA,NA,0,TRUE,NA,3.76026580253021,5757.92233333333,9798.931,5839.984,4545.454,5058.567,3523.755,5780.843,"408.1333_1.197278"
18281,387.0052,1.208963,NA,NA,0,TRUE,NA,3.80349525131177,6360.5585,9265.397,7532.549,3476.553,6069.915,6924.057,4894.88,"387.0052_1.208963"
22186,313.145,1.210184,"C19H22O4","Menadiol dibutyrate",0,TRUE,NA,3.97132956770493,9361.15783333333,13665.7,14998.79,5995.1,7362.251,6786.701,7358.405,"C19H22O4_Menadiol dibutyrate_1.210184"
16433,294.9714,1.210967,NA,NA,0,FALSE,NA,4.08302005921204,12106.5405,3533.234,29231.86,20271.63,12547.77,6268.749,786,"294.9714_1.210967"
20212,272.2315,1.210973,NA,NA,0,TRUE,NA,3.91723813748,8264.91016666667,16571.16,7656.969,6524.042,8755.017,4549.559,5532.714,"272.2315_1.210973"
15311,286.9122,1.217373,NA,NA,0,TRUE,NA,4.23345991434111,17118.2716666667,29767.66,11905.8,15789.51,16295.36,13772.85,15178.45,"286.9122_1.217373"
19263,196.9043,1.218196,NA,NA,0,TRUE,NA,4.36710515075246,23286.55,30753.44,13635.01,21987.34,19132.96,29040.21,25170.34,"196.9043_1.218196"
20097,334.9386,1.221669,NA,NA,0,TRUE,NA,3.86522031403397,7331.96383333333,11840.71,5623.83,3420.515,5462.536,10134.37,7509.822,"334.9386_1.221669"
21949,292.8918,1.222463,NA,NA,0,TRUE,"H4O4Si(2.82169955902172) of 19263",3.90467276273124,8029.209,13749.69,4458.285,8387.358,4322.631,8903.205,8354.085,"artifact_292.8918_1.222463"
25159,175.0724,1.225004,"C6H12N2O4","Alanyl-Serine",0,TRUE,NA,3.67461723687458,4727.34433333333,10131.78,2715.626,4901.959,3367.973,4085.969,3160.759,"C6H12N2O4_Alanyl-Serine_1.225004"
21154,216.8538,1.225952,NA,NA,0,TRUE,NA,3.82840336796261,6736.02,8117.232,291,5664.367,6494.464,9303.257,10545.8,"216.8538_1.225952"
22109,292.1306,1.228216,"C14H19N3O4","Glutaminylphenylalanine",0,TRUE,NA,4.07080294280702,11770.7176666667,17256.29,14999.61,8697.52,12583.78,8345.37,8741.736,"C14H19N3O4_Glutaminylphenylalanine_1.228216"
11874,277.0072,1.230953,NA,NA,0,TRUE,NA,4.32490552602362,21130.2933333333,43888.22,24682.79,17662.43,16568.47,11694.28,12285.57,"277.0072_1.230953"
21057,299.9719,1.231585,NA,NA,0,TRUE,NA,3.99204440725386,9818.48333333333,15190.7,9355.718,8798.191,7120.725,10879.85,7565.716,"299.9719_1.231585"
14765,212.9075,1.232284,NA,NA,0,FALSE,NA,3.86400929586569,7311.54733333333,3954.218,7385.777,6088.63,6362.748,10289.79,9788.121,"212.9075_1.232284"
21073,175.0247,1.23292,"C6H8O6","Ascorbic acid",0,TRUE,NA,3.8031476160975,6355.46916666667,12421.44,7037.307,5569.185,5977.896,2882.268,4244.719,"C6H8O6_Ascorbic acid_1.23292"
25410,320.1172,1.23537,NA,NA,0,TRUE,NA,3.93560910987741,8622.02166666667,11131.76,8879.143,8295.009,9082.676,4700.676,9642.866,"320.1172_1.23537"
18678,257.0157,1.238412,NA,NA,0,TRUE,"H2SO4(2.91714003483242) of 20019",4.18247105188828,15221.9766666667,22596.05,16267.96,13014.48,14570.33,13949.59,10933.45,"artifact_257.0157_1.238412"
20019,159.0483,1.241849,NA,NA,0,TRUE,NA,3.81050027277886,6463.984,11688.5,6071.102,6106.803,6194.728,4347.399,4375.372,"159.0483_1.241849"
19990,195.1139,1.24201,"C10H16N2O2","2-Isopropyl-3,5-dimethoxy-6-methylpyrazine",0,TRUE,NA,3.86930137732683,7401.187,8626.216,8028.449,5274.945,7212.376,8969.036,6296.1,"C10H16N2O2_2-Isopropyl-3,5-dimethoxy-6-methylpyrazine_1.24201"
17905,360.9349,1.247345,NA,NA,0,TRUE,NA,4.0226908963196,10536.3671666667,21213.57,5103.715,5644.805,7225.153,12708.43,11322.53,"360.9349_1.247345"
23850,341.0735,1.247444,NA,NA,0,TRUE,NA,3.76530503798181,5825.12216666667,12313.18,2389,6994.072,6882.224,2925.286,3446.971,"341.0735_1.247444"
15456,161.894,1.248896,NA,NA,0,TRUE,NA,3.87670732984521,7528.4805,12490.34,9612.597,4727.859,4878.452,4989.071,8472.564,"161.894_1.248896"
16234,305.0298,1.249088,"C14H10O8","2-(3,4-Dihydroxybenzoyloxy)-4,6-dihydroxybenzoate",0,TRUE,"13C(2.74937439775129) of 3690",4.01952969850829,10459.9521666667,17143.19,11657.12,7955.779,10469.6,9636.805,5897.219,"C14H10O8_2-(3,4-Dihydroxybenzoyloxy)-4,6-dihydroxybenzoate_1.249088"
21328,304.9792,1.251288,NA,NA,0,TRUE,NA,4.47900350390468,30130.3033333333,43303.33,27603.28,26182.06,21874.17,27441.12,34377.86,"304.9792_1.251288"
22689,218.9422,1.255587,NA,NA,0,TRUE,NA,4.01776239742296,10417.4733333333,11994.02,10715.28,11102.6,10241.32,8657.719,9793.901,"218.9422_1.255587"
13235,270.9351,1.256455,NA,NA,0,FALSE,NA,4.30449218653397,20160.077,4387.845,42496.09,31869.69,31304.27,5842.854,5059.713,"270.9351_1.256455"
16476,299.1325,1.257335,"C18H21ClN2","desmethylclomipramine",0,TRUE,NA,3.66242732744188,4596.50066666667,4485.922,5668.96,3536.544,7224.588,4314.99,2348,"C18H21ClN2_desmethylclomipramine_1.257335"
24105,313.0402,1.258074,"C13H14O7S","[2-hydroxy-1-(1-oxo-1H-isochromen-3-yl)butoxy]sulfonic acid",0,TRUE,NA,4.15965880947944,14443.0465,16694.73,18188.08,16285.59,14393.56,7960.659,13135.66,"C13H14O7S_[2-hydroxy-1-(1-oxo-1H-isochromen-3-yl)butoxy]sulfonic acid_1.258074"
19266,320.0073,1.259519,NA,NA,0,TRUE,"HCl(2.81744085747296) of 15072",3.58892928165266,3880.87166666667,7923.479,5912.176,3682.496,3018.079,1454,1295,"artifact_320.0073_1.259519"
25553,126.9956,1.259927,NA,NA,0,TRUE,NA,3.80945123968967,6448.38916666667,7838.174,10047.37,5941.208,5413.808,5821.671,3628.104,"126.9956_1.259927"
15933,306.9949,1.261772,NA,NA,0,TRUE,NA,4.21840376149677,16534.9833333333,24889.64,13057.54,12529.12,14166.22,18272.46,16294.92,"306.9949_1.261772"
22087,367.0887,1.262023,NA,NA,0,TRUE,NA,3.67288220581048,4708.496,7739.577,5125.777,1669,6338.426,3603.602,3774.594,"367.0887_1.262023"
9148,329.1064,1.262665,NA,NA,0,TRUE,NA,4.01614282618853,10378.6968333333,14715.14,11565.58,8229.983,10014.34,10740.81,7006.328,"329.1064_1.262665"
21923,396.1696,1.264063,NA,NA,0,TRUE,NA,3.94561592646179,8822.99283333333,15521.63,14088.81,5986.506,6697.353,7264.295,3379.363,"396.1696_1.264063"
16126,382.1541,1.265199,NA,NA,0,TRUE,NA,4.12657498716928,13383.6628333333,18768.15,13564.37,13613,11361.79,9500.577,13494.09,"382.1541_1.265199"
23267,402.09,1.265596,"C13H25NO9S2","3-Methylpentyl glucosinolate",0,TRUE,NA,3.69773131092509,4985.75933333333,7540.001,7218.397,3735.646,5540.898,3296.343,2583.271,"C13H25NO9S2_3-Methylpentyl glucosinolate_1.265596"
3690,304.0263,1.265809,NA,NA,1.3156574187596,TRUE,NA,5.11741821262786,131044.323333333,178082.4,156077.1,141420.1,119222.8,105082.7,86380.84,"304.0263_1.265809"
14363,398.1044,1.268284,NA,NA,0,TRUE,NA,4.15786291701376,14383.445,24123.1,12846.65,14599.29,12880.44,11073.2,10777.99,"398.1044_1.268284"
18629,400.1013,1.275488,NA,NA,0,TRUE,NA,3.44129251331974,2762.43783333333,4144.123,3334.797,2951.672,859,2204,3081.035,"400.1013_1.275488"
15072,284.0308,1.275535,NA,NA,0,TRUE,NA,3.59570163641516,3941.864,5888.685,4441.007,4739.292,4011.736,2726.464,1844,"284.0308_1.275535"
16709,167.0826,1.277932,"C8H12N2O2","Pyridoxamine",0,TRUE,NA,4.05142679412392,11257.107,12138.86,17355.8,9196.927,10629.66,10713.94,7507.455,"C8H12N2O2_Pyridoxamine_1.277932"
22321,196.9125,1.27798,NA,NA,0,TRUE,NA,4.36036020638799,22927.685,27292.86,22734.02,19783.63,22403.72,24483.01,20868.87,"196.9125_1.27798"
17366,199.0725,1.280241,NA,NA,0,TRUE,NA,3.82961965273676,6754.91133333333,8165.186,6084.266,6682.716,5902.941,4933.131,8761.228,"199.0725_1.280241"
20591,252.9788,1.280756,NA,NA,0,TRUE,NA,3.98699169870348,9704.91416666667,17652.51,8190.086,7784.578,7017.894,7750.588,9833.829,"252.9788_1.280756"
22069,144.038333333333,1.28364,NA,NA,0,TRUE,NA,3.67494939852656,4730.96133333333,8234.144,3838.548,3620.856,2709.873,4006.751,5975.596,"144.038333333333_1.28364"
20713,134.9257,1.283952,NA,NA,0,FALSE,NA,3.91018410736847,8131.75166666667,2337,17497.29,13797.07,11363.15,1560,2236,"134.9257_1.283952"
24588,300.2626,1.284109,NA,NA,0,TRUE,NA,3.71412293155391,5177.53366666667,10341.79,5677.451,2453,5381.024,2641.966,4569.971,"300.2626_1.284109"
20040,106.9185,1.28625,NA,NA,0,TRUE,NA,4.1518326058753,14185.1066666667,10346.75,12144.58,15676.43,16312.25,15448.2,15182.43,"106.9185_1.28625"
22560,124.0165,1.286491,"C2H8NO3P","Ciliatine",1.7724732150628,TRUE,NA,4.04487317941906,11088.5096666667,12990.07,15200.75,12148.17,8558.567,9441.802,8191.699,"C2H8NO3P_Ciliatine_1.286491"
13645,431.1492,1.287671,NA,NA,0,TRUE,NA,4.41739102706853,26145.1433333333,36848.98,31107.07,25091.7,21557.73,23198.49,19066.89,"431.1492_1.287671"
17472,431.0964,1.287862,"C21H20O10","Luteolinidin 3-O-glucoside",0,TRUE,NA,3.89335008730998,7822.58133333333,12172.49,12524.72,8049.699,6555.461,5043.762,2589.356,"C21H20O10_Luteolinidin 3-O-glucoside_1.287862"
22681,424.0506,1.28888,NA,NA,0,TRUE,NA,3.85190419224124,7110.56633333333,8377.623,9461.337,7775.769,7090.389,5458.143,4500.137,"424.0506_1.28888"
23020,216.0877,1.289864,"C10H19NS2","1-Isothiocyanato-8-(methylthio)octane",0,TRUE,NA,3.86290346435252,7292.95383333333,7051.787,6862.751,9232.53,6700.065,6909.973,7000.617,"C10H19NS2_1-Isothiocyanato-8-(methylthio)octane_1.289864"
23655,374.1274,1.297765,NA,NA,0,TRUE,NA,3.72850349986655,5351.84466666667,5604.023,6846.943,2329,7591.923,5675.24,4063.939,"374.1274_1.297765"
20750,159.8938,1.301454,NA,NA,0,TRUE,NA,4.01268587692751,10296.4111666667,16429.29,11564.91,9334.546,8830.829,7494.426,8124.466,"159.8938_1.301454"
12441,164.0286,1.302438,NA,NA,0,TRUE,NA,3.84665415920181,7025.12666666667,8417.907,5118.864,6446.931,6898.016,9027.112,6241.93,"164.0286_1.302438"
17070,274.8803,1.303059,NA,NA,0,TRUE,NA,4.22730613956895,16877.4231666667,23153.58,5999.01,15742.25,7016.729,23866.95,25486.02,"274.8803_1.303059"
23836,256.091,1.315689,NA,NA,0,TRUE,NA,4.0075559293467,10175.504,13782.01,11905.58,7865.626,8224.545,8566.513,10708.75,"256.091_1.315689"
20158,238.8777,1.322081,NA,NA,0,TRUE,NA,3.2620157860992,1828.16666666667,1680,262,2325,2060,2320,2322,"238.8777_1.322081"
26267,361.1328,1.3233,NA,NA,0,TRUE,NA,3.84110796784067,6935.98216666667,9735.511,9995.784,5076.357,6742.233,3888.625,6177.383,"361.1328_1.3233"
23126,322.0965,1.3257,NA,NA,0,TRUE,NA,3.81602413161475,6546.7255,8725.843,5712.346,8400.856,4028.529,6249.172,6163.607,"322.0965_1.3257"
19934,361.1875,1.326341,NA,NA,0,TRUE,NA,4.08298871130622,12105.6666666667,18097.91,12225.95,13293,10157.86,11900.36,6958.92,"361.1875_1.326341"
11730,95.97617,1.326579,"H3NO3S","Amidosulfonic acid",0,TRUE,NA,3.86611844349233,7347.14216666667,9659.415,5993.528,5945.525,7261.539,6614.115,8608.731,"H3NO3S_Amidosulfonic acid_1.326579"
21131,254.9191,1.328051,NA,NA,0,TRUE,NA,3.93377971387421,8585.77916666667,10041.55,8356.594,6555.331,9356.562,7419.938,9784.7,"254.9191_1.328051"
23572,186.1217,1.329991,NA,NA,0,TRUE,NA,3.88261210899993,7631.53866666667,10431.24,7294.14,6792.675,6100.132,7974.081,7196.964,"186.1217_1.329991"
20892,160.8927,1.332357,NA,NA,0,TRUE,NA,3.96851625097039,9300.71316666667,11899.48,5463.708,7735.717,10880.3,8051.154,11773.92,"160.8927_1.332357"
24341,392.1385,1.332793,NA,NA,0,TRUE,NA,3.81339474460215,6507.20883333333,11692.48,4826.715,7348.27,4608.966,5132.146,5434.676,"392.1385_1.332793"
21981,390.0896,1.336933,NA,NA,0,TRUE,NA,4.11522284041833,13038.3561666667,14780.05,14998.13,16274.59,15823.08,7920.072,8434.215,"390.0896_1.336933"
24338,128.0798,1.338428,NA,NA,0,TRUE,NA,3.81182883980063,6483.7885,9129.249,5624.102,8216.011,4966.344,4622.093,6344.932,"128.0798_1.338428"
21907,171.8318,1.339079,NA,NA,0,TRUE,NA,3.01135895370661,1026.5,302,572,578,862,1508,2337,"171.8318_1.339079"
20321,169.0483,1.342581,NA,NA,0,TRUE,NA,3.93144157162655,8539.6795,12531,7421.122,10913.49,7642.852,7102.459,5627.154,"169.0483_1.342581"
18741,271.0411,1.344038,NA,NA,0,TRUE,NA,3.92686046082664,8450.073,19033.9,5575.627,5744.871,6502.08,6800.875,7043.085,"271.0411_1.344038"
18746,340.9557,1.345152,NA,NA,0,TRUE,"HCl(1.90773552825119) of 21328",4.06107308486301,11509.9406666667,22799.51,8112.51,7741.527,10451.38,9979.617,9975.1,"artifact_340.9557_1.345152"
26152,171.0299,1.345268,NA,NA,0,TRUE,NA,3.77790922061018,5996.65716666667,4701.151,6870.264,6305.062,4945.596,6330.428,6827.442,"171.0299_1.345268"
15227,309.0649,1.345703,"C12H14N4O4S","Sulfadoxine",0,TRUE,NA,3.6970992965696,4978.509,7353.331,5437.675,4288.133,5464.728,4080.044,3247.143,"C12H14N4O4S_Sulfadoxine_1.345703"
19997,396.0967,1.346913,NA,NA,0,TRUE,NA,3.91658457696578,8252.48183333333,7245.883,10403.31,7265.445,11833.6,7904.309,4862.344,"396.0967_1.346913"
18909,349.9575,1.348033,NA,NA,0,TRUE,NA,3.50348157505192,3187.73033333333,3836.195,4571.817,3561.837,15,2446,4695.533,"349.9575_1.348033"
22610,85.00417,1.348599,NA,NA,0,TRUE,NA,3.91491781580096,8220.87066666667,11249.17,7570.108,6691.783,5241.244,9062.497,9510.422,"85.00417_1.348599"
21145,303.0908,1.3501585,NA,NA,0,TRUE,NA,3.88660502734154,7702.02683333333,9501.507,6098.715,8441.293,7199.184,6001.853,8969.609,"303.0908_1.3501585"
22217,174.0771,1.350944,"C7H13NO4","N-Carboxyethyl-g-aminobutyric acid",0,TRUE,NA,4.0390043736889,10939.6738333333,13117.81,8070.783,10823.85,12711.56,10036.62,10877.42,"C7H13NO4_N-Carboxyethyl-g-aminobutyric acid_1.350944"
17596,312.2053,1.35296,NA,NA,0,TRUE,NA,4.04622563994732,11123.0948333333,8533.804,14794.73,12094.91,9837.06,13648.92,7829.145,"312.2053_1.35296"
22212,314.0831,1.355611,NA,NA,0,TRUE,NA,3.80326622768236,6357.20516666667,8608.802,4314.42,8645.911,6264.135,4654.219,5655.744,"314.0831_1.355611"
22344,157.0618,1.363191,"C6H10N2O3","1-(Hydroxymethyl)-5,5-dimethyl-2,4-imidazolidinedione",0,TRUE,NA,4.18216481370082,15211.2468333333,14087.59,15643.03,20040.95,17781.81,16211.58,7502.521,"C6H10N2O3_1-(Hydroxymethyl)-5,5-dimethyl-2,4-imidazolidinedione_1.363191"
23781,474.8429,1.36512,NA,NA,0,TRUE,NA,3.4957599743459,3131.5545,8879.606,456,610,545,2999.249,5299.472,"474.8429_1.36512"
21205,156.8948,1.365205,NA,NA,0,TRUE,NA,3.95841697542915,9086.92566666667,7584,10726.55,8931.767,10846.28,9093.449,7339.508,"156.8948_1.365205"
20762,213.161,1.367043,NA,NA,0,FALSE,NA,3.92994761703754,8510.35383333333,2131,7661.912,16613.25,16758.24,6534.721,1363,"213.161_1.367043"
16695,302.1067,1.3678425,NA,NA,0,TRUE,NA,3.97846306653283,9516.18916666667,11190.79,8178.031,10161.63,9246.938,9526.409,8793.337,"302.1067_1.3678425"
19471,118.9327,1.372733,NA,NA,0,TRUE,NA,3.98844379858167,9737.41766666667,14009.88,9738.011,11357.1,8508.46,7052.061,7758.994,"118.9327_1.372733"
20770,278.99965,1.37434,NA,NA,0,TRUE,NA,4.11542910176604,13044.55,13072.39,15978.32,13002.83,14481.99,11451.8,10279.97,"278.99965_1.37434"
18370,221.0667,1.374873,"C8H14O7","Ethyl glucuronide",0,TRUE,NA,4.24353356474761,17519.9783333333,11621.09,14725.51,21180.11,18433.05,21003.2,18156.91,"C8H14O7_Ethyl glucuronide_1.374873"
16906,308.1172,1.376579,NA,NA,0,TRUE,NA,3.60226767918709,4001.91333333333,5558.855,7443.637,268,5770.533,1270,3700.455,"308.1172_1.376579"
19036,200.9992,1.377402,NA,NA,0,TRUE,NA,4.07118598982649,11781.104,15473.42,10614.27,13125.29,7293.014,13445.72,10734.91,"200.9992_1.377402"
12823,243.0462,1.378387,NA,NA,0,TRUE,"HCl(2.60394996321705) of 1905",3.78505128699712,6096.08883333333,11660.21,7952.992,6274.283,5001.049,3319.999,2368,"artifact_243.0462_1.378387"
25381,74.0242,1.37856,NA,NA,0,TRUE,NA,3.88457448952653,7666.10016666667,4352.855,8055.244,7703.285,6395.675,10236.37,9253.172,"74.0242_1.37856"
19204,452.1231,1.378848,NA,NA,0,TRUE,NA,3.88326850953589,7643.08183333333,10198.46,11216.85,5693.553,5982.205,6679.786,6087.637,"452.1231_1.378848"
22154,351.8604,1.379024,NA,NA,0,TRUE,NA,3.82663820966651,6708.6975,9601.653,409,3634.789,6076.103,10166.93,10363.71,"351.8604_1.379024"
17098,257.0075,1.382818,"C6H11O9P","6-Phosphonoglucono-D-lactone",0,TRUE,NA,4.0336858347728,10806.5193333333,15037.54,13865.59,11686.2,12984.27,7272.089,3993.427,"C6H11O9P_6-Phosphonoglucono-D-lactone_1.382818"
23459,301.9678,1.383662,NA,NA,0,TRUE,NA,3.7723347524789,5920.17783333333,7679.58,2806.854,5258.85,3814.599,7063.697,8897.487,"301.9678_1.383662"
16252,326.055,1.386016,NA,NA,0,TRUE,NA,4.22569704383596,16815.0066666667,24552,21036.78,18341.54,17224.51,12706.46,7028.75,"326.055_1.386016"
20540,520.2335,1.387493,NA,NA,0,TRUE,NA,3.82474807203806,6679.56333333333,6731.809,8894.567,7488.827,4997.995,6771.054,5193.128,"520.2335_1.387493"
21815,312.1092,1.387562,"C14H19NO7","Tyramine glucuronide",0,TRUE,NA,3.71008234359244,5129.58633333333,9784.372,3973.957,5426.268,5985.257,2950.182,2657.482,"C14H19NO7_Tyramine glucuronide_1.387562"
20556,165.0669,1.387589,NA,NA,0,TRUE,NA,3.96322074230711,9187.99483333333,14372.86,11169.17,6006.797,9201.745,7725.204,6652.193,"165.0669_1.387589"
23691,384.0007,1.390268,NA,NA,0,TRUE,NA,3.72605426481174,5321.7475,5034.228,6902.29,8816.366,3367.042,5206.207,2604.352,"384.0007_1.390268"
13412,270.8889,1.390459,NA,NA,0,TRUE,NA,4.13888613474501,13768.4843333333,16906,4242.616,12052.03,15853.5,16137.8,17418.96,"270.8889_1.390459"
20341,330.0864,1.392657,NA,NA,0,TRUE,NA,4.06455709190662,11602.6473333333,13966.05,10021.3,13770.74,12116.47,10133.1,9608.224,"330.0864_1.392657"
16112,438.1074,1.394125,NA,NA,0,TRUE,NA,4.29067203657066,19528.6416666667,25308.97,28569.59,19903.48,14361.58,17163.96,11864.27,"438.1074_1.394125"
16443,379.1068,1.395001,NA,NA,0,TRUE,NA,4.02428889073643,10575.2073333333,15404.69,9572.767,10277.97,8574.849,9584.198,10036.77,"379.1068_1.395001"
21239,300.0678,1.395769,NA,NA,0,TRUE,NA,3.88851054768342,7735.89466666667,11688.11,9455.285,7368.846,6172.882,5751.121,5979.124,"300.0678_1.395769"
20842,382.0814,1.396375,NA,NA,0,TRUE,NA,3.67213963751927,4700.45216666667,8439.147,6110.406,5089.061,3735.755,1988,2840.344,"382.0814_1.396375"
16534,292.0862,1.397249,NA,NA,0,TRUE,NA,4.07594089579445,11910.799,11529.6,12179.93,17068.51,10702.29,8554.644,11429.82,"292.0862_1.397249"
24281,200.1292,1.399472,"C10H19NO3","Capryloylglycine",0,TRUE,NA,3.88694997898537,7708.14683333333,7487.227,6435.31,9897.288,10957.97,4176.336,7294.75,"C10H19NO3_Capryloylglycine_1.399472"
22026,136.9702,1.401122,NA,NA,0,TRUE,NA,3.89833494553368,7912.88666666667,9801.559,6030.087,6344.625,9304.991,6091.09,9904.968,"136.9702_1.401122"
21336,273.057,1.401511,"C18H10O3","4-Phenyl-1H,3H-naphtho[1,8-cd]pyran-1,3-dione",0,TRUE,NA,3.80345218769827,6359.92783333333,12452.08,8584.147,4996.664,3640.051,4486.822,3999.803,"C18H10O3_4-Phenyl-1H,3H-naphtho[1,8-cd]pyran-1,3-dione_1.401511"
23011,336.11225,1.4018445,NA,NA,0,TRUE,NA,3.84001241607175,6918.5075,9227.519,7563.244,7154.238,6799.076,4738.291,6028.677,"336.11225_1.4018445"
25573,308.1145,1.404144,NA,NA,1.37120251443329,TRUE,NA,3.72260768311621,5279.681,8739.157,8037.455,4921.413,3774.323,3035.255,3170.483,"308.1145_1.404144"
25154,314.1248,1.404573,NA,NA,0,TRUE,NA,4.12958270145169,13476.6733333333,14410.45,16723.03,15742.6,15489.65,9710.962,8783.348,"314.1248_1.404573"
19779,371.1048,1.405005,NA,NA,0,TRUE,NA,3.80614393961871,6399.469,11672.23,4249.895,5108.584,5114.933,7774.59,4476.582,"371.1048_1.405005"
24537,137.9752,1.406275,NA,NA,0,TRUE,NA,3.90606550881114,8054.99933333333,7508.984,7321.742,10045.45,7793.039,11611.82,4048.961,"137.9752_1.406275"
18457,233.9788,1.412429,NA,NA,0,TRUE,NA,3.84560220098884,7008.13083333333,11472.64,6042.284,6250.807,6789.955,5939.25,5553.849,"233.9788_1.412429"
20070,309.0834,1.414197,"C11H18O10","6-[2-carboxy-2-(hydroxymethyl)-2-methylethoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",0,TRUE,NA,3.89271748900878,7811.19516666667,14080.95,8618.775,5286.332,8212.636,4561.818,6106.66,"C11H18O10_6-[2-carboxy-2-(hydroxymethyl)-2-methylethoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid_1.414197"
15131,257.1145,1.414496,"C11H18N2O5","gamma-L-Glutamyl-L-pipecolic acid",0,TRUE,NA,3.95868869110794,9092.61266666667,10615.33,7180.568,10199.77,8650.14,8536.717,9373.151,"C11H18N2O5_gamma-L-Glutamyl-L-pipecolic acid_1.414496"
14886,158.962,1.415303,NA,NA,0,FALSE,NA,4.12924817250355,13466.2965,4286.684,34194.05,18534.61,18553.05,3901.385,1328,"158.962_1.415303"
15461,384.097,1.416694,NA,NA,0,TRUE,NA,4.45273759279241,28362.0483333333,38508.86,32242.65,32102.86,26281.22,22307.47,18729.23,"384.097_1.416694"
1905,207.0694,1.417636,NA,NA,0,TRUE,NA,5.15391110959064,142531.583333333,194259,168164.8,130601.1,128102.5,119715.6,114346.5,"207.0694_1.417636"
25354,122.0359,1.418397,"C5H5N3O","Pyrazinamide",1.42754663659244,TRUE,NA,3.68486238015119,4840.18966666667,5767.309,6291.664,6276.958,3632.778,2807.559,4264.87,"C5H5N3O_Pyrazinamide_1.418397"
18032,350.0126,1.420214,NA,NA,0,TRUE,NA,4.23049447733157,17001.7833333333,22889.48,18021.96,16169.93,18002.59,14198.5,12728.24,"350.0126_1.420214"
26289,273.0652,1.420995,NA,NA,0,TRUE,NA,3.76920223120871,5877.62983333333,10300.61,3257.366,4679.499,5374.247,6383.861,5270.196,"273.0652_1.420995"
21681,186.0489,1.421042,NA,NA,0,TRUE,NA,3.82395899676537,6667.43816666667,10482.4,7426.577,5909.002,6776.38,5647.336,3762.934,"186.0489_1.421042"
18876,352.0705,1.426666,NA,NA,0,TRUE,NA,3.99809879566458,9956.31883333333,10401.84,7472.869,11353.1,14229.2,10768.64,5512.264,"352.0705_1.426666"
20275,195.0151,1.428532,NA,NA,0,TRUE,NA,3.93561388664189,8622.1165,6426.974,9851.648,5598.07,9629.676,9799.621,10426.71,"195.0151_1.428532"
18891,201.0962,1.428928,NA,NA,0,TRUE,NA,3.99664825059202,9923.12016666667,17267.14,9263.048,8283.968,8845.083,8273.702,7605.78,"201.0962_1.428928"
18353,355.0898,1.42964,"C12H20O12","Acaciabiuronic acid",0,TRUE,NA,4.16911896758049,14761.1083333333,20145.96,18299.13,16763.47,8306.89,13124.41,11926.79,"C12H20O12_Acaciabiuronic acid_1.42964"
