rt,mz,lg(signal),N,C,score,feature,adduct name,db_formula,id
13.76582,298.913,4.909062396,0,0,0,Background,,,5596
2.413039,571.3643,4.908762526,0,0,0,Background,,,4174
2.222056,571.3645,4.908762526,0,0,0,Background,,,4175
4.020195,95.01385,4.908704641,0,0,0,Background,,,686
2.491372,337.2389,4.908651257,0,0,0,Background,,,4634
13.59004,182.9877,4.908605288,0,0,0,Background,,,14108
3.985422,735.4814,4.908513024,0,0,0,Background,,,2466
2.554322,223.0977,4.908181954,0,0,0,Background,,,4924
2.403645,655.0688,4.908157901,0,0,0,Background,,,5128
2.174534,181.0872,4.907947326,0,0,0,Background,,,14797
2.4005,447.0816,4.907916348,0,0,0,Background,,,4816
4.013855,269.0669,4.907772431,0,0,0,Background,,,2499
2.6365,303.1815,4.907713331,0,0,0,Background,,,5740
2.500767,285.0654,4.907336618,0,0,0,Background,,,6168
2.491384,332.1588,4.90714696,0,0,0,Background,,,4439
13.77532,402.8045,4.90705716,0,0,0,Background,,,4836
13.74677,202.9034,4.906981893,0,0,0,Background,,,5891
2.713428,316.2576,4.906835252,0,0,0,Background,,,3096
2.582667,296.2511,4.906717108,0,0,0,Background,,,5467
13.33751,674.7936,4.906707212,0,0,0,Background,,,5734
1.911972,365.009,4.906623517,0,0,0,Background,,,4918
2.633339,227.0663,4.90656559,0,0,0,Background,,,5365
2.771744,357.1195,4.906563882,0,0,0,Background,,,2501
3.833973,287.2018,4.906505972,0,0,0,Background,,,5340
2.164878,139.0765,4.906268399,0,0,0,Background,,,3634
2.500761,255.2524,4.905869777,0,0,0,Background,,,5101
2.012178,316.1402,4.90526965,0,0,0,Background,,,5193
4.013873,339.1812,4.905235083,0,0,0,Background,,,4938
2.687939,372.2545,4.904978255,0,0,0,Background,,,4865
8.204246,150.0018,4.904573239,0,0,0,Background,,,6461
13.60262,160.8926,4.904317465,0,0,0,Background,,,5798
13.88888,788.7321,4.904233042,0,0,0,Background,,,5362
2.2754,973.1983,4.903549439,0,0,0,Background,,,3488
2.312817,671.2028,4.903402054,0,0,0,Background,,,4133
1.9745,158.9569,4.903332594,0,0,0,Background,,,4192
2.2442,345.2478,4.903249251,0,0,0,Background,,,4432
1.933833,305.1403,4.903225793,0,0,0,Background,,,3392
8.73154,110.0247,4.903223834,0,0,0,Background,,,6178
7.000217,152.8837,4.903206018,0,0,0,Background,,,6016
2.485122,374.1612,4.902649273,0,0,0,Background,,,4392
2.475734,436.2722,4.902537751,0,0,0,Background,,,5106
2.30345,316.2575,4.902455462,0,0,0,Background,,,3097
2.655567,600.3961,4.902357231,0,0,0,Background,,,3281
2.253578,423.3121,4.902291968,0,0,0,Background,,,4622
14.10757,294.8257,4.902235742,0,0,0,Background,,,5952
11.62765,238.9598,4.902071463,0,0,0,Background,,,12146
2.522717,375.1663,4.90206898,0,0,0,Background,,,5460
2.732578,375.1663,4.90206898,0,0,0,Background,,,5461
4.010695,200.1374,4.901978813,0,0,0,Background,,,5509
2.4945,509.028,4.901740766,0,0,0,Background,,,4599
13.75313,376.811,4.901687741,0,0,0,Background,,,4444
3.824383,312.2052,4.901658156,0,0,0,Background,,,5116
3.972778,239.0563,4.901638611,0,0,0,Background,,,4685
2.481989,438.2439,4.901622262,0,0,0,Background,,,4908
1.911972,615.3968,4.901416093,0,0,0,Background,,,4559
2.231717,634.4774,4.901208246,0,0,0,Background,,,5502
2.563806,757.4949,4.901139316,0,0,0,Background,,,4969
13.29001,486.8888,4.901096656,0,0,0,Background,,,4843
13.15214,434.7945,4.900928617,0,0,0,Background,,,5294
2.500761,281.1549,4.900837577,0,0,0,Background,,,5188
2.500778,407.1714,4.900794101,0,0,0,Background,,,5060
2.758545,505.2293,4.900568319,0,0,0,Background,,,5828
2.995895,856.3384,4.900559352,0,0,0,Background,,,5662
13.66273,384.8935,4.900377969,0,0,0,Background,,,5913
13.82686,384.8935,4.900377969,0,0,0,Background,,,5914
2.378511,371.1205,4.900129977,0,0,0,Background,,,5219
7.822556,586.207,4.899666221,0,0,0,Background,,,6087
2.522806,259.1341,4.899559006,0,0,0,Background,,,5030
2.142394,508.1044,4.89941932,0,0,0,Background,,,5197
4.007534,300.1688,4.899416137,0,0,0,Background,,,3842
2.604817,394.0484,4.89917372,0,0,0,Background,,,5659
6.79649,171.0043,4.899024307,0,0,0,Background,,,6121
2.494517,469.2596,4.899022415,0,0,0,Background,,,5064
2.633333,436.9708,4.898999275,0,0,0,Background,,,4487
13.80092,224.9064,4.898872321,0,0,0,Background,,,5449
7.013256,332.9162,4.898834393,0,0,0,Background,,,5699
4.020184,416.2162,4.898796633,0,0,0,Background,,,4596
2.180917,449.0534,4.898692708,0,0,0,Background,,,2291
13.14556,117.9548,4.898606216,0,0,0,Background,,,6013
4.010705,291.0876,4.898377752,0,0,0,Background,,,5856
2.447556,637.1203,4.898247094,0,0,0,Background,,,5230
2.982978,273.0982,4.898150609,0,0,0,Background,,,3424
13.98621,279.9493,4.898138825,0,0,0,Background,,,5440
13.86986,316.9039,4.89804078,0,0,0,Background,,,2839
2.406783,499.328,4.898023698,0,0,0,Background,,,4381
4.023367,309.098,4.897953368,0,0,0,Background,,,6768
4.020184,209.1184,4.897874902,0,0,0,Background,,,3483
2.529,637.4169,4.897813276,0,0,0,Background,,,4548
2.422472,261.1497,4.897720876,0,0,0,Background,,,5279
4.026522,161.0819,4.897348241,0,0,0,Background,,,1989
2.507067,432.2479,4.897231304,0,0,0,Background,,,4690
2.372223,487.1151,4.897129436,0,0,0,Background,,,4748
13.73095,180.9215,4.897030906,0,0,0,Background,,,5599
2.365989,381.2649,4.89687936,0,0,0,Background,,,5381
2.488256,376.1404,4.896490384,0,0,0,Background,,,4337
13.97055,652.7559,4.896452372,0,0,0,Background,,,4841
4.026516,299.1138,4.896406053,0,0,0,Background,,,4546
2.522712,483.312,4.896132611,0,0,0,Background,,,671
4.026506,285.1133,4.896124991,0,0,0,Background,,,2705
3.947528,267.0107,4.895667169,0,0,0,Background,,,5160
2.541589,515.0178,4.895251899,0,0,0,Background,,,5638
2.566811,274.5503,4.894988121,0,0,0,Background,,,5658
2.478861,209.0457,4.894905296,0,0,0,Background,,,4994
13.56934,328.8906,4.894716053,0,0,0,Background,,,5514
13.16182,95.98572,4.89463595,0,0,0,Background,,,10938
4.020184,267.0793,4.894375357,0,0,0,Background,,,5267
11.64029,239.1953,4.894303618,0,0,0,Background,,,6346
2.008967,279.0828,4.894269195,0,0,0,Background,,,4817
3.991756,156.0666,4.894182617,0,0,0,Background,,,3337
2.237967,459.312,4.894019747,0,0,0,Background,,,4447
2.732578,431.1924,4.893932345,0,0,0,Background,,,5810
4.020184,281.1759,4.893518079,0,0,0,Background,,,4469
2.675095,379.001,4.893404556,0,0,0,Background,,,5418
3.998072,303.1967,4.893344227,0,0,0,Background,,,4034
2.340911,661.1816,4.893307783,0,0,0,Background,,,4259
13.97679,195.9527,4.893302404,0,0,0,Background,,,5478
2.627011,518.3571,4.893244672,0,0,0,Background,,,5632
16.07148,112.0121,4.893207792,0,0,0,Background,,,6238
2.485111,353.1976,4.893075516,0,0,0,Background,,,4550
4.020216,263.129,4.892962446,0,0,0,Background,,,1527
1.927595,382.2348,4.892848374,0,0,0,Background,,,4131
2.535311,603.3912,4.892833197,0,0,0,Background,,,5272
4.013861,477.2129,4.892741022,0,0,0,Background,,,5085
13.76591,240.8804,4.89272803,0,0,0,Background,,,5870
3.058706,149.0008,4.892622048,0,0,0,Background,,,5759
2.810722,149.0009,4.892622048,0,0,0,Background,,,5760
2.497628,353.2336,4.892375629,0,0,0,Background,,,4532
2.247256,475.3431,4.892334447,0,0,0,Background,,,3007
3.963306,570.2376,4.892063726,0,0,0,Background,,,2557
2.519606,309.15,4.892004346,0,0,0,Background,,,11049
2.466333,651.2121,4.891562989,0,0,0,Background,,,4197
3.988589,763.5125,4.891238063,0,0,0,Background,,,2626
4.048778,435.26,4.891209291,0,0,0,Background,,,2030
2.406778,555.4057,4.891206872,0,0,0,Background,,,5078
13.84972,240.9472,4.891138952,0,0,0,Background,,,4953
13.78489,684.9957,4.890863044,0,0,0,Background,,,5490
2.655567,669.4431,4.890830758,0,0,0,Background,,,4793
3.998072,244.2,4.890598816,0,0,0,Background,,,4300
4.013873,393.1921,4.89053587,0,0,0,Background,,,3075
1.911972,369.0048,4.890462614,0,0,0,Background,,,4602
2.745372,317.1243,4.890400032,0,0,0,Background,,,3710
2.488278,435.2025,4.890371406,0,0,0,Background,,,4927
4.017023,256.0909,4.890327649,0,0,0,Background,,,5970
6.760373,144.0455,4.89026828,0,0,0,Background,,,3704
2.300345,437.3638,4.890168721,0,0,0,Background,,,3284
2.516433,513.2859,4.890158138,0,0,0,Background,,,5094
1.858783,590.0569,4.890000101,0,0,0,Background,,,5781
4.010717,189.1132,4.889892169,0,0,0,Background,,,5804
4.023361,459.2391,4.889767238,0,0,0,Background,,,1699
4.090544,161.0455,4.889507961,0,0,0,Background,,,8869
9.760301,183.0098,4.889317227,0,0,0,Background,,,6503
8.774562,114.0196,4.888969734,0,0,0,Background,,,6273
4.020178,407.2076,4.888775936,0,0,0,Background,,,2433
6.900051,96.96021,4.888373177,0,0,0,Background,,,10100
2.139145,154.0636,4.888242708,0,0,0,Background,,,2519
4.001239,214.145,4.888233501,0,0,0,Background,,,5709
2.4851,369.1345,4.88796202,0,0,0,Background,,,5588
2.347167,555.1416,4.887890042,0,0,0,Background,,,4422
2.340917,550.1519,4.887887064,0,0,0,Background,,,4655
13.85664,342.8955,4.887883519,0,0,0,Background,,,5144
3.9949,224.0388,4.887482705,0,0,0,Background,,,4552
11.53588,166.0225,4.887405635,0,0,0,Background,,,5844
2.234839,505.3902,4.887387663,0,0,0,Background,,,4291
13.54022,450.8446,4.887070203,0,0,0,Background,,,5301
13.22308,450.8447,4.887070203,0,0,0,Background,,,5302
2.475728,320.195,4.886903413,0,0,0,Background,,,5138
13.66606,260.8797,4.886742795,0,0,0,Background,,,5806
2.554283,251.1655,4.886735471,0,0,0,Background,,,5213
2.668306,364.2427,4.886525539,0,0,0,Background,,,5613
13.74361,236.8836,4.886377554,0,0,0,Background,,,5348
2.547878,375.0791,4.88632161,0,0,0,Background,,,5483
2.456911,545.385,4.886241181,0,0,0,Background,,,4998
2.222311,545.385,4.886241181,0,0,0,Background,,,4999
2.535334,543.2966,4.886226711,0,0,0,Background,,,5526
2.592145,375.0489,4.886134825,0,0,0,Background,,,5380
2.021539,956.1899,4.886069662,0,0,0,Background,,,5280
1.977622,283.0272,4.886003155,0,0,0,Background,,,4971
2.22545,615.3907,4.885905964,0,0,0,Background,,,5107
3.985439,341.2697,4.885677583,0,0,0,Background,,,1263
2.500761,527.3015,4.885443376,0,0,0,Background,,,5199
2.403622,389.1761,4.885073008,0,0,0,Background,,,5491
2.171345,389.1749,4.885073008,0,0,0,Background,,,5492
2.422478,500.3832,4.884995089,0,0,0,Background,,,4430
2.713445,302.023,4.88475969,0,0,0,Background,,,5444
2.469467,302.0231,4.88475969,0,0,0,Background,,,5445
2.488239,103.0037,4.884695444,0,0,0,Background,,,12418
2.500761,483.2389,4.884581916,0,0,0,Background,,,4310
4.020184,593.2817,4.88457857,0,0,0,Background,,,5728
2.46945,694.3554,4.884505015,0,0,0,Background,,,4442
4.010717,151.0764,4.884431598,0,0,0,Background,,,3879
4.020178,598.4114,4.88438103,0,0,0,Background,,,5130
2.497639,255.1488,4.884368065,0,0,0,Background,,,4951
2.387961,495.3484,4.884297708,0,0,0,Background,,,4324
2.693917,389.1458,4.884207818,0,0,0,Background,,,5466
2.510167,316.1404,4.884181098,0,0,0,Background,,,5194
2.525928,485.2184,4.883960092,0,0,0,Background,,,4749
2.008983,212.0202,4.883865335,0,0,0,Background,,,5793
2.605078,388.2213,4.883738964,0,0,0,Background,,,3800
13.50523,157.026,4.88372312,0,0,0,Background,,,1911
4.0107,257.0669,4.883670079,0,0,0,Background,,,5293
2.378506,311.0996,4.883667392,0,0,0,Background,,,3818
4.051933,469.0603,4.883586004,0,0,0,Background,,,5919
7.094667,344.0939,4.883535688,0,0,0,Background,,,6254
2.497639,493.2445,4.883492625,0,0,0,Background,,,5086
2.187111,587.4224,4.883456516,0,0,0,Background,,,5684
1.97135,405.268,4.883394944,0,0,0,Background,,,5153
13.76268,253.9144,4.883009518,0,0,0,Background,,,4656
13.76263,198.8895,4.882979343,0,0,0,Background,,,7524
2.488256,605.2973,4.882698658,0,0,0,Background,,,4649
4.0107,475.2703,4.882526099,0,0,0,Background,,,2618
2.627072,226.9968,4.882244151,0,0,0,Background,,,4087
4.004384,275.0928,4.882230281,0,0,0,Background,,,5581
13.92345,161.0091,4.882113579,0,0,0,Background,,,5127
2.387922,689.4636,4.881680659,0,0,0,Background,,,5829
2.425611,469.2812,4.881559937,0,0,0,Background,,,2600
2.068906,475.0279,4.881454324,0,0,0,Background,,,5475
13.27726,742.7776,4.881312762,0,0,0,Background,,,5249
3.99175,219.0663,4.881239352,0,0,0,Background,,,6006
4.004384,139.0036,4.880958736,0,0,0,Background,,,5319
1.933839,591.3397,4.880726292,0,0,0,Background,,,4981
2.3691,533.3491,4.880538629,0,0,0,Background,,,5093
2.012106,305.2159,4.880509073,0,0,0,Background,,,5209
2.503895,603.3179,4.880444044,0,0,0,Background,,,5661
2.328428,278.1843,4.880407095,0,0,0,Background,,,4478
2.588961,356.2719,4.880235504,0,0,0,Background,,,5796
7.003495,200.8063,4.879659421,0,0,0,Background,,,6223
2.164878,233.046,4.879551382,0,0,0,Background,,,4336
2.485106,360.0522,4.879140485,0,0,0,Background,,,4274
2.315933,423.3482,4.879077364,0,0,0,Background,,,3928
1.987033,537.3253,4.879011586,0,0,0,Background,,,4394
6.885445,372.2183,4.878816001,0,0,0,Background,,,6072
2.719811,119.0444,4.878807407,0,0,0,Background,,,4899
2.532128,377.0216,4.878775657,0,0,0,Background,,,5129
4.013873,312.2264,4.878335221,0,0,0,Background,,,3344
1.908833,291.997,4.878312162,0,0,0,Background,,,4002
6.976389,150.8866,4.878305178,0,0,0,Background,,,6252
2.435028,317.0789,4.877938431,0,0,0,Background,,,5487
11.14232,265.1294,4.87780073,0,0,0,Background,,,959
13.85664,409.0629,4.877688788,0,0,0,Background,,,5593
2.604811,405.1439,4.877646774,0,0,0,Background,,,13894
2.478845,427.3066,4.877581463,0,0,0,Background,,,4747
7.081345,231.8029,4.877268592,0,0,0,Background,,,6145
2.532217,509.01,4.877245816,0,0,0,Background,,,5241
2.356572,561.4163,4.877223652,0,0,0,Background,,,5554
2.196922,561.4163,4.877223652,0,0,0,Background,,,5555
13.94543,97.24845,4.877184918,0,0,0,Background,,,6149
4.026522,221.1313,4.87713673,0,0,0,Background,,,5895
2.344039,464.1492,4.877081271,0,0,0,Background,,,4080
4.010695,265.1446,4.877050177,0,0,0,Background,,,5244
2.190439,449.2914,4.876844989,0,0,0,Background,,,3720
3.988589,321.2436,4.876759784,0,0,0,Background,,,5481
4.026516,144.0746,4.876612513,0,0,0,Background,,,12142
2.494539,521.2758,4.87655371,0,0,0,Background,,,5407
2.231717,492.3333,4.876469052,0,0,0,Background,,,4231
2.620672,312.1821,4.876353532,0,0,0,Background,,,4516
3.763939,463.1458,4.876302791,0,0,0,Background,,,1462
4.010705,289.1812,4.876278187,0,0,0,Background,,,5206
2.400483,465.0916,4.87619358,0,0,0,Background,,,4359
3.998078,144.0454,4.876029867,0,0,0,Background,,,3703
6.858928,360.0211,4.876012403,0,0,0,Background,,,5404
13.48628,840.7531,4.875692594,0,0,0,Background,,,5698
4.0107,287.0927,4.875394723,0,0,0,Background,,,5339
1.958839,265.2274,4.87497605,0,0,0,Background,,,5223
4.017017,341.1395,4.874546297,0,0,0,Background,,,14315
13.4578,509.8896,4.874488078,0,0,0,Background,,,5220
2.569961,521.3484,4.874414479,0,0,0,Background,,,4906
2.387939,521.3487,4.874414479,0,0,0,Background,,,4907
13.85301,402.9165,4.874410008,0,0,0,Background,,,5016
4.010705,329.105,4.874390111,0,0,0,Background,,,6910
2.481978,601.3752,4.874290712,0,0,0,Background,,,4768
3.881362,307.2644,4.874086813,0,0,0,Background,,,5238
2.35655,645.187,4.87388984,0,0,0,Background,,,4804
13.94544,588.8583,4.873818087,0,0,0,Background,,,5439
14.00823,470.8122,4.873750704,0,0,0,Background,,,5410
13.86305,246.9601,4.873655623,0,0,0,Background,,,5773
2.444428,471.2966,4.873527575,0,0,0,Background,,,5166
1.983911,167.0336,4.87350061,0,0,0,Background,,,14393
6.809683,169.0072,4.8734544,0,0,0,Background,,,5969
2.384817,413.3276,4.87342799,0,0,0,Background,,,5216
4.020189,405.2283,4.873389391,0,0,0,Background,,,4074
2.341022,629.4062,4.873326829,0,0,0,Background,,,5416
2.6175,629.4083,4.873326829,0,0,0,Background,,,5417
2.639672,422.2845,4.873295956,0,0,0,Background,,,5778
11.0582,182.0176,4.873234603,0,0,0,Background,,,6056
2.519572,439.1765,4.873233781,0,0,0,Background,,,4905
13.71189,396.899,4.873149096,0,0,0,Background,,,5934
4.007545,361.1297,4.873059177,0,0,0,Background,,,12881
3.982272,407.156,4.872989918,0,0,0,Background,,,6878
1.886972,443.0378,4.872972526,0,0,0,Background,,,4957
2.507039,433.187,4.872957382,0,0,0,Background,,,3745
2.438145,316.192,4.872852994,0,0,0,Background,,,6114
2.643084,316.192,4.872852994,0,0,0,Background,,,6115
2.460084,325.2387,4.871756489,0,0,0,Background,,,5819
8.727929,266.1328,4.871691248,0,0,0,Background,,,5876
13.43565,494.8711,4.871268022,0,0,0,Background,,,5830
2.460078,397.2386,4.871106475,0,0,0,Background,,,4712
13.91092,864.7271,4.870902196,0,0,0,Background,,,5344
2.0121,851.5032,4.870779036,0,0,0,Background,,,5015
13.96738,398.886,4.87065777,0,0,0,Background,,,5488
13.85614,261.9792,4.870121336,0,0,0,Background,,,4625
4.017017,269.0947,4.869488259,0,0,0,Background,,,5938
3.811767,140.9192,4.869488072,0,0,0,Background,,,5842
2.406756,386.2422,4.869451649,0,0,0,Background,,,5751
2.719822,301.0302,4.86919982,0,0,0,Background,,,6049
2.497689,301.0301,4.86919982,0,0,0,Background,,,6050
2.49765,479.3017,4.869178617,0,0,0,Background,,,5296
13.7468,406.7625,4.868917605,0,0,0,Background,,,5489
2.065739,890.1577,4.868838063,0,0,0,Background,,,5763
2.340911,658.2269,4.868792779,0,0,0,Background,,,4708
12.88373,234.9585,4.868706094,0,0,0,Background,,,6608
2.428728,589.3745,4.868537394,0,0,0,Background,,,5432
2.5133,239.1002,4.868455808,0,0,0,Background,,,5774
4.007545,357.1346,4.868429984,0,0,0,Background,,,3730
2.234833,629.4697,4.868173071,0,0,0,Background,,,4987
2.986206,421.1718,4.868023811,0,0,0,Background,,,3569
2.081672,190.9833,4.867817012,0,0,0,Background,,,12569
2.500761,488.2376,4.867277981,0,0,0,Background,,,5184
1.380864,94.95133,4.86713137,0,0,0,Background,,,14739
2.030972,355.1953,4.867058667,0,0,0,Background,,,2733
4.010695,497.1688,4.866995726,0,0,0,Background,,,4303
13.69901,370.8626,4.866588586,0,0,0,Background,,,5523
13.57916,434.7944,4.866579508,0,0,0,Background,,,5295
2.375361,456.3052,4.866560709,0,0,0,Background,,,4506
2.043589,167.015,4.86646183,0,0,0,Background,,,5190
2.2754,735.509,4.865597506,0,0,0,Background,,,4344
2.507139,735.5085,4.865597506,0,0,0,Background,,,4346
2.168061,136.8917,4.86559458,0,0,0,Background,,,7761
2.491384,281.1038,4.865588753,0,0,0,Background,,,4200
4.017023,223.0977,4.865551869,0,0,0,Background,,,4923
13.68597,250.9938,4.865523051,0,0,0,Background,,,6132
13.45463,886.7619,4.865353105,0,0,0,Background,,,5510
4.023339,463.2341,4.86535075,0,0,0,Background,,,4156
13.93286,782.7243,4.865314586,0,0,0,Background,,,5025
1.921339,535.1323,4.865059114,0,0,0,Background,,,4474
13.67273,244.9058,4.864919801,0,0,0,Background,,,5868
13.82033,244.9058,4.864919801,0,0,0,Background,,,5869
13.74996,458.8045,4.864835091,0,0,0,Background,,,5743
7.057894,304.1073,4.864655521,0,0,0,Background,,,6159
6.902128,301.1213,4.864569498,0,0,0,Background,,,5918
2.582622,285.0291,4.864385826,0,0,0,Background,,,6035
2.4851,369.2284,4.864335833,0,0,0,Background,,,5247
2.319061,825.1677,4.86428095,0,0,0,Background,,,4124
2.525923,416.1345,4.864278937,0,0,0,Background,,,14293
2.742162,133.069,4.864042674,0,0,0,Background,,,5337
9.0766,416.2444,4.864001946,0,0,0,Background,,,4870
4.010695,447.2026,4.863935464,0,0,0,Background,,,4617
13.7658,360.8366,4.863748176,0,0,0,Background,,,4704
2.135945,641.4786,4.863743825,0,0,0,Background,,,5725
2.598489,314.2422,4.86366666,0,0,0,Background,,,3437
3.9444,341.0912,4.863050141,0,0,0,Background,,,8077
4.017017,471.3117,4.862853407,0,0,0,Background,,,3059
2.500767,411.2027,4.86270434,0,0,0,Background,,,6171
2.592128,111.0815,4.86263537,0,0,0,Background,,,5664
11.27086,168.9812,4.862445661,0,0,0,Background,,,6165
13.74364,198.9738,4.862408942,0,0,0,Background,,,6104
11.65296,118.9933,4.862324146,0,0,0,Background,,,10647
2.397356,388.2578,4.862244655,0,0,0,Background,,,5921
2.478861,519.3331,4.862122445,0,0,0,Background,,,5757
2.409878,290.133,4.862091683,0,0,0,Background,,,5383
2.469478,80.97413,4.861990331,0,0,0,Background,,,5191
2.547873,391.0199,4.861902982,0,0,0,Background,,,10292
4.013855,303.0396,4.861817873,0,0,0,Background,,,5717
4.001222,279.0874,4.8617793,0,0,0,Background,,,4318
11.5168,200.9863,4.861700189,0,0,0,Background,,,6136
2.241078,789.2852,4.861486408,0,0,0,Background,,,5091
2.1167,197.0126,4.861416851,0,0,0,Background,,,4180
2.598483,540.3478,4.861404858,0,0,0,Background,,,6008
2.592134,128.0718,4.861142195,0,0,0,Background,,,5862
2.38165,399.3118,4.861013688,0,0,0,Background,,,5927
2.416172,641.2568,4.860668134,0,0,0,Background,,,5924
2.745361,677.303,4.86053869,0,0,0,Background,,,6142
7.101328,223.0856,4.860165471,0,0,0,Background,,,6747
2.481989,471.2025,4.860085034,0,0,0,Background,,,5303
4.029684,419.2441,4.860028714,0,0,0,Background,,,3443
13.45778,730.8372,4.859982432,0,0,0,Background,,,5720
2.503895,210.1501,4.859881491,0,0,0,Background,,,5575
2.6651,210.1501,4.859881491,0,0,0,Background,,,5576
6.747183,357.2075,4.859637095,0,0,0,Background,,,2366
13.63939,458.9092,4.859116306,0,0,0,Background,,,6537
2.460083,423.2232,4.859043186,0,0,0,Background,,,5158
2.50705,441.3014,4.859036643,0,0,0,Background,,,5749
2.482006,499.2705,4.859010492,0,0,0,Background,,,5278
1.87445,443.0185,4.858817169,0,0,0,Background,,,5259
2.588972,443.317,4.858392739,0,0,0,Background,,,5520
2.413056,443.317,4.858392739,0,0,0,Background,,,5521
10.53874,201.0005,4.858199522,0,0,0,Background,,,5372
2.312817,637.1419,4.858183564,0,0,0,Background,,,5242
2.655589,318.1713,4.858059265,0,0,0,Background,,,3564
2.422439,563.3957,4.85775721,0,0,0,Background,,,5392
2.466333,318.2385,4.857606996,0,0,0,Background,,,5611
4.023345,271.1553,4.857514616,0,0,0,Background,,,2195
13.67274,426.9611,4.857505492,0,0,0,Background,,,8498
13.82033,426.9611,4.857505492,0,0,0,Background,,,8499
11.45878,802.3279,4.857364653,0,0,0,Background,,,6124
4.045556,376.0335,4.857358569,0,0,0,Background,,,14408
2.535345,491.2291,4.857326144,0,0,0,Background,,,5187
3.931767,169.017,4.857245718,0,0,0,Background,,,1876
2.5039,527.2654,4.857107711,0,0,0,Background,,,5682
4.017045,175.0975,4.856826609,0,0,0,Background,,,6311
6.776789,222.0105,4.85679153,0,0,0,Background,,,6052
3.975933,247.0722,4.856692331,0,0,0,Background,,,6372
13.27732,726.7465,4.856352098,0,0,0,Background,,,5688
13.52427,726.7463,4.856352098,0,0,0,Background,,,5689
2.234817,571.4006,4.856334145,0,0,0,Background,,,4757
2.409911,571.4005,4.856334145,0,0,0,Background,,,4758
13.96738,416.8501,4.856277399,0,0,0,Background,,,5310
2.541567,947.6514,4.856166882,0,0,0,Background,,,5860
2.500772,343.2128,4.855935056,0,0,0,Background,,,5754
2.771761,343.2127,4.855935056,0,0,0,Background,,,5755
4.017023,223.0758,4.855877844,0,0,0,Background,,,2207
9.437017,88.0039,4.855713176,0,0,0,Background,,,4695
2.507028,503.2291,4.855581166,0,0,0,Background,,,5932
1.855683,603.0891,4.855509105,0,0,0,Background,,,4022
2.754972,559.3641,4.855412187,0,0,0,Background,,,4807
4.0392,373.1504,4.855320712,0,0,0,Background,,,5693
2.620795,344.187,4.855143306,0,0,0,Background,,,4379
2.47575,450.0611,4.85512724,0,0,0,Background,,,5443
2.425589,215.0122,4.85499481,0,0,0,Background,,,5866
2.287855,876.2065,4.854541879,0,0,0,Background,,,3993
13.76911,306.9095,4.854529002,0,0,0,Background,,,5703
4.00755,285.2437,4.854318057,0,0,0,Background,,,3069
2.774983,487.1824,4.854260669,0,0,0,Background,,,6108
13.74995,233.8827,4.854237998,0,0,0,Background,,,5758
6.868851,346.2107,4.854084629,0,0,0,Background,,,2015
2.478867,128.9498,4.85366622,0,0,0,Background,,,4805
2.231511,128.9498,4.85366622,0,0,0,Background,,,4806
2.774989,432.2473,4.85365596,0,0,0,Background,,,4691
13.40721,736.7878,4.853370757,0,0,0,Background,,,5516
6.822773,325.052,4.853342322,0,0,0,Background,,,6498
2.475711,513.2496,4.853269979,0,0,0,Background,,,9373
2.544728,571.2915,4.853202274,0,0,0,Background,,,5100
4.00755,267.1967,4.852996069,0,0,0,Background,,,4194
2.478856,425.2337,4.852814687,0,0,0,Background,,,6080
2.481972,365.2336,4.852419898,0,0,0,Background,,,2906
2.485117,395.2441,4.852417129,0,0,0,Background,,,1512
2.312811,754.1914,4.852335894,0,0,0,Background,,,3792
2.478872,319.0163,4.852314033,0,0,0,Background,,,5687
2.661922,360.9906,4.852245957,0,0,0,Background,,,6306
2.570039,227.0715,4.852157541,0,0,0,Background,,,5251
2.592128,391.0742,4.852135776,0,0,0,Background,,,4735
2.475717,391.074,4.852135776,0,0,0,Background,,,4736
4.042389,543.079,4.851775557,0,0,0,Background,,,5772
2.340917,369.2647,4.851724922,0,0,0,Background,,,5207
2.344039,397.296,4.851678643,0,0,0,Background,,,4997
2.460078,420.2502,4.851420152,0,0,0,Background,,,4386
11.66245,70.99419,4.851419257,0,0,0,Background,,,6345
2.522711,650.4568,4.851303037,0,0,0,Background,,,5423
2.444406,505.3177,4.85122448,0,0,0,Background,,,5962
2.425555,477.3226,4.85121118,0,0,0,Background,,,4458
2.027822,241.2539,4.851145727,0,0,0,Background,,,5739
2.535306,549.3645,4.850986696,0,0,0,Background,,,5117
6.94935,144.9699,4.850962174,0,0,0,Background,,,6527
1.946328,426.2616,4.850858846,0,0,0,Background,,,5237
2.507056,457.1872,4.850849696,0,0,0,Background,,,5469
3.602828,169.087,4.85065705,0,0,0,Background,,,14115
1.915089,510.0492,4.850536494,0,0,0,Background,,,4671
1.911972,544.0855,4.850356247,0,0,0,Background,,,4616
7.091306,233.7999,4.850232925,0,0,0,Background,,,6357
2.633333,424.2639,4.850172221,0,0,0,Background,,,5735
2.200195,486.3673,4.849810825,0,0,0,Background,,,6169
2.497639,409.187,4.849677372,0,0,0,Background,,,4720
3.887656,379.2522,4.849471629,0,0,0,Background,,,526
7.182439,268.9479,4.849402986,0,0,0,Background,,,6693
6.898811,457.1487,4.849255227,0,0,0,Background,,,6389
2.4726,587.3231,4.848982406,0,0,0,Background,,,4570
2.749022,463.2189,4.848825856,0,0,0,Background,,,5333
1.852461,569.0473,4.848794796,0,0,0,Background,,,5135
