rt,mz,lg(signal),N,C,score,feature,adduct name,db_formula,ID
11.05561,237.0468,3.309075506,0,0,0,Background,,,14616
11.05557,256.9796,4.603562005,0,0,0,Background,,,8409
11.05557,176.0563,4.20037318,0,0,0,Background,,,13749
11.05556,255.0512,4.332511181,0,0,0,Background,,,6292
11.05555,183.054,3.815156304,0,0,0,Background,,,2777
11.05555,301.1519,3.377412165,0,0,0,Background,,,14482
11.05551,379.1762,3.670620232,0,0,0,Background,,,8075
11.05551,383.135,3.5129186,0,0,0,Background,,,14585
11.05548,237.0769,4.152696713,0,0,0,Background,,,14035
11.05548,325.0927,3.851073485,0,0,0,Background,,,13135
11.05547,343.1034,4.053378321,0,0,0,Background,,,9665
11.05547,309.0622,3.627450626,0,0,0,Background,,,13562
11.05217,200.9863,4.621588513,0,0,0,Background,,,5779
11.05217,133.0294,4.111565001,0,0,0,Background,,,7739
11.05217,279.0874,4.005229493,0,0,0,Background,,,11950
11.05217,313.0566,3.610991642,0,0,0,Background,,,13737
11.0519,197.0123,3.816811426,0,0,0,Background,,,14925
11.04878,369.1919,4.436817634,0,0,0,Background,,,7045
11.04863,247.0249,3.669840561,0,0,0,Background,,,12212
11.04856,355.1763,3.355931621,0,0,0,Background,,,13640
11.04851,322.0686,3.701494534,0,0,0,Background,,,13923
11.04851,305.0667,3.522110907,0,0,0,Background,,,14575
11.0454,175.007,3.758037193,0,0,0,Background,,,13078
11.04533,264.0598,3.623090991,0,0,0,Background,,,13200
11.04533,495.1654,3.472782731,0,0,0,Background,,,13842
11.04529,133.0272,4.072940155,0,0,0,Background,,,11596
11.04195,312.0939,3.919098822,0,0,0,Background,,,12239
11.0419,370.1952,3.716000848,0,0,0,Background,,,12936
11.04188,218.0112,4.048860975,0,0,0,Background,,,11147
11.04178,378.1488,3.546651528,0,0,0,Background,,,13912
11.04177,491.2288,4.025252523,0,0,0,Background,,,12226
11.04177,307.119,3.779070315,0,0,0,Background,,,13757
11.03849,321.0979,3.666850218,0,0,0,Background,,,13720
11.03507,377.1454,4.388686871,0,0,0,Background,,,9971
11.03506,269.063,3.832077922,0,0,0,Background,,,13719
11.03502,236.0153,3.880276743,0,0,0,Background,,,13265
11.03501,218.0546,3.797064608,0,0,0,Background,,,13475
11.03501,278.0756,3.535857192,0,0,0,Background,,,13858
11.03491,192.0514,4.111496194,0,0,0,Background,,,8061
11.03478,355.1035,3.735216466,0,0,0,Background,,,9093
11.03419,217.0215,3.67914449,0,0,0,Background,,,13556
11.03161,217.0075,5.408734579,0,0,0,Background,,,2258
11.0316,219.0121,3.393252863,0,0,0,Background,,,14002
11.03159,278.9615,3.87344502,0,0,0,Background,,,13340
11.03159,215.9969,3.352374638,0,0,0,Background,,,13933
11.03152,275.0563,3.723551168,0,0,0,Background,,,10347
11.03143,248.0969,4.054623934,0,0,0,Background,,,10847
11.03123,230.067,3.576383282,0,0,0,Background,,,11399
11.02817,90.97128,5.031285418,0,0,0,Background,,,5015
11.02814,201.0881,4.372325494,0,0,0,Background,,,9897
11.02813,152.0829,3.508141187,0,0,0,Background,,,13853
11.02809,217.083,4.46863049,0,0,0,Background,,,2306
11.02807,244.0463,3.283284231,0,0,0,Background,,,14784
11.02799,195.0298,4.758567114,0,0,0,Background,,,9805
11.02791,132.0487,3.458217476,0,0,0,Background,,,13961
11.02469,304.9792,3.871146775,0,0,0,Background,,,14836
11.02468,182.0176,4.970848122,0,0,0,Background,,,5251
11.02468,130.0509,4.770759435,0,0,0,Background,,,1097
11.02465,225.0206,3.830931616,0,0,0,Background,,,13229
11.02463,174.0407,3.468449777,0,0,0,Background,,,14926
11.02123,371.1936,3.79733298,0,0,0,Background,,,13458
11.02084,106.9865,3.378796684,0,0,0,Background,,,12652
11.01778,431.2074,5.214351023,0,0,0,Background,,,2562
11.01777,183.0184,4.047638291,0,0,0,Background,,,998
11.01775,432.2107,4.578559147,0,0,0,Background,,,6450
11.01775,133.0519,4.527605815,0,0,0,Background,,,6797
11.01775,196.0332,3.795769228,0,0,0,Background,,,8673
11.01774,424.092,3.44847649,0,0,0,Background,,,9641
11.01768,180.9813,3.681769179,0,0,0,Background,,,12898
11.01429,206.067,5.412123823,0,0,0,Background,,,2359
11.01429,684.2656,3.809871394,0,0,0,Background,,,12171
11.01429,237.073,3.779233915,0,0,0,Background,,,13774
11.01429,243.0181,3.357338481,0,0,0,Background,,,13946
11.01429,134.0822,3.216231996,0,0,0,Background,,,14254
11.01427,137.0243,5.321107669,0,0,0,Background,,,2000
11.01427,433.2138,3.652094785,0,0,0,Background,,,13793
11.01427,465.2126,3.480267092,0,0,0,Background,,,14021
11.01423,183.0206,3.446523234,0,0,0,Background,,,14235
11.01083,237.0915,4.824596722,0,0,0,Background,,,6848
11.01083,288.0702,3.887771773,0,0,0,Background,,,13047
11.01082,223.0421,3.881634846,0,0,0,Background,,,13172
11.01082,447.1509,3.571759009,0,0,0,Background,,,14003
11.01082,180.936,3.51072549,0,0,0,Background,,,14131
11.01079,132.9819,5.129382658,0,0,0,Background,,,4028
11.01079,134.0491,3.81417497,0,0,0,Background,,,14704
11.01077,138.0277,4.172699447,0,0,0,Background,,,10631
11.00735,391.1248,4.065514513,0,0,0,Background,,,11920
11.00733,580.1976,3.676160166,0,0,0,Background,,,13762
11.00732,181.0142,6.041950918,0,0,0,Background,,,726
11.00732,261.0768,4.073139994,0,0,0,Background,,,12267
11.00732,291.0448,3.923974497,0,0,0,Background,,,12999
11.00732,181.0924,3.544322312,0,0,0,Background,,,14858
11.00389,405.1765,3.821864015,0,0,0,Background,,,13372
11.00389,192.9723,3.540378954,0,0,0,Background,,,13776
11.00386,445.0956,4.700647345,0,0,0,Background,,,7579
11.00386,467.0773,3.90788383,0,0,0,Background,,,13109
11.0004,278.0994,4.035656372,0,0,0,Background,,,12341
10.99978,212.0184,3.866150429,0,0,0,Background,,,13189
10.99695,210.0406,4.211560706,0,0,0,Background,,,2569
10.99346,222.5459,4.081963344,0,0,0,Background,,,11537
10.99334,198.9996,3.392586871,0,0,0,Background,,,13989
10.99333,244.1302,3.904957166,0,0,0,Background,,,13111
10.99332,614.3228,3.803190034,0,0,0,Background,,,12773
10.99327,195.0445,3.484428206,0,0,0,Background,,,14097
10.98997,446.0989,3.884733407,0,0,0,Background,,,13173
10.98997,430.2233,3.67267913,0,0,0,Background,,,13574
10.98986,190.9753,4.116455269,0,0,0,Background,,,11705
10.98651,157.0253,4.334512369,0,0,0,Background,,,9452
10.98638,124.0073,5.072632678,0,0,0,Background,,,4421
10.98638,356.0844,3.433344264,0,0,0,Background,,,14502
10.98298,126.0031,3.7198037,0,0,0,Background,,,13626
10.98284,227.9606,4.141814195,0,0,0,Background,,,11354
10.97593,200.0541,4.174631763,0,0,0,Background,,,12136
10.97238,208.9849,4.019475147,0,0,0,Background,,,12396
10.96873,128.0443,4.1258135,0,0,0,Background,,,9639
10.96189,117.0687,4.275190988,0,0,0,Background,,,10505
10.95838,88.00388,5.011959732,0,0,0,Background,,,4874
10.95507,255.1327,3.764568441,0,0,0,Background,,,13384
10.95483,116.1118,4.360132401,0,0,0,Background,,,10466
10.95482,127.9888,3.919086264,0,0,0,Background,,,13018
10.95407,232.0125,3.780865954,0,0,0,Background,,,13374
10.94785,214.0164,3.642607445,0,0,0,Background,,,13665
10.94442,293.0316,3.782801728,0,0,0,Background,,,2739
10.9444,170.0071,3.960381523,0,0,0,Background,,,12894
10.94092,140.9987,3.800090223,0,0,0,Background,,,14519
10.94092,116.0578,3.718116574,0,0,0,Background,,,13818
10.94087,191.989,3.497156622,0,0,0,Background,,,13918
10.94087,245.9933,3.329822641,0,0,0,Background,,,14300
10.94069,374.0369,3.456263722,0,0,0,Background,,,14196
10.9338,201.0493,4.682968874,0,0,0,Background,,,7998
10.93034,341.9728,3.625553954,0,0,0,Background,,,13766
10.93026,196.023,3.671994079,0,0,0,Background,,,14080
10.92702,181.9168,3.307542526,0,0,0,Background,,,11087
10.92672,185.9939,3.621513196,0,0,0,Background,,,13030
10.92336,304.0392,3.413194758,0,0,0,Background,,,14195
10.92332,254.1067,3.492751832,0,0,0,Background,,,13886
10.92331,396.0565,3.384197971,0,0,0,Background,,,14189
10.91992,146.9461,3.335468871,0,0,0,Background,,,14898
10.91988,147.0226,4.110087951,0,0,0,Background,,,14306
10.91641,176.9966,3.596535256,0,0,0,Background,,,13892
10.91639,214.0488,4.394812932,0,0,0,Background,,,9869
10.91285,182.9212,3.304338579,0,0,0,Background,,,14269
10.90923,292.0416,3.809310552,0,0,0,Background,,,13675
10.90917,232.0503,4.078493281,0,0,0,Background,,,11713
10.89883,280.0779,3.881594708,0,0,0,Background,,,13397
10.89877,368.0276,3.378900347,0,0,0,Background,,,14329
10.89847,183.9927,3.512886608,0,0,0,Background,,,14279
10.8953,179.9186,3.803230128,0,0,0,Background,,,13297
10.88818,314.0537,3.749285961,0,0,0,Background,,,13833
10.88464,410.9874,3.675366069,0,0,0,Background,,,1949
10.87073,421.0019,3.585525708,0,0,0,Background,,,13769
10.86722,236.0959,3.200518824,0,0,0,Background,,,14441
10.85998,219.9992,3.408456666,0,0,0,Background,,,13904
10.84917,231.9785,3.430554332,0,0,0,Background,,,14041
10.81753,178.8153,3.417096696,0,0,0,Background,,,11541
10.76822,171.0299,4.56806228,0,0,0,Background,,,8041
10.75762,93.01456,4.223340194,0,0,0,Background,,,11310
10.75757,201.0005,4.987070873,0,0,0,Background,,,1605
10.75755,307.9978,3.412792174,0,0,0,Background,,,13787
10.74698,158.0139,4.121172434,0,0,0,Background,,,11885
10.74698,113.0209,3.810882157,0,0,0,Background,,,13518
10.74695,157.0105,5.252908224,0,0,0,Background,,,3354
10.74693,219.0097,3.444037158,0,0,0,Background,,,14256
10.72572,170.0071,3.960381523,0,0,0,Background,,,12896
10.72566,347.99,3.545061595,0,0,0,Background,,,13902
10.72218,106.9865,3.378796684,0,0,0,Background,,,12651
10.7187,223.1381,3.516910712,0,0,0,Background,,,14264
10.69401,140.9997,3.684241083,0,0,0,Background,,,14879
10.66887,628.3022,3.382489582,0,0,0,Background,,,10930
10.66558,325.9419,3.48056786,0,0,0,Background,,,14043
10.65499,136.0164,4.455755073,0,0,0,Background,,,14742
10.65484,139.9031,3.563689391,0,0,0,Background,,,14290
10.65146,341.9731,3.625553954,0,0,0,Background,,,13767
10.6336,147.0199,3.73849994,0,0,0,Background,,,14882
10.60168,179.989,3.734860123,0,0,0,Background,,,14855
10.58757,146.9462,3.335085229,0,0,0,Background,,,14281
10.58401,231.9785,3.430554332,0,0,0,Background,,,14040
10.54846,181.07,5.121301907,0,0,0,Background,,,9586
10.54846,182.0707,3.817578525,0,0,0,Background,,,13438
10.52728,182.9213,3.306705319,0,0,0,Background,,,14270
10.51687,332.9818,3.471836376,0,0,0,Background,,,14017
10.51673,236.977,3.828111516,0,0,0,Background,,,12633
10.50553,131.0368,3.348188672,0,0,0,Background,,,14873
10.48108,222.9556,3.638797545,0,0,0,Background,,,14804
10.45995,123.0676,3.688721205,0,0,0,Background,,,13920
10.45641,184.0322,3.88688832,0,0,0,Background,,,13287
10.44204,265.9871,3.473362815,0,0,0,Background,,,13955
10.42423,248.0776,3.766433726,0,0,0,Background,,,13841
10.41327,137.0831,3.317295017,0,0,0,Background,,,14418
10.40974,485.0186,3.415867478,0,0,0,Background,,,14880
10.39208,181.9167,3.388927813,0,0,0,Background,,,11086
10.38831,262.9074,3.640647674,0,0,0,Background,,,13686
10.3812,180.0378,4.22667024,0,0,0,Background,,,14620
10.3527,181.0911,3.729591651,0,0,0,Background,,,13486
10.31665,102.0197,4.8714456,0,0,0,Background,,,1166
10.31333,336.971,3.546955983,0,0,0,Background,,,7511
10.30268,289.0333,3.633933008,0,0,0,Background,,,14766
10.19539,237.9716,3.738309976,0,0,0,Background,,,13445
10.18836,135.0663,3.292228665,0,0,0,Background,,,14813
10.17386,223.0021,3.262320336,0,0,0,Background,,,12924
10.17015,254.2127,3.61562057,0,0,0,Background,,,9801
10.13124,157.0046,4.441242856,0,0,0,Background,,,14860
10.06338,180.0877,4.870382902,0,0,0,Background,,,6508
10.05929,120.0665,4.189755679,0,0,0,Background,,,8988
10.05619,183.9265,3.560971324,0,0,0,Background,,,14883
10.04567,181.0911,3.731746254,0,0,0,Background,,,13485
10.03421,265.9871,3.554649366,0,0,0,Background,,,13956
10.02367,147.0394,3.395376849,0,0,0,Background,,,10574
10.01334,743.2009,3.339576237,0,0,0,Background,,,14363
10.00227,140.9987,3.620825088,0,0,0,Background,,,14520
9.98474,169.0482,3.486291759,0,0,0,Background,,,14221
9.981717,143.0083,3.491344524,0,0,0,Background,,,14739
9.920667,121.0213,3.803946447,0,0,0,Background,,,13378
9.91369,210.9214,3.350965708,0,0,0,Background,,,13916
9.905917,176.8172,3.339874298,0,0,0,Background,,,12299
9.899384,192.9651,3.874402146,0,0,0,Background,,,2598
9.892161,376.9689,3.576864014,0,0,0,Background,,,14918
9.884728,257.9356,3.660291325,0,0,0,Background,,,12667
9.881118,95.98563,4.270508875,0,0,0,Background,,,14774
9.874461,269.0945,3.499711006,0,0,0,Background,,,14915
9.866573,204.0149,3.709340125,0,0,0,Background,,,13669
9.834789,90.97128,4.836652966,0,0,0,Background,,,14808
9.831334,176.9339,3.243700097,0,0,0,Background,,,14391
9.831044,207.049,3.833594541,0,0,0,Background,,,14609
9.824034,206.067,4.933763846,0,0,0,Background,,,2360
9.820473,271.046,3.794213013,0,0,0,Background,,,11936
9.817245,220.9485,3.525173656,0,0,0,Background,,,13899
9.810073,94.99076,3.469226844,0,0,0,Background,,,14793
9.809777,183.0184,3.74441434,0,0,0,Background,,,999
9.795778,217.9595,3.285470406,0,0,0,Background,,,14266
9.793078,743.201,3.340003615,0,0,0,Background,,,14362
9.788778,178.8154,3.53940941,0,0,0,Background,,,13939
9.788562,138.0277,3.939272971,0,0,0,Background,,,10632
9.785039,176.0928,3.430469499,0,0,0,Background,,,5936
9.784928,181.0142,5.648905738,0,0,0,Background,,,727
9.781395,182.0176,4.557566734,0,0,0,Background,,,5250
9.774311,192.0513,3.912227663,0,0,0,Background,,,8063
9.73909,376.9689,3.601016769,0,0,0,Background,,,14919
9.735439,302.0006,3.754613387,0,0,0,Background,,,11860
9.721512,445.0954,3.671365836,0,0,0,Background,,,7580
9.717884,255.9816,3.792673218,0,0,0,Background,,,13710
9.714256,129.0324,3.849049226,0,0,0,Background,,,12296
9.707294,127.9887,3.995241917,0,0,0,Background,,,13017
9.703956,210.9215,3.349691578,0,0,0,Background,,,13917
9.703712,185.9938,3.377417265,0,0,0,Background,,,13031
9.69985,194.0175,3.580236935,0,0,0,Background,,,13061
9.654546,121.0443,3.346739345,0,0,0,Background,,,14749
9.651012,183.0098,4.843173303,0,0,0,Background,,,7462
9.613043,416.9365,3.22340311,0,0,0,Background,,,14340
9.611778,185.009,4.454965685,0,0,0,Background,,,9319
9.60495,292.9229,4.005936532,0,0,0,Background,,,12526
9.58685,268.9043,3.833947529,0,0,0,Background,,,13411
9.586567,184.0131,3.767507645,0,0,0,Background,,,13681
9.555461,395.9123,3.282553947,0,0,0,Background,,,14096
9.551684,130.0709,3.26050508,0,0,0,Background,,,14728
9.551257,649.2391,3.435644459,0,0,0,Background,,,14217
9.547251,139.0201,4.383509383,0,0,0,Background,,,9649
9.527246,131.0843,4.044747049,0,0,0,Background,,,108
9.513134,308.045,3.610745446,0,0,0,Background,,,13911
9.508729,889.3674,3.781900409,0,0,0,Background,,,13446
9.505184,157.0289,3.71599823,0,0,0,Background,,,14897
9.499496,323.1168,4.490157381,0,0,0,Background,,,13982
9.489659,157.0723,3.722810953,0,0,0,Background,,,12967
9.489659,115.0675,3.326741822,0,0,0,Background,,,14582
9.487862,194.0175,3.75727011,0,0,0,Background,,,13062
9.485456,269.0943,3.510115299,0,0,0,Background,,,14678
9.463739,152.9958,4.451369919,0,0,0,Background,,,3772
9.438956,156.9872,4.386505444,0,0,0,Background,,,10416
9.425167,264.0465,3.850478722,0,0,0,Background,,,13272
9.425112,217.0829,4.311950226,0,0,0,Background,,,2307
9.414767,159.9964,4.186624293,0,0,0,Background,,,11607
9.41439,157.1137,4.388517097,0,0,0,Background,,,10211
9.410951,113.0222,3.907627936,0,0,0,Background,,,13227
9.407483,162.0657,4.4893917,0,0,0,Background,,,9381
9.407483,161.0584,4.068406853,0,0,0,Background,,,12159
9.40405,113.0994,3.903566397,0,0,0,Background,,,13376
9.404012,160.1265,4.20648784,0,0,0,Background,,,11433
9.400939,157.0287,3.71599823,0,0,0,Background,,,7245
9.400584,370.2348,3.411893602,0,0,0,Background,,,14222
9.390255,183.9976,3.994014911,0,0,0,Background,,,10806
9.372761,177.0572,3.96380409,0,0,0,Background,,,14725
9.369517,170.0071,3.72815326,0,0,0,Background,,,12895
9.333728,231.0986,3.588095518,0,0,0,Background,,,13783
9.310067,248.0775,4.308011164,0,0,0,Background,,,13840
9.310035,209.0415,3.865389167,0,0,0,Background,,,13422
9.299628,102.0197,5.786451286,0,0,0,Background,,,1164
9.299628,104.024,3.394816848,0,0,0,Background,,,14378
9.299541,682.2282,3.769162608,0,0,0,Background,,,13482
9.296145,101.9867,3.347093104,0,0,0,Background,,,14681
9.292645,244.0593,3.296870939,0,0,0,Background,,,14381
9.289173,145.9892,4.079626714,0,0,0,Background,,,12291
9.289166,148.0501,4.340346243,0,0,0,Background,,,10686
9.289166,168.0278,3.974174878,0,0,0,Background,,,12173
9.286129,103.0228,4.333514683,0,0,0,Background,,,9593
9.282178,147.0433,3.959986644,0,0,0,Background,,,13167
9.264717,146.1025,4.046968839,0,0,0,Background,,,12952
9.257722,159.041,3.325686153,0,0,0,Background,,,14815
9.254167,235.0724,3.600178249,0,0,0,Background,,,12794
9.240067,94.99076,3.391853763,0,0,0,Background,,,14794
9.229306,176.0563,3.442525072,0,0,0,Background,,,14901
9.198011,649.3122,3.508999677,0,0,0,Background,,,13852
9.197963,320.1462,3.638492679,0,0,0,Background,,,13873
9.197889,257.1508,4.14548619,0,0,0,Background,,,5145
9.191117,371.9513,3.574997191,0,0,0,Background,,,13859
9.187279,332.1465,3.245402733,0,0,0,Background,,,14181
9.169673,161.0455,5.047692784,0,0,0,Background,,,8396
9.165851,177.0881,3.581942745,0,0,0,Background,,,14132
9.158723,204.0513,3.655497977,0,0,0,Background,,,11259
9.155195,175.0546,3.57847955,0,0,0,Background,,,7981
9.151267,213.0042,3.602015027,0,0,0,Background,,,13351
9.144895,409.0992,3.492871576,0,0,0,Background,,,14780
9.133918,288.8958,3.521686,0,0,0,Background,,,13861
9.130367,199.0377,4.487034597,0,0,0,Background,,,5864
9.130345,253.029,4.0484741,0,0,0,Background,,,12140
9.126667,231.0986,3.675589869,0,0,0,Background,,,13782
9.105773,198.9803,3.559570626,0,0,0,Background,,,14006
9.077622,297.0769,4.026727548,0,0,0,Background,,,12020
9.063989,131.0843,3.828547743,0,0,0,Background,,,12312
9.042895,269.0547,3.60833109,0,0,0,Background,,,13692
9.038911,129.0665,4.439019213,0,0,0,Background,,,6274
9.035528,130.0226,5.511968633,0,0,0,Background,,,1916
9.032223,201.0881,3.961606576,0,0,0,Background,,,9898
9.032067,128.9722,4.442577124,0,0,0,Background,,,9694
9.028701,128.9979,3.325746911,0,0,0,Background,,,14726
9.028605,129.0193,6.767733998,0,0,0,Background,,,188
9.028472,86.03268,4.724256779,0,0,0,Background,,,7547
9.025067,131.0259,3.835951389,0,0,0,Background,,,13360
9.018245,207.0873,5.062110273,0,0,0,Background,,,4783
9.018073,129.0357,3.783198522,0,0,0,Background,,,11423
9.017834,85.00413,3.86360491,0,0,0,Background,,,10603
9.01769,213.997,4.44109271,0,0,0,Background,,,9270
9.014755,129.0032,3.73255364,0,0,0,Background,,,13600
9.011245,131.0235,4.635116402,0,0,0,Background,,,8232
9.011195,208.0908,3.930044619,0,0,0,Background,,,11800
9.007589,87.03361,3.610052554,0,0,0,Background,,,13948
9.004322,258.1427,3.586316731,0,0,0,Background,,,13027
8.997468,85.0545,3.792701437,0,0,0,Background,,,11344
8.993539,305.0185,3.647575141,0,0,0,Background,,,13819
8.990628,337.1731,3.703433478,0,0,0,Background,,,13469
8.990101,418.2511,3.4025802,0,0,0,Background,,,12948
8.986567,218.1033,4.242222914,0,0,0,Background,,,9133
8.976206,158.0821,4.937973081,0,0,0,Background,,,8719
8.96219,180.0666,4.181060439,0,0,0,Background,,,12839
8.958879,127.0365,3.908434227,0,0,0,Background,,,12744
8.958834,302.0995,3.447586862,0,0,0,Background,,,14903
8.955228,462.2499,4.06754883,0,0,0,Background,,,10256
8.944678,222.0983,3.371593303,0,0,0,Background,,,14120
8.923995,178.5099,3.65439649,0,0,0,Background,,,13888
8.920423,135.0451,5.018212176,0,0,0,Background,,,14885
8.909966,192.0527,4.015381235,0,0,0,Background,,,8062
8.902934,416.2162,3.85345871,0,0,0,Background,,,11667
8.878428,228.9954,3.886722385,0,0,0,Background,,,8948
8.874967,183.9976,4.222198696,0,0,0,Background,,,10804
8.874551,189.0074,3.85159776,0,0,0,Background,,,13362
8.871295,262.9074,3.738199844,0,0,0,Background,,,13687
8.857323,112.0153,3.508586363,0,0,0,Background,,,14200
8.822128,143.9785,3.876887433,0,0,0,Background,,,13129
8.818367,176.95,3.75063125,0,0,0,Background,,,12188
8.814956,244.9058,4.24985414,0,0,0,Background,,,11106
8.811412,203.9297,3.613306451,0,0,0,Background,,,13891
8.804412,222.9766,3.783165955,0,0,0,Background,,,13684
8.804356,190.051,4.369454833,0,0,0,Background,,,8922
8.800928,187.0098,4.730912341,0,0,0,Background,,,7605
8.786767,222.9556,3.962051609,0,0,0,Background,,,14008
8.786511,196.0332,3.832170549,0,0,0,Background,,,8672
8.783112,208.0907,3.930044619,0,0,0,Background,,,11799
8.772489,97.97192,3.487861064,0,0,0,Background,,,14140
8.772456,95.97611,4.845730943,0,0,0,Background,,,6672
8.772395,226.9486,3.638451309,0,0,0,Background,,,13824
8.768928,207.0873,5.062110273,0,0,0,Background,,,4782
8.768928,126.9552,3.650636368,0,0,0,Background,,,14870
8.768845,237.0042,4.259974259,0,0,0,Background,,,10815
8.765306,176.9703,3.521072568,0,0,0,Background,,,14034
8.757216,180.1329,3.499634189,0,0,0,Background,,,12913
8.754868,348.2262,3.637522881,0,0,0,Background,,,14054
8.754617,146.0175,3.388996492,0,0,0,Background,,,11953
8.7514,239.0563,3.724120912,0,0,0,Background,,,14740
8.75139,210.0408,3.384097259,0,0,0,Background,,,11753
8.751217,202.9874,5.540744617,0,0,0,Background,,,1912
8.751151,180.8765,3.344700833,0,0,0,Background,,,11470
8.751117,249.0041,3.55239045,0,0,0,Background,,,14145
8.747666,203.1119,3.645077308,0,0,0,Background,,,10260
8.747556,229.9918,3.353273194,0,0,0,Background,,,9441
8.747528,202.1085,4.777469722,0,0,0,Background,,,2547
8.744,160.9768,4.965854732,0,0,0,Background,,,6206
8.736934,265.1042,3.755590039,0,0,0,Background,,,13673
8.733411,151.026,4.680059806,0,0,0,Background,,,8039
8.733352,214.0219,3.666110922,0,0,0,Background,,,13380
8.726451,118.0662,3.258957835,0,0,0,Background,,,14677
8.722884,639.3038,3.339166297,0,0,0,Background,,,14057
8.719234,475.1819,3.284973907,0,0,0,Background,,,14223
8.716029,240.0489,3.502316199,0,0,0,Background,,,14771
8.715711,172.9941,4.574404203,0,0,0,Background,,,8884
8.712273,298.1377,3.542082072,0,0,0,Background,,,13990
8.708839,161.0356,3.7122179,0,0,0,Background,,,14682
8.708617,189.9751,4.019645548,0,0,0,Background,,,12525
8.705178,259.1552,3.360381531,0,0,0,Background,,,14911
8.705067,194.0175,3.907291343,0,0,0,Background,,,13060
8.705033,623.2555,3.284903195,0,0,0,Background,,,14294
8.701529,484.2317,3.656693125,0,0,0,Background,,,14338
8.701523,144.9992,3.707540296,0,0,0,Background,,,13509
8.700792,154.0622,3.591086361,0,0,0,Background,,,14838
8.698073,337.1731,3.551514433,0,0,0,Background,,,13470
8.698045,230.9826,3.448759558,0,0,0,Background,,,13926
8.698012,140.9861,5.728190231,0,0,0,Background,,,1027
8.694539,307.1189,3.544250715,0,0,0,Background,,,14824
8.694523,218.1034,4.242222914,0,0,0,Background,,,9134
8.6945,246.0983,3.542073335,0,0,0,Background,,,11726
8.694484,265.0929,3.827871232,0,0,0,Background,,,13026
8.694478,128.9805,4.004246345,0,0,0,Background,,,12076
8.694468,199.0724,3.545719319,0,0,0,Background,,,14736
8.690989,253.0354,3.66403964,0,0,0,Background,,,14492
8.690978,116.0491,3.747552919,0,0,0,Background,,,14347
8.69095,70.02938,3.519981843,0,0,0,Background,,,13137
8.68749,207.9424,3.714923942,0,0,0,Background,,,13865
8.68745,156.0302,4.134384675,0,0,0,Background,,,9430
8.684001,417.2478,4.696867887,0,0,0,Background,,,7832
8.683972,167.0131,3.314672021,0,0,0,Background,,,11892
8.683968,116.0215,3.733216895,0,0,0,Background,,,13722
8.683961,221.103,4.813756728,0,0,0,Background,,,5923
8.683961,130.0984,3.3205376,0,0,0,Background,,,14640
8.68395,290.0008,3.639625433,0,0,0,Background,,,13781
8.683939,290.1611,3.738421692,0,0,0,Background,,,13633
8.683928,138.0173,4.129841836,0,0,0,Background,,,11656
8.680507,462.25,4.347493691,0,0,0,Background,,,10255
8.680507,416.2161,3.85345871,0,0,0,Background,,,11666
8.68049,132.0553,3.487189643,0,0,0,Background,,,13345
8.680473,322.0964,3.585740693,0,0,0,Background,,,12968
8.680467,219.963,3.625791254,0,0,0,Background,,,13838
8.68045,222.1064,3.853140123,0,0,0,Background,,,13472
8.680445,193.0142,4.934911765,0,0,0,Background,,,2761
8.680445,117.0323,4.268941065,0,0,0,Background,,,10300
8.680445,190.0721,3.882544809,0,0,0,Background,,,10379
8.677012,91.03687,3.408357294,0,0,0,Background,,,14315
8.676956,141.0305,3.995386836,0,0,0,Background,,,14122
8.676951,369.2143,3.412069685,0,0,0,Background,,,14183
8.67695,463.2533,3.736985794,0,0,0,Background,,,13513
8.676939,114.0924,3.269044779,0,0,0,Background,,,14788
8.673467,416.2444,5.335338993,0,0,0,Background,,,2679
8.673445,188.9816,4.266262964,0,0,0,Background,,,10375
8.673445,89.04307,3.956576912,0,0,0,Background,,,14732
8.673445,267.0873,3.571662285,0,0,0,Background,,,14148
8.673445,130.0032,3.25790379,0,0,0,Background,,,14650
8.669956,251.1137,4.332807942,0,0,0,Background,,,10250
8.669951,220.0713,3.730588227,0,0,0,Background,,,13605
8.669929,229.0317,3.403527511,0,0,0,Background,,,14213
8.669917,166.0257,3.97015436,0,0,0,Background,,,12308
8.669872,230.0977,3.355819206,0,0,0,Background,,,14197
8.669773,111.0281,3.607481244,0,0,0,Background,,,11620
8.666462,266.1327,4.916998745,0,0,0,Background,,,6022
8.666462,219.0703,4.61201341,0,0,0,Background,,,8330
8.666462,303.0446,3.791719315,0,0,0,Background,,,13545
8.666446,245.0442,4.777644861,0,0,0,Background,,,14910
8.666434,418.2508,3.846333025,0,0,0,Background,,,12947
8.666434,246.0476,3.778800221,0,0,0,Background,,,13714
8.666423,113.0266,3.997525313,0,0,0,Background,,,12632
8.666162,234.9815,3.442053323,0,0,0,Background,,,13832
8.662945,265.1293,5.904263249,0,0,0,Background,,,914
8.662945,218.067,5.719243228,0,0,0,Background,,,1290
8.662945,281.0628,4.460636339,0,0,0,Background,,,9155
8.662945,309.1193,4.168932275,0,0,0,Background,,,6262
8.662945,211.0248,4.051999234,0,0,0,Background,,,6200
8.662933,286.0546,3.683382697,0,0,0,Background,,,14147
8.662929,365.1606,3.607063697,0,0,0,Background,,,14666
8.662839,104.0435,3.956210868,0,0,0,Background,,,10972
8.659401,213.0042,3.750509276,0,0,0,Background,,,13350
8.659373,349.2417,3.663632804,0,0,0,Background,,,10903
